YEAR,MONTH,DAY,HOUR,DAY_OF_WEEK,WEEKEND,WEEKDAY,SEASON,HOLIDAY,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),WIND CHILL CALCULATION,DATE
2018,1,1,1,0,0,1,1,1,-23.8,-25.5,86.0,11.0,-31.994476508911575,2018-01-01
2018,1,1,2,0,0,1,1,1,-22.8,-24.6,85.0,11.0,-30.80005284077663,2018-01-01
2018,1,1,3,0,0,1,1,1,-22.8,-24.6,86.0,12.0,-31.21999812273969,2018-01-01
2018,1,1,4,0,0,1,1,1,-23.4,-25.1,86.0,11.0,-31.516707041657593,2018-01-01
2018,1,1,5,0,0,1,1,1,-21.9,-23.8,85.0,7.0,-27.67180680299372,2018-01-01
2018,1,1,6,0,0,1,1,1,-20.7,-22.8,84.0,7.0,-26.28721561614143,2018-01-01
2018,1,1,7,0,0,1,1,1,-21.1,-22.9,85.0,9.0,-27.854290807180945,2018-01-01
2018,1,1,8,0,0,1,1,1,-20.8,-22.6,85.0,12.0,-28.814834601003867,2018-01-01
2018,1,1,9,0,0,1,1,1,-20.0,-22.0,84.0,15.0,-28.896783616344905,2018-01-01
2018,1,1,10,0,0,1,1,1,-17.8,-19.9,84.0,17.0,-26.778825133302778,2018-01-01
2018,1,1,11,0,0,1,1,1,-15.2,-17.4,84.0,17.0,-23.56418500838638,2018-01-01
2018,1,1,12,0,0,1,1,1,-13.1,-16.3,77.0,22.0,-22.06543971072768,2018-01-01
2018,1,1,13,0,0,1,1,1,-11.7,-17.1,65.0,28.0,-21.330426232558406,2018-01-01
2018,1,1,14,0,0,1,1,1,-11.5,-16.9,65.0,26.0,-20.752762990345573,2018-01-01
2018,1,1,15,0,0,1,1,1,-12.0,-16.2,71.0,25.0,-21.2229851737288,2018-01-01
2018,1,1,16,0,0,1,1,1,-11.7,-15.5,74.0,35.0,-22.322150719288636,2018-01-01
2018,1,1,17,0,0,1,1,1,-11.2,-14.7,76.0,28.0,-20.686299348039668,2018-01-01
2018,1,1,18,0,0,1,1,1,-11.4,-14.8,76.0,31.0,-21.388588467476026,2018-01-01
2018,1,1,19,0,0,1,1,1,-12.2,-14.8,81.0,26.0,-21.648964931240464,2018-01-01
2018,1,1,20,0,0,1,1,1,-12.2,-14.6,82.0,21.0,-20.731951322055316,2018-01-01
2018,1,1,21,0,0,1,1,1,-12.1,-14.5,82.0,22.0,-20.8027638809807,2018-01-01
2018,1,1,22,0,0,1,1,1,-12.0,-14.4,82.0,21.0,-20.480380441042502,2018-01-01
2018,1,1,23,0,0,1,1,1,-12.3,-14.3,85.0,19.0,-20.43765231512362,2018-01-01
2018,1,1,24,0,0,1,1,1,-12.1,-14.3,84.0,17.0,-19.731344859447606,2018-01-01
2018,1,2,1,1,0,1,1,0,-11.8,-14.3,81.0,24.0,-20.792896341388882,2018-01-02
2018,1,2,2,1,0,1,1,0,-11.5,-14.6,78.0,28.0,-21.072775478750913,2018-01-02
2018,1,2,3,1,0,1,1,0,-11.6,-14.8,77.0,34.0,-22.060353028236477,2018-01-02
2018,1,2,4,1,0,1,1,0,-11.6,-14.9,76.0,28.0,-21.201600855654657,2018-01-02
2018,1,2,5,1,0,1,1,0,-11.7,-15.0,76.0,30.0,-21.633280928686393,2018-01-02
2018,1,2,6,1,0,1,1,0,-12.0,-15.3,77.0,35.0,-22.715995533819132,2018-01-02
2018,1,2,7,1,0,1,1,0,-13.1,-16.3,77.0,32.0,-23.74361022604299,2018-01-02
2018,1,2,8,1,0,1,1,0,-14.0,-17.2,77.0,34.0,-25.203334226131815,2018-01-02
2018,1,2,9,1,0,1,1,0,-14.5,-17.4,79.0,33.0,-25.714707825740795,2018-01-02
2018,1,2,10,1,0,1,1,0,-13.8,-16.5,80.0,32.0,-24.655602843728666,2018-01-02
2018,1,2,11,1,0,1,1,0,-12.0,-14.9,79.0,35.0,-22.715995533819132,2018-01-02
2018,1,2,12,1,0,1,1,0,-11.1,-14.3,77.0,42.0,-22.359020877630655,2018-01-02
2018,1,2,13,1,0,1,1,0,-10.6,-14.2,75.0,45.0,-22.006597342805126,2018-01-02
2018,1,2,14,1,0,1,1,0,-9.4,-13.7,71.0,44.0,-20.297104121476156,2018-01-02
2018,1,2,15,1,0,1,1,0,-9.1,-13.6,70.0,48.0,-20.280133967802374,2018-01-02
2018,1,2,16,1,0,1,1,0,-9.1,-13.3,72.0,41.0,-19.58711097672073,2018-01-02
2018,1,2,17,1,0,1,1,0,-8.7,-13.0,71.0,35.0,-18.38370257398371,2018-01-02
2018,1,2,18,1,0,1,1,0,-9.3,-12.8,76.0,41.0,-19.853265268168872,2018-01-02
2018,1,2,19,1,0,1,1,0,-9.6,-12.5,80.0,34.0,-19.44120202999036,2018-01-02
2018,1,2,20,1,0,1,1,0,-9.8,-12.9,79.0,35.0,-19.827800227262188,2018-01-02
2018,1,2,21,1,0,1,1,0,-10.2,-13.1,80.0,27.0,-19.24562580430701,2018-01-02
2018,1,2,22,1,0,1,1,0,-10.6,-13.2,81.0,26.0,-19.600503352052137,2018-01-02
2018,1,2,23,1,0,1,1,0,-11.2,-13.7,82.0,25.0,-20.20209635322367,2018-01-02
2018,1,2,24,1,0,1,1,0,-12.1,-14.7,81.0,15.0,-19.226946328227914,2018-01-02
2018,1,3,1,2,0,1,1,0,-12.8,-15.3,81.0,9.0,-18.093188473043227,2018-01-03
2018,1,3,2,2,0,1,1,0,-10.7,-13.6,79.0,27.0,-19.887792351974035,2018-01-03
2018,1,3,3,2,0,1,1,0,-10.7,-14.0,77.0,28.0,-20.042172463520927,2018-01-03
2018,1,3,4,2,0,1,1,0,-10.6,-14.1,76.0,25.0,-19.43642973784482,2018-01-03
2018,1,3,5,2,0,1,1,0,-10.6,-14.3,75.0,27.0,-19.759359042440632,2018-01-03
2018,1,3,6,2,0,1,1,0,-9.8,-13.6,74.0,31.0,-19.30963059283919,2018-01-03
2018,1,3,7,2,0,1,1,0,-9.6,-12.8,77.0,20.0,-17.26944990178253,2018-01-03
2018,1,3,8,2,0,1,1,0,-11.0,-15.1,72.0,26.0,-20.11261874684922,2018-01-03
2018,1,3,9,2,0,1,1,0,-11.0,-14.3,77.0,18.0,-18.598725255982863,2018-01-03
2018,1,3,10,2,0,1,1,0,-10.7,-13.3,81.0,13.0,-16.968239304263115,2018-01-03
2018,1,3,11,2,0,1,1,0,-9.0,-12.2,78.0,22.0,-16.888468808765044,2018-01-03
2018,1,3,12,2,0,1,1,0,-8.0,-11.6,76.0,26.0,-16.271753285871107,2018-01-03
2018,1,3,13,2,0,1,1,0,-7.8,-11.7,74.0,28.0,-16.306236533312248,2018-01-03
2018,1,3,14,2,0,1,1,0,-7.7,-11.6,74.0,27.0,-16.034793065971872,2018-01-03
2018,1,3,15,2,0,1,1,0,-7.9,-10.8,79.0,30.0,-16.709413280371734,2018-01-03
2018,1,3,16,2,0,1,1,0,-7.8,-10.0,84.0,25.0,-15.863318866076856,2018-01-03
2018,1,3,17,2,0,1,1,0,-7.9,-9.6,87.0,21.0,-15.323177380279809,2018-01-03
2018,1,3,18,2,0,1,1,0,-7.7,-9.8,84.0,25.0,-15.735707763513716,2018-01-03
2018,1,3,19,2,0,1,1,0,-7.8,-9.5,88.0,22.0,-15.373257813068662,2018-01-03
2018,1,3,20,2,0,1,1,0,-8.3,-10.2,86.0,23.0,-16.176190494399123,2018-01-03
2018,1,3,21,2,0,1,1,0,-9.2,-11.7,83.0,17.0,-16.14578472011778,2018-01-03
2018,1,3,22,2,0,1,1,0,-10.0,-12.2,84.0,17.0,-17.134904758553596,2018-01-03
2018,1,3,23,2,0,1,1,0,-10.2,-12.8,81.0,17.0,-17.382184768162546,2018-01-03
2018,1,3,24,2,0,1,1,0,-10.5,-13.0,82.0,15.0,-17.268498269875103,2018-01-03
2018,1,4,1,3,0,1,1,0,-10.4,-12.9,82.0,14.0,-16.883760233175494,2018-01-04
2018,1,4,2,3,0,1,1,0,-10.5,-12.9,82.0,15.0,-17.268498269875103,2018-01-04
2018,1,4,3,3,0,1,1,0,-10.6,-12.8,84.0,14.0,-17.127223546188013,2018-01-04
2018,1,4,4,3,0,1,1,0,-10.6,-12.6,86.0,14.0,-17.127223546188013,2018-01-04
2018,1,4,5,3,0,1,1,0,-10.8,-12.7,87.0,12.0,-16.789016992324726,2018-01-04
2018,1,4,6,3,0,1,1,0,-10.7,-12.5,87.0,11.0,-16.347526456343743,2018-01-04
2018,1,4,7,3,0,1,1,0,-11.9,-13.3,90.0,0.0,5.831249999999998,2018-01-04
2018,1,4,8,3,0,1,1,0,-12.0,-15.3,77.0,18.0,-19.840857256364085,2018-01-04
2018,1,4,9,3,0,1,1,0,-12.9,-17.0,71.0,22.0,-21.812904544778288,2018-01-04
2018,1,4,10,3,0,1,1,0,-13.0,-17.6,69.0,26.0,-22.673195720834627,2018-01-04
2018,1,4,11,3,0,1,1,0,-12.7,-17.5,68.0,25.0,-22.116262891670793,2018-01-04
2018,1,4,12,3,0,1,1,0,-12.0,-17.8,62.0,21.0,-20.480380441042502,2018-01-04
2018,1,4,13,3,0,1,1,0,-12.1,-18.4,60.0,28.0,-21.845727740173395,2018-01-04
2018,1,4,14,3,0,1,1,0,-11.9,-18.6,58.0,22.0,-20.550228715031302,2018-01-04
2018,1,4,15,3,0,1,1,0,-12.3,-19.1,58.0,28.0,-22.103378493980895,2018-01-04
2018,1,4,16,3,0,1,1,0,-13.0,-19.9,57.0,28.0,-23.00515613230713,2018-01-04
2018,1,4,17,3,0,1,1,0,-13.8,-20.4,58.0,21.0,-22.744518370157834,2018-01-04
2018,1,4,18,3,0,1,1,0,-15.6,-21.0,64.0,23.0,-25.42760128814124,2018-01-04
2018,1,4,19,3,0,1,1,0,-16.7,-21.7,66.0,20.0,-26.164586257637875,2018-01-04
2018,1,4,20,3,0,1,1,0,-17.1,-21.8,67.0,23.0,-27.328576108773184,2018-01-04
2018,1,4,21,3,0,1,1,0,-17.2,-22.3,65.0,22.0,-27.24241061269032,2018-01-04
2018,1,4,22,3,0,1,1,0,-17.3,-22.8,63.0,18.0,-26.42415685838457,2018-01-04
2018,1,4,23,3,0,1,1,0,-17.2,-22.8,63.0,26.0,-28.050407366203984,2018-01-04
2018,1,4,24,3,0,1,1,0,-17.7,-22.8,65.0,25.0,-28.49681801982787,2018-01-04
2018,1,5,1,4,0,1,1,0,-18.2,-22.9,67.0,19.0,-27.798506595058278,2018-01-05
2018,1,5,2,4,0,1,1,0,-18.7,-23.2,68.0,19.0,-28.422307805222236,2018-01-05
2018,1,5,3,4,0,1,1,0,-19.1,-23.7,67.0,16.0,-28.0984130143916,2018-01-05
2018,1,5,4,4,0,1,1,0,-19.6,-23.8,69.0,15.0,-28.40717160175671,2018-01-05
2018,1,5,5,4,0,1,1,0,-19.9,-24.1,70.0,11.0,-27.336224203185274,2018-01-05
2018,1,5,6,4,0,1,1,0,-20.1,-24.2,70.0,15.0,-29.01918661999196,2018-01-05
2018,1,5,7,4,0,1,1,0,-20.9,-24.5,73.0,9.0,-27.619083522020993,2018-01-05
2018,1,5,8,4,0,1,1,0,-20.6,-24.3,73.0,11.0,-28.172320770879743,2018-01-05
2018,1,5,9,4,0,1,1,0,-20.4,-24.7,69.0,14.0,-29.056925883801608,2018-01-05
2018,1,5,10,4,0,1,1,0,-20.8,-24.8,71.0,10.0,-27.975481070677013,2018-01-05
2018,1,5,11,4,0,1,1,0,-18.6,-24.6,60.0,16.0,-27.483224258556213,2018-01-05
2018,1,5,12,4,0,1,1,0,-17.5,-24.4,56.0,24.0,-28.042103683812623,2018-01-05
2018,1,5,13,4,0,1,1,0,-16.6,-24.1,53.0,21.0,-26.266510704337236,2018-01-05
2018,1,5,14,4,0,1,1,0,-16.3,-24.3,51.0,24.0,-26.515954769618155,2018-01-05
2018,1,5,15,4,0,1,1,0,-16.3,-24.4,51.0,35.0,-28.361104542089528,2018-01-05
2018,1,5,16,4,0,1,1,0,-16.4,-24.1,52.0,29.0,-27.55672224419626,2018-01-05
2018,1,5,17,4,0,1,1,0,-16.6,-24.0,54.0,30.0,-27.98247868572372,2018-01-05
2018,1,5,18,4,0,1,1,0,-17.5,-23.8,58.0,19.0,-26.925184900828746,2018-01-05
2018,1,5,19,4,0,1,1,0,-18.3,-23.6,64.0,13.0,-26.16566383257313,2018-01-05
2018,1,5,20,4,0,1,1,0,-19.6,-24.0,69.0,12.0,-27.371736487962366,2018-01-05
2018,1,5,21,4,0,1,1,0,-19.6,-23.6,71.0,14.0,-28.083072631751527,2018-01-05
2018,1,5,22,4,0,1,1,0,-20.1,-23.1,78.0,8.0,-26.165104346933617,2018-01-05
2018,1,5,23,4,0,1,1,0,-19.2,-22.3,77.0,5.0,-23.19814011021239,2018-01-05
2018,1,5,24,4,0,1,1,0,-18.4,-22.7,70.0,18.0,-27.79050205880391,2018-01-05
2018,1,6,1,5,1,0,1,0,-19.4,-24.0,67.0,17.0,-28.757065210174403,2018-01-06
2018,1,6,2,5,1,0,1,0,-20.3,-24.7,69.0,12.0,-28.213543720569906,2018-01-06
2018,1,6,3,5,1,0,1,0,-21.0,-25.4,68.0,10.0,-28.21260444449716,2018-01-06
2018,1,6,4,5,1,0,1,0,-21.9,-25.8,71.0,9.0,-28.795119947820723,2018-01-06
2018,1,6,5,5,1,0,1,0,-23.1,-26.2,76.0,9.0,-30.206363658780393,2018-01-06
2018,1,6,6,5,1,0,1,0,-23.8,-26.4,79.0,10.0,-31.532331677979293,2018-01-06
2018,1,6,7,5,1,0,1,0,-23.6,-26.1,80.0,10.0,-31.29520830415914,2018-01-06
2018,1,6,8,5,1,0,1,0,-23.4,-26.4,77.0,14.0,-32.70887557898944,2018-01-06
2018,1,6,9,5,1,0,1,0,-23.6,-26.5,77.0,14.0,-32.95233889200197,2018-01-06
2018,1,6,10,5,1,0,1,0,-22.3,-25.7,74.0,12.0,-30.61870724230573,2018-01-06
2018,1,6,11,5,1,0,1,0,-19.8,-25.2,63.0,17.0,-29.251625229392314,2018-01-06
2018,1,6,12,5,1,0,1,0,-18.3,-24.8,57.0,17.0,-27.39702515732516,2018-01-06
2018,1,6,13,5,1,0,1,0,-16.9,-24.5,52.0,21.0,-26.643867025856455,2018-01-06
2018,1,6,14,5,1,0,1,0,-16.5,-24.7,50.0,22.0,-26.358537531867434,2018-01-06
2018,1,6,15,5,1,0,1,0,-16.2,-24.9,48.0,23.0,-26.187991216394018,2018-01-06
2018,1,6,16,5,1,0,1,0,-16.1,-24.5,49.0,14.0,-23.82246465403238,2018-01-06
2018,1,6,17,5,1,0,1,0,-16.4,-25.0,48.0,16.0,-24.7763937328805,2018-01-06
2018,1,6,18,5,1,0,1,0,-17.4,-24.9,53.0,10.0,-23.944383715734425,2018-01-06
2018,1,6,19,5,1,0,1,0,-18.5,-24.8,59.0,7.0,-23.748798440245558,2018-01-06
2018,1,6,20,5,1,0,1,0,-20.4,-24.7,69.0,8.0,-26.514759106045997,2018-01-06
2018,1,6,21,5,1,0,1,0,-20.2,-23.9,72.0,6.0,-25.065726127569434,2018-01-06
2018,1,6,22,5,1,0,1,0,-21.4,-24.2,78.0,9.0,-28.207101734920858,2018-01-06
2018,1,6,23,5,1,0,1,0,-22.1,-24.5,81.0,9.0,-29.03032723298067,2018-01-06
2018,1,6,24,5,1,0,1,0,-22.7,-24.8,83.0,8.0,-29.195445592574252,2018-01-06
2018,1,7,1,6,1,0,1,0,-23.4,-25.4,84.0,10.0,-31.058084930338985,2018-01-07
2018,1,7,2,6,1,0,1,0,-22.8,-24.6,85.0,9.0,-29.853552731040477,2018-01-07
2018,1,7,3,6,1,0,1,0,-22.4,-24.2,86.0,8.0,-28.84579083346187,2018-01-07
2018,1,7,4,6,1,0,1,0,-22.0,-23.8,85.0,8.0,-28.379584487978697,2018-01-07
2018,1,7,5,6,1,0,1,0,-22.4,-24.5,84.0,8.0,-28.84579083346187,2018-01-07
2018,1,7,6,6,1,0,1,0,-21.8,-24.2,82.0,9.0,-28.67751630524075,2018-01-07
2018,1,7,7,6,1,0,1,0,-22.2,-24.7,80.0,9.0,-29.14793087556064,2018-01-07
2018,1,7,8,6,1,0,1,0,-21.2,-23.7,80.0,14.0,-30.0307791358517,2018-01-07
2018,1,7,9,6,1,0,1,0,-16.9,-19.5,81.0,23.0,-27.075112799355594,2018-01-07
2018,1,7,10,6,1,0,1,0,-14.7,-17.4,80.0,21.0,-23.876587334715495,2018-01-07
2018,1,7,11,6,1,0,1,0,-13.0,-16.6,75.0,31.0,-23.46754634211286,2018-01-07
2018,1,7,12,6,1,0,1,0,-11.2,-16.0,68.0,37.0,-21.915142479192557,2018-01-07
2018,1,7,13,6,1,0,1,0,-11.1,-16.2,66.0,32.0,-21.137917032655338,2018-01-07
2018,1,7,14,6,1,0,1,0,-10.9,-15.9,67.0,32.0,-20.87734771331657,2018-01-07
2018,1,7,15,6,1,0,1,0,-10.5,-15.1,69.0,36.0,-20.870711803922244,2018-01-07
2018,1,7,16,6,1,0,1,0,-9.3,-14.9,64.0,32.0,-18.79279315860645,2018-01-07
2018,1,7,17,6,1,0,1,0,-8.6,-15.3,58.0,38.0,-18.598181806449123,2018-01-07
2018,1,7,18,6,1,0,1,0,-8.2,-12.9,69.0,35.0,-17.727294549766224,2018-01-07
2018,1,7,19,6,1,0,1,0,-7.4,-10.9,76.0,35.0,-16.677041711018244,2018-01-07
2018,1,7,20,6,1,0,1,0,-6.1,-11.1,68.0,34.0,-14.857687783059657,2018-01-07
2018,1,7,21,6,1,0,1,0,-5.0,-11.0,63.0,35.0,-13.526283194774303,2018-01-07
2018,1,7,22,6,1,0,1,0,-4.2,-11.0,59.0,27.0,-11.539627232302678,2018-01-07
2018,1,7,23,6,1,0,1,0,-3.3,-10.2,59.0,36.0,-11.395657706560955,2018-01-07
2018,1,7,24,6,1,0,1,0,-2.5,-9.0,61.0,46.0,-11.22011333175332,2018-01-07
2018,1,8,1,0,0,1,1,0,-2.9,-5.4,83.0,43.0,-11.509821412808638,2018-01-08
2018,1,8,2,0,0,1,1,0,-2.7,-4.4,89.0,43.0,-11.24256822382988,2018-01-08
2018,1,8,3,0,0,1,1,0,-2.9,-3.9,93.0,34.0,-10.667046185865871,2018-01-08
2018,1,8,4,0,0,1,1,0,-3.2,-4.3,92.0,28.0,-10.38026919573986,2018-01-08
2018,1,8,5,0,0,1,1,0,-3.2,-4.2,93.0,31.0,-10.733929359962241,2018-01-08
2018,1,8,6,0,0,1,1,0,-3.2,-4.2,93.0,31.0,-10.733929359962241,2018-01-08
2018,1,8,7,0,0,1,1,0,-2.6,-3.5,94.0,28.0,-9.607316934317373,2018-01-08
2018,1,8,8,0,0,1,1,0,-1.8,-2.4,95.0,30.0,-8.805309950182414,2018-01-08
2018,1,8,9,0,0,1,1,0,-1.4,-1.9,96.0,34.0,-8.702682937181285,2018-01-08
2018,1,8,10,0,0,1,1,0,-0.5,-1.2,95.0,36.0,-7.7109144464760115,2018-01-08
2018,1,8,11,0,0,1,1,0,0.6,-0.5,92.0,37.0,-6.350111227301555,2018-01-08
2018,1,8,12,0,0,1,1,0,0.6,-0.4,93.0,40.0,-6.599112319435934,2018-01-08
2018,1,8,13,0,0,1,1,0,0.9,-0.4,91.0,42.0,-6.356466762314611,2018-01-08
2018,1,8,14,0,0,1,1,0,0.9,-0.5,91.0,33.0,-5.598398147760985,2018-01-08
2018,1,8,15,0,0,1,1,0,0.8,-0.3,92.0,27.0,-5.1179617556324,2018-01-08
2018,1,8,16,0,0,1,1,0,0.8,0.0,95.0,26.0,-5.005214600335317,2018-01-08
2018,1,8,17,0,0,1,1,0,1.0,-0.2,92.0,30.0,-5.177196946161084,2018-01-08
2018,1,8,18,0,0,1,1,0,1.1,-0.5,89.0,23.0,-4.263414951772281,2018-01-08
2018,1,8,19,0,0,1,1,0,1.0,-0.8,87.0,26.0,-4.749156902936775,2018-01-08
2018,1,8,20,0,0,1,1,0,1.0,-1.0,87.0,28.0,-4.969603365782458,2018-01-08
2018,1,8,21,0,0,1,1,0,1.0,-1.0,87.0,28.0,-4.969603365782458,2018-01-08
2018,1,8,22,0,0,1,1,0,1.0,-1.0,87.0,27.0,-4.861095136565589,2018-01-08
2018,1,8,23,0,0,1,1,0,0.8,-1.4,86.0,24.0,-4.76833274234692,2018-01-08
2018,1,8,24,0,0,1,1,0,0.6,-1.5,86.0,23.0,-4.897073225316261,2018-01-08
2018,1,9,1,1,0,1,1,0,1.0,-3.0,75.0,17.0,-3.534504230061158,2018-01-09
2018,1,9,2,1,0,1,1,0,0.6,-4.2,70.0,24.0,-5.022690894712666,2018-01-09
2018,1,9,3,1,0,1,1,0,0.2,-4.9,68.0,21.0,-5.134556699260824,2018-01-09
2018,1,9,4,1,0,1,1,0,-0.3,-4.6,73.0,21.0,-5.763483901792861,2018-01-09
2018,1,9,5,1,0,1,1,0,-0.6,-3.5,81.0,26.0,-6.797618482125102,2018-01-09
2018,1,9,6,1,0,1,1,0,-1.6,-3.9,84.0,17.0,-6.749144354977553,2018-01-09
2018,1,9,7,1,0,1,1,0,-2.7,-4.4,88.0,14.0,-7.510422682193381,2018-01-09
2018,1,9,8,1,0,1,1,0,-2.9,-4.4,89.0,15.0,-7.965869992699262,2018-01-09
2018,1,9,9,1,0,1,1,0,-2.9,-4.5,89.0,14.0,-7.753885995205902,2018-01-09
2018,1,9,10,1,0,1,1,0,-3.2,-4.7,90.0,12.0,-7.649395609728585,2018-01-09
2018,1,9,11,1,0,1,1,0,-2.7,-5.0,84.0,13.0,-7.2867398007788955,2018-01-09
2018,1,9,12,1,0,1,1,0,-1.8,-7.2,67.0,19.0,-7.337826901680578,2018-01-09
2018,1,9,13,1,0,1,1,0,-1.5,-7.1,66.0,18.0,-6.798471252361246,2018-01-09
2018,1,9,14,1,0,1,1,0,-1.6,-7.3,65.0,23.0,-7.685169628909778,2018-01-09
2018,1,9,15,1,0,1,1,0,-1.5,-7.3,65.0,23.0,-7.55843797420098,2018-01-09
2018,1,9,16,1,0,1,1,0,-1.7,-6.7,69.0,19.0,-7.213066659647787,2018-01-09
2018,1,9,17,1,0,1,1,0,-1.6,-7.6,64.0,16.0,-6.566806560153009,2018-01-09
2018,1,9,18,1,0,1,1,0,-2.3,-7.2,69.0,9.0,-5.74480600214611,2018-01-09
2018,1,9,19,1,0,1,1,0,-2.3,-7.5,68.0,4.0,-3.620683385082152,2018-01-09
2018,1,9,20,1,0,1,1,0,-3.1,-7.0,74.0,7.0,-5.979878208974477,2018-01-09
2018,1,9,21,1,0,1,1,0,-3.2,-6.9,76.0,7.0,-6.0952608078788355,2018-01-09
2018,1,9,22,1,0,1,1,0,-3.7,-7.5,75.0,3.0,-4.450238600593215,2018-01-09
2018,1,9,23,1,0,1,1,0,-4.7,-7.3,82.0,0.0,10.241249999999999,2018-01-09
2018,1,9,24,1,0,1,1,0,-5.8,-7.6,87.0,3.0,-6.729151720880502,2018-01-09
2018,1,10,1,2,0,1,1,0,-7.6,-9.9,84.0,8.0,-11.596156050584419,2018-01-10
2018,1,10,2,2,0,1,1,0,-7.7,-8.4,95.0,4.0,-9.600983923335395,2018-01-10
2018,1,10,3,2,0,1,1,0,-8.2,-9.6,90.0,7.0,-11.864390753096718,2018-01-10
2018,1,10,4,2,0,1,1,0,-6.6,-8.9,84.0,11.0,-11.450389416990456,2018-01-10
2018,1,10,5,2,0,1,1,0,-7.8,-8.6,94.0,4.0,-9.711730229599343,2018-01-10
2018,1,10,6,2,0,1,1,0,-7.8,-8.2,97.0,7.0,-11.402860357479288,2018-01-10
2018,1,10,7,2,0,1,1,0,-7.7,-8.1,97.0,9.0,-12.095402701464627,2018-01-10
2018,1,10,8,2,0,1,1,0,-7.6,-8.2,96.0,8.0,-11.596156050584419,2018-01-10
2018,1,10,9,2,0,1,1,0,-8.1,-9.2,92.0,11.0,-13.242024919192879,2018-01-10
2018,1,10,10,2,0,1,1,0,-6.3,-7.1,94.0,11.0,-11.09206231654997,2018-01-10
2018,1,10,11,2,0,1,1,0,-5.2,-6.1,93.0,8.0,-8.798917977685376,2018-01-10
2018,1,10,12,2,0,1,1,0,-2.9,-4.8,86.0,10.0,-6.7529391137734,2018-01-10
2018,1,10,13,2,0,1,1,0,-0.4,-3.8,77.0,10.0,-3.788896941021499,2018-01-10
2018,1,10,14,2,0,1,1,0,0.4,-3.5,75.0,10.0,-2.8404034457408924,2018-01-10
2018,1,10,15,2,0,1,1,0,1.4,-1.6,80.0,11.0,-1.8950000719108646,2018-01-10
2018,1,10,16,2,0,1,1,0,0.8,0.3,97.0,8.0,-1.8058227954377606,2018-01-10
2018,1,10,17,2,0,1,1,0,0.6,0.5,99.0,5.0,-0.9141515751572657,2018-01-10
2018,1,10,18,2,0,1,1,0,0.1,0.0,99.0,8.0,-2.6216839000333163,2018-01-10
2018,1,10,19,2,0,1,1,0,0.3,0.2,100.0,5.0,-1.2517877650823432,2018-01-10
2018,1,10,20,2,0,1,1,0,3.4,3.4,100.0,18.0,-0.712024450493256,2018-01-10
2018,1,10,21,2,0,1,1,0,4.3,2.9,91.0,21.0,0.022646361501871493,2018-01-10
2018,1,10,22,2,0,1,1,0,4.5,3.0,90.0,22.0,0.1576548928192576,2018-01-10
2018,1,10,23,2,0,1,1,0,4.9,2.8,86.0,26.0,0.24396819633476818,2018-01-10
2018,1,10,24,2,0,1,1,0,5.3,2.6,83.0,25.0,0.8537355696946891,2018-01-10
2018,1,11,1,3,0,1,1,0,5.4,2.1,79.0,24.0,1.0819047620652236,2018-01-11
2018,1,11,2,3,0,1,1,0,5.3,2.5,82.0,24.0,0.9547256858823525,2018-01-11
2018,1,11,3,3,0,1,1,0,5.7,2.4,79.0,23.0,1.5662411648323427,2018-01-11
2018,1,11,4,3,0,1,1,0,6.0,3.2,83.0,27.0,1.560570340104686,2018-01-11
2018,1,11,5,3,0,1,1,0,6.2,3.5,83.0,26.0,1.9083432294252836,2018-01-11
2018,1,11,6,3,0,1,1,0,6.1,3.3,82.0,22.0,2.1779362204144346,2018-01-11
2018,1,11,7,3,0,1,1,0,6.6,3.6,81.0,25.0,2.5126799030155302,2018-01-11
2018,1,11,8,3,0,1,1,0,6.6,4.2,84.0,25.0,2.5126799030155302,2018-01-11
2018,1,11,9,3,0,1,1,0,6.8,4.6,86.0,26.0,2.6765163216209054,2018-01-11
2018,1,11,10,3,0,1,1,0,7.7,5.0,83.0,32.0,3.3555989851886032,2018-01-11
2018,1,11,11,3,0,1,1,0,8.0,5.2,82.0,27.0,4.129236530772798,2018-01-11
2018,1,11,12,3,0,1,1,0,8.3,5.3,81.0,29.0,4.357123566410383,2018-01-11
2018,1,11,13,3,0,1,1,0,9.2,5.7,79.0,28.0,5.594077540324846,2018-01-11
2018,1,11,14,3,0,1,1,0,9.6,6.1,79.0,25.0,6.341012979909776,2018-01-11
2018,1,11,15,3,0,1,1,0,10.7,7.0,78.0,31.0,7.327017175945272,2018-01-11
2018,1,11,16,3,0,1,1,0,10.6,7.2,80.0,22.0,7.859977454275869,2018-01-11
2018,1,11,17,3,0,1,1,0,9.4,8.2,92.0,28.0,5.851728294132341,2018-01-11
2018,1,11,18,3,0,1,1,0,9.9,9.7,99.0,27.0,6.569469411907503,2018-01-11
2018,1,11,19,3,0,1,1,0,10.0,9.8,99.0,17.0,7.593096202341742,2018-01-11
2018,1,11,20,3,0,1,1,0,9.5,9.3,99.0,22.0,6.471034041554184,2018-01-11
2018,1,11,21,3,0,1,1,0,8.9,8.8,99.0,18.0,6.11970155160347,2018-01-11
2018,1,11,22,3,0,1,1,0,8.9,8.8,99.0,26.0,5.365122144305582,2018-01-11
2018,1,11,23,3,0,1,1,0,9.3,9.1,99.0,30.0,5.577566601473567,2018-01-11
