FSA,CUSTOMER_TYPE,DATE,YEAR,MONTH,DAY,HOUR,TOTAL_CONSUMPTION
M2M,Residential,2018-01-01,2018,1,1,1,7255.3
M2M,Residential,2018-01-01,2018,1,1,2,6864.9
M2M,Residential,2018-01-01,2018,1,1,3,6480.0
M2M,Residential,2018-01-01,2018,1,1,4,6223.0
M2M,Residential,2018-01-01,2018,1,1,5,6039.3
M2M,Residential,2018-01-01,2018,1,1,6,5971.4
M2M,Residential,2018-01-01,2018,1,1,7,6014.9
M2M,Residential,2018-01-01,2018,1,1,8,6208.1
M2M,Residential,2018-01-01,2018,1,1,9,6629.5
M2M,Residential,2018-01-01,2018,1,1,10,7009.2
M2M,Residential,2018-01-01,2018,1,1,11,7342.5
M2M,Residential,2018-01-01,2018,1,1,12,7626.6
M2M,Residential,2018-01-01,2018,1,1,13,7836.1
M2M,Residential,2018-01-01,2018,1,1,14,7909.3
M2M,Residential,2018-01-01,2018,1,1,15,8080.4
M2M,Residential,2018-01-01,2018,1,1,16,8032.0
M2M,Residential,2018-01-01,2018,1,1,17,8613.9
M2M,Residential,2018-01-01,2018,1,1,18,9711.8
M2M,Residential,2018-01-01,2018,1,1,19,10034.2
M2M,Residential,2018-01-01,2018,1,1,20,9770.9
M2M,Residential,2018-01-01,2018,1,1,21,9471.6
M2M,Residential,2018-01-01,2018,1,1,22,9114.0
M2M,Residential,2018-01-01,2018,1,1,23,8476.1
M2M,Residential,2018-01-01,2018,1,1,24,7607.0
M2M,Residential,2018-01-02,2018,1,2,1,6795.0
M2M,Residential,2018-01-02,2018,1,2,2,6195.6
M2M,Residential,2018-01-02,2018,1,2,3,5767.0
M2M,Residential,2018-01-02,2018,1,2,4,5599.8
M2M,Residential,2018-01-02,2018,1,2,5,5512.9
M2M,Residential,2018-01-02,2018,1,2,6,5638.1
M2M,Residential,2018-01-02,2018,1,2,7,6016.3
M2M,Residential,2018-01-02,2018,1,2,8,6402.6
M2M,Residential,2018-01-02,2018,1,2,9,6590.6
M2M,Residential,2018-01-02,2018,1,2,10,6638.1
M2M,Residential,2018-01-02,2018,1,2,11,6709.4
M2M,Residential,2018-01-02,2018,1,2,12,6751.4
M2M,Residential,2018-01-02,2018,1,2,13,6976.1
M2M,Residential,2018-01-02,2018,1,2,14,6772.3
M2M,Residential,2018-01-02,2018,1,2,15,6659.2
M2M,Residential,2018-01-02,2018,1,2,16,6957.6
M2M,Residential,2018-01-02,2018,1,2,17,7417.7
M2M,Residential,2018-01-02,2018,1,2,18,8578.2
M2M,Residential,2018-01-02,2018,1,2,19,8997.0
M2M,Residential,2018-01-02,2018,1,2,20,9237.8
M2M,Residential,2018-01-02,2018,1,2,21,9126.2
M2M,Residential,2018-01-02,2018,1,2,22,8720.6
M2M,Residential,2018-01-02,2018,1,2,23,8056.1
M2M,Residential,2018-01-02,2018,1,2,24,7360.0
M2M,Residential,2018-01-03,2018,1,3,1,6589.4
M2M,Residential,2018-01-03,2018,1,3,2,5966.6
M2M,Residential,2018-01-03,2018,1,3,3,5627.7
M2M,Residential,2018-01-03,2018,1,3,4,5496.1
M2M,Residential,2018-01-03,2018,1,3,5,5400.7
M2M,Residential,2018-01-03,2018,1,3,6,5586.7
M2M,Residential,2018-01-03,2018,1,3,7,5935.1
M2M,Residential,2018-01-03,2018,1,3,8,6288.5
M2M,Residential,2018-01-03,2018,1,3,9,6535.8
M2M,Residential,2018-01-03,2018,1,3,10,6502.2
M2M,Residential,2018-01-03,2018,1,3,11,6347.0
M2M,Residential,2018-01-03,2018,1,3,12,6548.7
M2M,Residential,2018-01-03,2018,1,3,13,6672.4
M2M,Residential,2018-01-03,2018,1,3,14,6582.0
M2M,Residential,2018-01-03,2018,1,3,15,6485.1
M2M,Residential,2018-01-03,2018,1,3,16,6636.9
M2M,Residential,2018-01-03,2018,1,3,17,7218.8
M2M,Residential,2018-01-03,2018,1,3,18,8272.5
M2M,Residential,2018-01-03,2018,1,3,19,8814.9
M2M,Residential,2018-01-03,2018,1,3,20,8890.5
M2M,Residential,2018-01-03,2018,1,3,21,8914.8
M2M,Residential,2018-01-03,2018,1,3,22,8693.1
M2M,Residential,2018-01-03,2018,1,3,23,8043.1
M2M,Residential,2018-01-03,2018,1,3,24,7221.5
M2M,Residential,2018-01-04,2018,1,4,1,6307.7
M2M,Residential,2018-01-04,2018,1,4,2,5675.1
M2M,Residential,2018-01-04,2018,1,4,3,5391.3
M2M,Residential,2018-01-04,2018,1,4,4,5251.9
M2M,Residential,2018-01-04,2018,1,4,5,5210.0
M2M,Residential,2018-01-04,2018,1,4,6,5373.9
M2M,Residential,2018-01-04,2018,1,4,7,5825.0
M2M,Residential,2018-01-04,2018,1,4,8,6207.8
M2M,Residential,2018-01-04,2018,1,4,9,6393.1
M2M,Residential,2018-01-04,2018,1,4,10,6272.6
M2M,Residential,2018-01-04,2018,1,4,11,6271.6
M2M,Residential,2018-01-04,2018,1,4,12,6326.9
M2M,Residential,2018-01-04,2018,1,4,13,6433.0
M2M,Residential,2018-01-04,2018,1,4,14,6302.2
M2M,Residential,2018-01-04,2018,1,4,15,6299.5
