FSA,CUSTOMER_TYPE,HOUR,DATE,TOTAL_CONSUMPTION,YEAR,MONTH,DAY
L9G,Residential,1,2018-04-14,5835.2,2018,4,14
L9G,Residential,1,2018-04-15,6769.1,2018,4,15
L9G,Residential,1,2018-04-16,6174.7,2018,4,16
L9G,Residential,1,2018-04-17,5943.0,2018,4,17
L9G,Residential,1,2018-04-18,5910.2,2018,4,18
L9G,Residential,1,2018-04-19,5790.7,2018,4,19
L9G,Residential,1,2018-04-20,6025.0,2018,4,20
L9G,Residential,1,2018-04-21,6230.4,2018,4,21
L9G,Residential,1,2018-04-22,5803.0,2018,4,22
L9G,Residential,1,2018-04-23,5053.0,2018,4,23
L9G,Residential,1,2018-04-24,4917.6,2018,4,24
L9G,Residential,1,2018-04-25,4961.5,2018,4,25
L9G,Residential,1,2018-04-26,5381.0,2018,4,26
L9G,Residential,1,2018-04-27,5168.0,2018,4,27
L9G,Residential,1,2018-04-28,5198.9,2018,4,28
L9G,Residential,1,2018-04-29,5932.8,2018,4,29
L9G,Residential,1,2018-04-30,5080.8,2018,4,30
L9G,Residential,1,2018-05-01,4918.5,2018,5,1
L9G,Residential,1,2018-05-02,4677.2,2018,5,2
L9G,Residential,1,2018-05-03,5437.8,2018,5,3
L9G,Residential,1,2018-05-04,5031.3,2018,5,4
L9G,Residential,1,2018-05-05,4505.6,2018,5,5
L9G,Residential,1,2018-05-06,5072.5,2018,5,6
L9G,Residential,1,2018-05-07,4893.4,2018,5,7
L9G,Residential,1,2018-05-08,4947.2,2018,5,8
L9G,Residential,1,2018-05-09,4866.2,2018,5,9
L9G,Residential,1,2018-05-10,5137.5,2018,5,10
L9G,Residential,1,2018-05-11,5038.2,2018,5,11
L9G,Residential,1,2018-05-12,5321.9,2018,5,12
L9G,Residential,1,2018-05-13,5545.8,2018,5,13
L9G,Residential,1,2018-05-14,5009.5,2018,5,14
L9G,Residential,1,2018-05-15,5237.2,2018,5,15
L9G,Residential,1,2018-05-16,5146.3,2018,5,16
L9G,Residential,1,2018-05-17,5294.9,2018,5,17
L9G,Residential,1,2018-05-18,5532.7,2018,5,18
L9G,Residential,1,2018-05-19,5737.5,2018,5,19
L9G,Residential,1,2018-05-20,5466.7,2018,5,20
L9G,Residential,1,2018-05-21,5573.7,2018,5,21
L9G,Residential,1,2018-05-22,5309.2,2018,5,22
L9G,Residential,1,2018-05-23,5399.6,2018,5,23
L9G,Residential,1,2018-05-24,5939.4,2018,5,24
L9G,Residential,1,2018-05-25,6611.9,2018,5,25
L9G,Residential,1,2018-05-26,7338.0,2018,5,26
L9G,Residential,1,2018-05-27,7386.0,2018,5,27
L9G,Residential,1,2018-05-28,7506.6,2018,5,28
L9G,Residential,1,2018-05-29,9924.0,2018,5,29
L9G,Residential,1,2018-05-30,6944.5,2018,5,30
L9G,Residential,1,2018-05-31,8857.2,2018,5,31
L9G,Residential,1,2018-06-01,8698.6,2018,6,1
L9G,Residential,1,2018-06-02,8198.2,2018,6,2
L9G,Residential,1,2018-06-03,6597.5,2018,6,3
L9G,Residential,1,2018-06-04,6203.8,2018,6,4
L9G,Residential,1,2018-06-05,5888.3,2018,6,5
L9G,Residential,1,2018-06-06,5717.8,2018,6,6
L9G,Residential,1,2018-06-07,5787.4,2018,6,7
L9G,Residential,1,2018-06-08,6213.8,2018,6,8
L9G,Residential,1,2018-06-09,6730.8,2018,6,9
L9G,Residential,1,2018-06-10,6555.4,2018,6,10
L9G,Residential,1,2018-06-11,6042.5,2018,6,11
L9G,Residential,1,2018-06-12,6013.6,2018,6,12
L9G,Residential,1,2018-06-13,7858.2,2018,6,13
L9G,Residential,1,2018-06-14,6595.1,2018,6,14
L9G,Residential,1,2018-06-15,6582.0,2018,6,15
L9G,Residential,1,2018-06-16,7078.5,2018,6,16
L9G,Residential,1,2018-06-17,8412.8,2018,6,17
L9G,Residential,1,2018-06-18,11667.6,2018,6,18
L9G,Residential,1,2018-06-19,8896.0,2018,6,19
L9G,Residential,1,2018-06-20,7108.0,2018,6,20
L9G,Residential,1,2018-06-21,6925.5,2018,6,21
L9G,Residential,1,2018-06-22,6475.7,2018,6,22
L9G,Residential,1,2018-06-23,6949.8,2018,6,23
L9G,Residential,1,2018-06-24,6647.8,2018,6,24
L9G,Residential,1,2018-06-25,6441.1,2018,6,25
L9G,Residential,1,2018-06-26,6532.4,2018,6,26
L9G,Residential,1,2018-06-27,6990.7,2018,6,27
L9G,Residential,1,2018-06-28,7014.3,2018,6,28
L9G,Residential,1,2018-06-29,9410.3,2018,6,29
L9G,Residential,1,2018-06-30,10663.8,2018,6,30
L9G,Residential,1,2018-07-01,12566.0,2018,7,1
L9G,Residential,1,2018-07-02,12441.6,2018,7,2
L9G,Residential,1,2018-07-03,10788.6,2018,7,3
L9G,Residential,1,2018-07-04,9848.1,2018,7,4
L9G,Residential,1,2018-07-05,11122.1,2018,7,5
L9G,Residential,1,2018-07-06,10885.0,2018,7,6
L9G,Residential,1,2018-07-07,7381.0,2018,7,7
L9G,Residential,1,2018-07-08,7783.3,2018,7,8
L9G,Residential,1,2018-07-09,8423.1,2018,7,9
L9G,Residential,1,2018-07-10,9854.8,2018,7,10
L9G,Residential,1,2018-07-11,8615.7,2018,7,11
L9G,Residential,1,2018-07-12,8218.2,2018,7,12
L9G,Residential,1,2018-07-13,9611.2,2018,7,13
L9G,Residential,1,2018-07-14,10370.9,2018,7,14
L9G,Residential,1,2018-07-15,9121.8,2018,7,15
L9G,Residential,1,2018-07-16,11024.2,2018,7,16
L9G,Residential,1,2018-07-17,10483.9,2018,7,17
L9G,Residential,1,2018-07-18,7855.3,2018,7,18
L9G,Residential,1,2018-07-19,7557.8,2018,7,19
L9G,Residential,1,2018-07-20,8071.9,2018,7,20
L9G,Residential,1,2018-07-21,10915.2,2018,7,21
L9G,Residential,1,2018-07-22,8975.3,2018,7,22
L9G,Residential,1,2018-07-23,7833.3,2018,7,23
L9G,Residential,1,2018-07-24,8859.8,2018,7,24
L9G,Residential,1,2018-07-25,9602.6,2018,7,25
L9G,Residential,1,2018-07-26,9114.8,2018,7,26
L9G,Residential,1,2018-07-27,7986.0,2018,7,27
L9G,Residential,1,2018-07-28,7866.7,2018,7,28
L9G,Residential,1,2018-07-29,7312.3,2018,7,29
L9G,Residential,1,2018-07-30,8132.1,2018,7,30
L9G,Residential,1,2018-07-31,8283.5,2018,7,31
L9G,Residential,1,2018-08-01,8510.6,2018,8,1
L9G,Residential,1,2018-08-02,8130.1,2018,8,2
L9G,Residential,1,2018-08-03,8959.2,2018,8,3
L9G,Residential,1,2018-08-04,9528.1,2018,8,4
L9G,Residential,1,2018-08-05,9919.1,2018,8,5
L9G,Residential,1,2018-08-06,11221.1,2018,8,6
L9G,Residential,1,2018-08-07,9814.3,2018,8,7
L9G,Residential,1,2018-08-08,10005.7,2018,8,8
L9G,Residential,1,2018-08-09,8734.9,2018,8,9
L9G,Residential,1,2018-08-10,9062.5,2018,8,10
L9G,Residential,1,2018-08-11,8032.6,2018,8,11
L9G,Residential,1,2018-08-12,8598.7,2018,8,12
L9G,Residential,1,2018-08-13,8716.8,2018,8,13
L9G,Residential,1,2018-08-14,8820.0,2018,8,14
L9G,Residential,1,2018-08-15,9737.9,2018,8,15
L9G,Residential,1,2018-08-16,10231.3,2018,8,16
L9G,Residential,1,2018-08-17,9855.2,2018,8,17
L9G,Residential,1,2018-08-18,9623.2,2018,8,18
L9G,Residential,1,2018-08-19,8118.4,2018,8,19
L9G,Residential,1,2018-08-20,7897.6,2018,8,20
L9G,Residential,1,2018-08-21,8470.0,2018,8,21
L9G,Residential,1,2018-08-22,8028.7,2018,8,22
L9G,Residential,1,2018-08-23,6612.9,2018,8,23
L9G,Residential,1,2018-08-24,7240.5,2018,8,24
L9G,Residential,1,2018-08-25,7902.2,2018,8,25
L9G,Residential,1,2018-08-26,8398.4,2018,8,26
L9G,Residential,1,2018-08-27,9525.1,2018,8,27
L9G,Residential,1,2018-08-28,10595.6,2018,8,28
L9G,Residential,1,2018-08-29,11741.7,2018,8,29
L9G,Residential,1,2018-08-30,8356.3,2018,8,30
L9G,Residential,1,2018-08-31,6625.6,2018,8,31
L9G,Residential,1,2018-09-01,7083.9,2018,9,1
L9G,Residential,1,2018-09-02,9601.6,2018,9,2
L9G,Residential,1,2018-09-03,10159.4,2018,9,3
L9G,Residential,1,2018-09-04,9077.1,2018,9,4
L9G,Residential,1,2018-09-05,9500.1,2018,9,5
L9G,Residential,1,2018-09-06,11379.1,2018,9,6
L9G,Residential,1,2018-09-07,7573.3,2018,9,7
L9G,Residential,1,2018-09-08,6852.1,2018,9,8
L9G,Residential,1,2018-09-09,6194.6,2018,9,9
L9G,Residential,1,2018-09-10,5876.0,2018,9,10
L9G,Residential,1,2018-09-11,5705.7,2018,9,11
L9G,Residential,1,2018-09-12,5952.5,2018,9,12
L9G,Residential,1,2018-09-13,6349.8,2018,9,13
L9G,Residential,1,2018-09-14,6806.1,2018,9,14
L9G,Residential,1,2018-09-15,8309.7,2018,9,15
L9G,Residential,1,2018-09-16,8826.8,2018,9,16
L9G,Residential,1,2018-09-17,8405.2,2018,9,17
L9G,Residential,1,2018-09-18,7722.2,2018,9,18
L9G,Residential,1,2018-09-19,7010.7,2018,9,19
L9G,Residential,1,2018-09-20,6260.3,2018,9,20
L9G,Residential,1,2018-09-21,6179.7,2018,9,21
L9G,Residential,1,2018-09-22,7075.8,2018,9,22
L9G,Residential,1,2018-09-23,5913.5,2018,9,23
L9G,Residential,1,2018-09-24,5488.6,2018,9,24
L9G,Residential,1,2018-09-25,5544.9,2018,9,25
L9G,Residential,1,2018-09-26,5993.2,2018,9,26
L9G,Residential,1,2018-09-27,5494.0,2018,9,27
L9G,Residential,1,2018-09-28,5448.7,2018,9,28
L9G,Residential,1,2018-09-29,5654.3,2018,9,29
L9G,Residential,1,2018-09-30,5625.9,2018,9,30
L9G,Residential,1,2018-10-01,5441.5,2018,10,1
L9G,Residential,1,2018-10-02,5401.7,2018,10,2
L9G,Residential,1,2018-10-03,5302.4,2018,10,3
L9G,Residential,1,2018-10-04,5324.5,2018,10,4
L9G,Residential,1,2018-10-05,5335.4,2018,10,5
L9G,Residential,1,2018-10-06,5595.2,2018,10,6
L9G,Residential,1,2018-10-07,5765.5,2018,10,7
L9G,Residential,1,2018-10-08,5596.7,2018,10,8
L9G,Residential,1,2018-10-09,5304.7,2018,10,9
L9G,Residential,1,2018-10-10,6837.4,2018,10,10
L9G,Residential,1,2018-10-11,6771.1,2018,10,11
L9G,Residential,1,2018-10-12,5242.3,2018,10,12
L9G,Residential,1,2018-10-13,5558.8,2018,10,13
L9G,Residential,1,2018-10-14,5753.0,2018,10,14
L9G,Residential,1,2018-10-15,5230.0,2018,10,15
L9G,Residential,1,2018-10-16,5425.4,2018,10,16
L9G,Residential,1,2018-10-17,5191.0,2018,10,17
L9G,Residential,1,2018-10-18,5558.9,2018,10,18
L9G,Residential,1,2018-10-19,5428.3,2018,10,19
L9G,Residential,1,2018-10-20,5937.4,2018,10,20
L9G,Residential,1,2018-10-21,5727.9,2018,10,21
L9G,Residential,1,2018-10-22,5405.5,2018,10,22
L9G,Residential,1,2018-10-23,5268.4,2018,10,23
L9G,Residential,1,2018-10-24,5259.0,2018,10,24
L9G,Residential,1,2018-10-25,5463.0,2018,10,25
L9G,Residential,1,2018-10-26,5318.2,2018,10,26
L9G,Residential,1,2018-10-27,5653.5,2018,10,27
L9G,Residential,1,2018-10-28,5983.4,2018,10,28
L9G,Residential,1,2018-10-29,5358.5,2018,10,29
L9G,Residential,1,2018-10-30,5463.8,2018,10,30
L9G,Residential,1,2018-10-31,5076.0,2018,10,31
L9G,Residential,1,2018-11-01,5161.4,2018,11,1
L9G,Residential,1,2018-11-02,5493.1,2018,11,2
L9G,Residential,1,2018-11-03,5645.4,2018,11,3
L9G,Residential,1,2018-11-04,5944.2,2018,11,4
L9G,Residential,1,2018-11-05,5798.8,2018,11,5
L9G,Residential,1,2018-11-06,5421.9,2018,11,6
L9G,Residential,1,2018-11-07,5696.0,2018,11,7
L9G,Residential,1,2018-11-08,5821.2,2018,11,8
L9G,Residential,1,2018-11-09,5875.7,2018,11,9
L9G,Residential,1,2018-11-10,6577.1,2018,11,10
L9G,Residential,1,2018-11-11,6761.9,2018,11,11
L9G,Residential,1,2018-11-12,6146.1,2018,11,12
L9G,Residential,1,2018-11-13,5897.5,2018,11,13
L9G,Residential,1,2018-11-14,6499.6,2018,11,14
L9G,Residential,1,2018-11-15,6426.2,2018,11,15
L9G,Residential,1,2018-11-16,6431.1,2018,11,16
L9G,Residential,1,2018-11-17,6605.9,2018,11,17
L9G,Residential,1,2018-11-18,6816.2,2018,11,18
L9G,Residential,1,2018-11-19,6273.4,2018,11,19
L9G,Residential,1,2018-11-20,6310.6,2018,11,20
L9G,Residential,1,2018-11-21,6582.9,2018,11,21
L9G,Residential,1,2018-11-22,7148.8,2018,11,22
L9G,Residential,1,2018-11-23,7095.5,2018,11,23
L9G,Residential,1,2018-11-24,6811.4,2018,11,24
L9G,Residential,1,2018-11-25,6512.5,2018,11,25
L9G,Residential,1,2018-11-26,6233.5,2018,11,26
L9G,Residential,1,2018-11-27,6306.8,2018,11,27
L9G,Residential,1,2018-11-28,6653.5,2018,11,28
L9G,Residential,1,2018-11-29,6496.0,2018,11,29
L9G,Residential,1,2018-11-30,6525.7,2018,11,30
L9G,Residential,1,2018-12-01,6923.8,2018,12,1
L9G,Residential,1,2018-12-02,6926.8,2018,12,2
L9G,Residential,1,2018-12-03,6792.0,2018,12,3
L9G,Residential,1,2018-12-04,6603.4,2018,12,4
L9G,Residential,1,2018-12-05,7074.5,2018,12,5
L9G,Residential,1,2018-12-06,7012.3,2018,12,6
L9G,Residential,1,2018-12-07,7123.1,2018,12,7
L9G,Residential,1,2018-12-08,7401.6,2018,12,8
L9G,Residential,1,2018-12-09,7580.1,2018,12,9
L9G,Residential,1,2018-12-10,7031.6,2018,12,10
L9G,Residential,1,2018-12-11,6855.6,2018,12,11
L9G,Residential,1,2018-12-12,7074.3,2018,12,12
L9G,Residential,1,2018-12-13,6991.3,2018,12,13
L9G,Residential,1,2018-12-14,6931.5,2018,12,14
L9G,Residential,1,2018-12-15,7096.8,2018,12,15
L9G,Residential,1,2018-12-16,7252.7,2018,12,16
L9G,Residential,1,2018-12-17,6794.6,2018,12,17
L9G,Residential,1,2018-12-18,7024.0,2018,12,18
L9G,Residential,1,2018-12-19,7210.6,2018,12,19
L9G,Residential,1,2018-12-20,6991.5,2018,12,20
L9G,Residential,1,2018-12-21,7033.3,2018,12,21
L9G,Residential,1,2018-12-22,7657.7,2018,12,22
L9G,Residential,1,2018-12-23,8084.5,2018,12,23
L9G,Residential,1,2018-12-24,7699.2,2018,12,24
L9G,Residential,1,2018-12-25,8393.8,2018,12,25
L9G,Residential,1,2018-12-26,7805.8,2018,12,26
L9G,Residential,1,2018-12-27,7336.6,2018,12,27
L9G,Residential,1,2018-12-28,7198.6,2018,12,28
L9G,Residential,1,2018-12-29,7142.7,2018,12,29
L9G,Residential,1,2018-12-30,7538.0,2018,12,30
L9G,Residential,1,2018-12-31,7423.8,2018,12,31
L9G,Residential,2,2018-01-01,9029.6,2018,1,1
L9G,Residential,2,2018-01-02,7540.3,2018,1,2
L9G,Residential,2,2018-01-03,7538.2,2018,1,3
L9G,Residential,2,2018-01-04,7186.7,2018,1,4
L9G,Residential,2,2018-01-05,7991.7,2018,1,5
L9G,Residential,2,2018-01-06,8551.3,2018,1,6
L9G,Residential,2,2018-01-07,8678.5,2018,1,7
L9G,Residential,2,2018-01-08,7129.3,2018,1,8
L9G,Residential,2,2018-01-09,6297.9,2018,1,9
L9G,Residential,2,2018-01-10,6528.7,2018,1,10
L9G,Residential,2,2018-01-11,6081.3,2018,1,11
L9G,Residential,2,2018-01-12,5479.6,2018,1,12
L9G,Residential,2,2018-01-13,7163.5,2018,1,13
L9G,Residential,2,2018-01-14,7930.6,2018,1,14
L9G,Residential,2,2018-01-15,7267.7,2018,1,15
L9G,Residential,2,2018-01-16,6880.3,2018,1,16
L9G,Residential,2,2018-01-17,7045.7,2018,1,17
L9G,Residential,2,2018-01-18,7151.3,2018,1,18
L9G,Residential,2,2018-01-19,6836.5,2018,1,19
L9G,Residential,2,2018-01-20,7155.3,2018,1,20
L9G,Residential,2,2018-01-21,6677.5,2018,1,21
L9G,Residential,2,2018-01-22,5967.5,2018,1,22
L9G,Residential,2,2018-01-23,6024.9,2018,1,23
L9G,Residential,2,2018-01-24,6407.1,2018,1,24
L9G,Residential,2,2018-01-25,6775.2,2018,1,25
L9G,Residential,2,2018-01-26,6443.5,2018,1,26
L9G,Residential,2,2018-01-27,6196.5,2018,1,27
L9G,Residential,2,2018-01-28,6182.4,2018,1,28
L9G,Residential,2,2018-01-29,6148.9,2018,1,29
L9G,Residential,2,2018-01-30,6522.6,2018,1,30
L9G,Residential,2,2018-01-31,7161.9,2018,1,31
L9G,Residential,2,2018-02-01,6312.7,2018,2,1
L9G,Residential,2,2018-02-02,6771.4,2018,2,2
L9G,Residential,2,2018-02-03,7380.9,2018,2,3
L9G,Residential,2,2018-02-04,7021.9,2018,2,4
L9G,Residential,2,2018-02-05,6743.8,2018,2,5
L9G,Residential,2,2018-02-06,6904.2,2018,2,6
L9G,Residential,2,2018-02-07,6947.1,2018,2,7
L9G,Residential,2,2018-02-08,6943.0,2018,2,8
L9G,Residential,2,2018-02-09,6913.3,2018,2,9
L9G,Residential,2,2018-02-10,6832.3,2018,2,10
L9G,Residential,2,2018-02-11,6945.0,2018,2,11
L9G,Residential,2,2018-02-12,6530.1,2018,2,12
L9G,Residential,2,2018-02-13,6809.6,2018,2,13
L9G,Residential,2,2018-02-14,6450.8,2018,2,14
L9G,Residential,2,2018-02-15,5882.0,2018,2,15
L9G,Residential,2,2018-02-16,5793.8,2018,2,16
L9G,Residential,2,2018-02-17,6860.7,2018,2,17
L9G,Residential,2,2018-02-18,6755.4,2018,2,18
L9G,Residential,2,2018-02-19,6307.8,2018,2,19
L9G,Residential,2,2018-02-20,5513.7,2018,2,20
L9G,Residential,2,2018-02-21,5061.2,2018,2,21
L9G,Residential,2,2018-02-22,6132.2,2018,2,22
L9G,Residential,2,2018-02-23,6165.7,2018,2,23
L9G,Residential,2,2018-02-24,6263.7,2018,2,24
L9G,Residential,2,2018-02-25,6361.2,2018,2,25
L9G,Residential,2,2018-02-26,5740.9,2018,2,26
L9G,Residential,2,2018-02-27,5700.7,2018,2,27
L9G,Residential,2,2018-02-28,5435.5,2018,2,28
L9G,Residential,2,2018-03-01,5326.8,2018,3,1
L9G,Residential,2,2018-03-02,6080.6,2018,3,2
L9G,Residential,2,2018-03-03,6273.3,2018,3,3
L9G,Residential,2,2018-03-04,6358.8,2018,3,4
L9G,Residential,2,2018-03-05,6155.5,2018,3,5
L9G,Residential,2,2018-03-06,6026.7,2018,3,6
L9G,Residential,2,2018-03-07,6059.5,2018,3,7
L9G,Residential,2,2018-03-08,5996.0,2018,3,8
L9G,Residential,2,2018-03-09,6104.8,2018,3,9
L9G,Residential,2,2018-03-10,6403.0,2018,3,10
L9G,Residential,2,2018-03-11,6403.5,2018,3,11
L9G,Residential,2,2018-03-12,5714.5,2018,3,12
L9G,Residential,2,2018-03-13,5937.9,2018,3,13
L9G,Residential,2,2018-03-14,5970.7,2018,3,14
L9G,Residential,2,2018-03-15,6025.3,2018,3,15
L9G,Residential,2,2018-03-16,5975.7,2018,3,16
L9G,Residential,2,2018-03-17,6433.7,2018,3,17
L9G,Residential,2,2018-03-18,6131.9,2018,3,18
L9G,Residential,2,2018-03-19,5631.9,2018,3,19
L9G,Residential,2,2018-03-20,5990.3,2018,3,20
L9G,Residential,2,2018-03-21,5909.1,2018,3,21
L9G,Residential,2,2018-03-22,5705.2,2018,3,22
L9G,Residential,2,2018-03-23,5777.9,2018,3,23
L9G,Residential,2,2018-03-24,6260.9,2018,3,24
L9G,Residential,2,2018-03-25,6216.9,2018,3,25
L9G,Residential,2,2018-03-26,5671.1,2018,3,26
L9G,Residential,2,2018-03-27,5273.0,2018,3,27
L9G,Residential,2,2018-03-28,5157.2,2018,3,28
L9G,Residential,2,2018-03-29,5237.8,2018,3,29
L9G,Residential,2,2018-03-30,5431.1,2018,3,30
L9G,Residential,2,2018-03-31,5769.4,2018,3,31
L9G,Residential,2,2018-04-01,5799.3,2018,4,1
L9G,Residential,2,2018-04-02,5681.3,2018,4,2
L9G,Residential,2,2018-04-03,5357.3,2018,4,3
L9G,Residential,2,2018-04-04,5443.5,2018,4,4
L9G,Residential,2,2018-04-05,5971.4,2018,4,5
L9G,Residential,2,2018-04-06,5831.3,2018,4,6
L9G,Residential,2,2018-04-07,6026.7,2018,4,7
L9G,Residential,2,2018-04-08,6022.1,2018,4,8
L9G,Residential,2,2018-04-09,5787.3,2018,4,9
L9G,Residential,2,2018-04-10,5577.8,2018,4,10
L9G,Residential,2,2018-04-11,5531.0,2018,4,11
L9G,Residential,2,2018-04-12,5306.4,2018,4,12
L9G,Residential,2,2018-04-13,4986.9,2018,4,13
L9G,Residential,2,2018-04-14,5515.5,2018,4,14
L9G,Residential,2,2018-04-15,6479.9,2018,4,15
L9G,Residential,2,2018-04-16,5952.0,2018,4,16
L9G,Residential,2,2018-04-17,5751.7,2018,4,17
L9G,Residential,2,2018-04-18,5752.7,2018,4,18
L9G,Residential,2,2018-04-19,5554.9,2018,4,19
L9G,Residential,2,2018-04-20,5752.1,2018,4,20
L9G,Residential,2,2018-04-21,5932.7,2018,4,21
L9G,Residential,2,2018-04-22,5395.8,2018,4,22
L9G,Residential,2,2018-04-23,4838.0,2018,4,23
