TOTAL_CONSUMPTION_API,TOTAL_CONSUMPTION_ORIG
9769.800000000001,7414.8
9806.2,7717.2
9258,7771.8
9155.6,7842.9
9048.2,8067
8901.699999999999,8151.4
8742.6,8054.4
10495.2,7994.8
10420.6,8370.4
9147.5,9516
9780.6,10567.9
9391.7,10408.6
9934.300000000001,10629.4
10095.7,10518.2
11562.5,9940.8
11508.3,8783.2
11633.900000000001,7450.3
10660.5,6446.1
9913.3,5926.4
9365,5609
9324.3,5499
10384.3,5566.6
10289.900000000001,5712
10386.9,6487.2
9570.7,7537.9
8850.2,7823.6
8749.1,7734.8
9587.6,7816.7
11341.4,7876
11502.7,8050.2
8466.4,7768.9
7487.1,7689.2
7234,7819.8
7006.9,8612.9
7721,10502.8
10311.3,10680
10367.5,10728.7
8686,10602
7791.7,9875.9
7817.5,8722.1
8359.9,7468.9
7614.6,6486.7
9470.3,5948.3
9789.6,5717.5
8101,5593.4
7058.2,5636.3
7752.9,5772.1
7747.1,6605.8
7645.9,7705.7
9039.3,8227.3
8906,8082.3
7982.4,8038
7782.9,8125.1
8237.7,8368.9
6983.8,8266.1
7934.4,8260.4
10091.1,8388.8
9775.9,9129.6
8082,10214.4
7629.8,10364.4
8360.9,10628.1
7749.5,10353.5
8165.5,9761.3
9977.5,8763.1
10281.6,7661.1
7372,6802.1
7542.1,6221.9
6820.8,5886.5
7026.2,5735.5
7315.4,5702.7
9806.7,5829.9
9011.7,6236.4
9617.9,7008.2
6824.8,8134.5
6878.6,8741
7585.4,9152.1
7558.1,9343.2
9334.9,9499.4
8557.5,9191.4
6552.1,8969.2
6196.4,9106.8
6082.2,9911.2
7038.5,10444.6
7131.3,10756.8
8544,11026
8707.3,10606.6
6788.5,9862.8
7225,8933.3
6915.8,7849.9
6999,6898.5
7041.6,6246.3
8697.6,5858.2
9452.9,5738.4
7716.7,5669.3
7048.7,5730.5
7568.6,6036.2
6983.4,6708.8
7476.4,7969.2
8823.4,8865.9
8871.1,9653.3
6919.2,10385.5
7045.7,10777
6753.2,10787.8
6639.8,10662.5
6617.7,11060.4
8923.7,11879.3
8984.1,12507.6
6461.2,12086.1
7168.2,11714.3
6518.6,11189.4
7019.4,10229.1
9236.4,8957
8353.9,7588
9820.3,6559.6
7643.7,6065.2
7062.5,5780.2
7142.1,5639.6
7098.7,5659.4
7169.4,5917.2
9209.3,6754.6
9470.7,7826.7
6644.8,8099.6
6712.1,7902.8
6853.2,7899.6
6681.3,7919.9
6889.8,8134.7
10272.8,7870.9
11055,7807.9
8329.1,7892.2
7258.8,8748.8
7042.5,9842.7
6889,10001.9
6474.3,10630.3
8229.7,10527.5
7911.2,9838.6
5988.8,8678.7
5987.2,7296.3
6493.9,6338.5
5964.1,5887.7
5996.4,5664.2
8947.9,5591.8
8246.2,5619.5
5991.9,5880.9
5631.1,6665.5
5833.4,7658.8
6388.9,7901.8
6247.4,7697.9
7867.8,7585.5
7714.4,7648.7
6012.3,7715.9
5683.5,7572.1
5863.5,7459.4
6301.1,7565.6
6094.8,8435.7
8298.7,9587.6
7501.5,9949.5
6152.9,10402.4
6549,10253.7
6114.4,9530.2
6759.9,8396
6238.2,7072.8
8987.9,6143.6
7712,5668.6
8109.3,5418
6490.5,5304.1
6786.2,5313.4
7658.2,5524.6
8714.2,6206.1
10597.6,7385.7
12908.1,7951.6
12599.8,7954.2
11359.6,7779.7
9838.8,7856.6
12036.8,7955.2
12219.5,7373.3
9319.5,7036.5
9565.7,7852.6
7220.6,8701.2
6695.4,9716.7
6836.8,9924.1
6754.7,10490.4
7804.8,10358.1
8828.6,9490.3
9468.2,8580.1
7344.4,7329.9
7689.5,6321.6
10675.3,5812.9
8355.1,5575.3
8777.1,5498.2
10639.9,5533
16524.1,5773.3
16615.6,6544.1
9877,7673.3
7851.6,7861.7
8530.1,7687.7
7745,7662.2
10427.5,7718.4
10317.3,7800.9
8114,7559.6
7929.4,7527.4
8614.1,7693.6
11135.2,8568
14887.8,9532.3
18634.1,9957.4
19693.2,10530.1
19886,10292.2
14776.4,9658.3
14886.7,8566.8
17818.9,7387
11238.7,6408.1
11019.8,5806.6
12937.2,5586
12932.8,5518.7
14471.4,5534.6
12167.3,5741.6
12028.1,6507.4
15150,7624.4
15376.9,7942.9
17226.9,7859.7
17009.9,7795.2
13421.6,7833.7
10086.5,7850
10175.3,7652.5
13708,7576.1
14325.6,7583.8
10756.8,8196.5
11485.6,9102.4
13976.6,9524
13717.5,10151.3
13236,9957.8
10919.9,9471.1
11016.1,8610.1
11725.1,7471
10512.3,6491.9
12420.6,5823.2
10927.4,5534.3
12699.6,5344.6
12700.1,5259.8
16063.9,5249.4
17114.5,5588.6
19151,6346.6
13128.9,7428
12940.5,8102.4
13332.2,8639
11750.7,9110.3
12800.1,9360
14535.2,9500.4
12360.8,9632.5
13715.3,9915.1
15372.4,10633.2
14153.4,10908.1
14746.8,10550.2
14425,10633.9
12347.4,10295.5
10957.8,9565.1
10257.1,8651.3
9201.1,7508
8817.8,6519.8
10348.4,5932.8
12591.3,5560.5
14577.1,5405.2
12423.2,5338.8
16514.3,5383.1
15202.5,5749.8
8949.1,6541.9
8562.1,7970.9
12332.5,8978.8
13493.9,9562.4
19578.9,10101.7
11938.5,10660.4
16431.5,10733.3
11094.4,10507.4
9507.6,10473.8
9081.2,10908.8
9199.4,10991.2
7453.9,10599.9
6983.8,10667.9
7021.9,10426.6
7966,9889
11087.6,8833.7
15575.4,7647.1
16183.5,6650.9
11397.8,6022.6
10988.6,5647.4
8422.3,5498.8
7041.5,5431.1
12734.5,5508.5
8773.2,5826.7
8758.9,6448.5
6753.8,7503.1
7099.8,8500.6
7562.9,9242.1
6441.4,9562.1
6535.8,9941.1
8638.4,9803.5
9149,9973.5
7404,10113.2
6922,10647.4
6582.8,10976.2
6806.4,10680.5
6718.8,10901.9
9522,10576.5
9884.7,9767.9
9663.6,8501.3
7408.3,7188.3
9063.4,6183.3
7662.2,5629.4
6606.6,5383.5
8765.2,5233.9
8927.5,5204.5
6967.3,5451.3
6428.8,6173
6451.3,7298.3
6660.3,7560.6
6262.2,7554.1
9195.5,7588.2
8991.2,7681.6
6407.9,7801.3
6659.8,7638.1
6775.6,7600.6
6668.1,7553.6
6690,8275.8
9468.1,9403
9573.4,9844
7004.5,10505.1
6200.2,10344
6982.1,9567.7
6794.5,8322.5
7378.7,7083.2
8792.4,6171
8485.1,5589.9
7065.6,5345.1
6385.7,5237.2
6627.2,5247.6
6861,5483.1
7531.3,6245.6
9390.9,7357
8689.2,7582.1
6968.7,7499.2
7090.7,7437.3
6953.6,7468
7604.6,7556
7517.1,7336.7
9379.1,7237.5
9418.1,7448.5
6831.4,8307.5
7039.3,9691.1
7263.5,10175.4
7714.2,10483.5
7289.4,10135.2
9457.8,9452
9083.1,8283
7722.1,7002.9
7679.6,6053.5
7318.3,5529.5
7493.7,5300.7
7605.7,5203.3
9428.1,5156.3
9085.1,5329.4
7888.8,6030.4
7169.7,7166.4
7539.8,7726.2
7767.4,7902.6
8068.2,8037.9
9656.1,8375.9
9624.5,8603.9
8243.1,8507.6
8207.2,8493.6
7690.4,8711.9
7784.8,9613.8
8055,10757.6
9771.4,10819.7
9610.6,10845.2
8203.9,10480.3
7453.1,9697.4
7640.6,8579.7
7808.7,7278.5
7929.3,6320.9
11001,5791.1
10712.5,5607
10867.8,5504.3
11650,5514.3
10034,5761.4
9164.9,6542.3
8517.6,7712.9
9827.9,8029.1
9775.9,7833.6
8998.2,7769.2
9248.9,7916
8675.3,7906.2
8311.6,7639.6
7706.2,7476.3
9546.4,7640.8
9228.1,8318
8603.6,9328.5
7111.2,9824.1
7602.8,10367.1
7769.8,10209
8139.9,9810.2
10555.1,8833.7
10438.7,7784.9
7768.7,6795.6
7897.9,6198.2
7583,5915
8196.9,5684
7953.4,5649.2
11537.7,5760.7
10740.3,6066.6
9299.3,6922.4
8903.5,7917.5
8096.4,8471.4
7775.9,8740.2
8473.9,8830.4
10392.5,8918
10482.7,8801.9
9569.2,8517.6
8967.5,8355.4
9400.2,8866.8
9639,9785.9
9085.7,10372.2
10935.3,10758.9
9564,10327.3
6935.1,9591.5
7352.4,8723.2
10105.1,7554.4
8888,6554.3
8493.1,5865.9
10168.4,5532.4
10230.9,5306.5
8565.5,5240.8
10215.2,5300
8331.4,5616.3
7366.7,6278.1
7869.6,7402.9
9453,8216.1
10090.1,8843.5
9748.8,9258
7779.1,9673.3
8103.1,9792.4
7636.8,9808.7
7315,9981.3
9531.5,10620.1
9580.4,11573.1
8538.7,11703.5
7833.7,11333.7
9255,10710.9
7617.7,9831.9
7741.8,8480.5
9567.8,7197.4
9030.6,6096.5
8052.1,5616.4
8242.2,5361.4
8130.4,5259
7804.6,5229.9
7866.6,5525.8
9198.3,6345
9767.5,7532.8
7994.3,8014.3
7150,8156.4
7738.4,8371.7
7482.1,8572.7
7623.6,8732.8
9400,8589.3
9068,8530
7231.9,8859.8
6836.5,9850.6
6652.6,11218.1
7475.2,11203.8
7486,11118.7
9189.2,10645.3
9616.9,9831.1
7069.6,8645.1
6839.8,7345.3
6693.9,6252.8
7298.7,5785.3
6591.9,5587.2
10080.2,5512.8
9032.4,5496.5
7105,5754.6
6568.6,6630.9
6763.8,7676.3
6654.7,8048.4
7657.2,7961.1
8095.3,7745.9
8289.6,7633.9
6347.4,7706.8
6320,7482.4
6742.4,7387
7807.1,7546.6
6817.4,8489
7977.9,9820.1
9763.7,10302.2
7421.5,10650.1
7134.8,10426.6
6247.3,9800.8
6102.2,8670.4
9766.6,7217.2
9575.2,6203.1
9350.8,5614.3
7052.5,5396.1
6285.2,5281.6
6047,5324.3
5903.5,5596.3
6747,6389.6
9169.8,7436.1
8174.3,7756.2
6925.2,7870.2
6664.9,7968.6
6889,8038.7
6575.2,8062.3
6897.9,7720.6
8654.1,7605.4
7703,7644.6
5945.6,8459.2
6579.9,9770.3
6192.6,10174.3
6399,10485.9
6790.7,10091.5
8099.6,9572.7
8971.9,8424.7
7322.2,7118
6704.4,6162.4
6094.7,5647.4
6240.7,5418.8
6377.1,5276
8166.4,5267.4
7755.4,5539.6
8886.8,6312.3
6327.5,7468.8
6601.6,7886.9
6739.4,7940.5
6646.7,8070.2
8790.5,8121.3
9426.4,8203.1
7258,7937.3
7327.5,7829.9
7083.5,8089.5
6829.7,9032.6
6967.3,10281
9120.2,10546.8
9059,10667.1
7100.5,10322.7
7068.1,9587.1
7399.2,8586.3
7071.4,7298.1
8442.5,6197.1
9594.7,5644.5
9054.3,5399.2
7794.1,5260.7
7205.6,5235.3
7393.2,5476.6
7520.1,6208
7295.6,7271
9032.3,7535.1
9056.3,7316.5
7399.8,7322.5
7871.2,7246.6
9164.8,7366.3
8748.2,7192.6
8637.8,7157.8
10286.3,7362
11108.5,8041.9
8932.3,8980.6
10322.4,9705.8
12081.6,10052.5
11513.1,9865.8
13566.6,9252.5
16056.1,8358.1
12778.8,7258.2
12945,6271.6
12293.7,5637
13301.5,5265.9
14368.9,5080.9
17454.4,5051.7
16098.2,5152.9
12584.1,5523
9970.5,6286.5
10637.3,7481.5
12971.1,8445.9
14051.2,8819
9834.1,9235.9
14330.4,9501.4
14104.2,9482.8
11940.8,9431.3
15505.7,9370.1
11174.9,9804.6
12767.5,10728.6
17745.6,11182.9
18418.7,10980.5
14757.1,10433.2
11016.9,9808.7
10585.6,8942.4
10974.1,7819.9
11742.7,6855.8
14598.6,6191.7
15240.5,5914
17119.9,5677.8
16201.2,5640.3
13911.9,5746.9
12749.6,6107.1
11862.3,6836.6
11823.1,7936.5
13541,8826
14026,9192.6
15016,9934.4
12407.9,10223.3
13062.6,10393.2
11746.8,10294.8
10898.2,10433.2
11482.5,11331.6
11637.3,12259.3
13351.7,12135.4
13985.4,11780.2
11264,11189.4
10296.4,10368.1
11012.4,9113.8
14154.5,7607.8
14397.9,6461.5
13707.8,5917
13797.5,5632.4
14405.2,5558.7
10089,5548.2
9188,5867.4
9786.7,6714.9
10441.5,7814.3
10103.2,8236.9
9260.6,8216.3
11829.4,8360.7
9819.9,8514.9
10882.8,8635.3
9947.3,8526.3
9716.5,8452.8
11495.7,8609.7
8803.2,9522.5
8608.2,10847.3
7646.4,11178.2
7988.6,11150
9778.4,10639.7
9781.1,10045.1
7456,8704.3
7546.9,7254.5
11222.2,6325.3
7953.8,5830.7
7497.2,5605.5
10187.8,5506.1
9781,5533.3
7567.1,5878.6
7616,6707.6
7753,7837.2
8033.7,8150
8785.3,7944.4
13020.7,7707.5
16159.9,7341.1
10091.2,7588.5
7743.7,8141.5
8255.7,8229.9
7980.9,8534.2
7120.2,9809.6
10033.8,11252
8997.7,11324.7
7093,11177.6
8769.6,10796.1
7685.6,10098.5
7358.1,8842.1
7127.2,7538.7
7912.9,6524.4
9065.5,5984.3
6780.6,5746.6
6641.6,5636.8
6570.3,5662.2
6553,6007.9
6753.6,6882.8
9211,7942.3
9338.3,8249.4
9675.9,8134.9
6756.5,8155.7
7390.1,8025.7
7098.4,7970.6
6842.1,7568.2
8585.4,7315
8431.1,7531.1
6418.3,8350.9
7000.8,9813.3
6511.2,10481.9
6498.2,10833.4
6789.4,10533.9
8616.9,9846.4
9571.2,8692.7
6530.2,7379.7
6482.2,6441.8
6960.7,5842.7
7536.7,5653.8
7908.8,5542
10021.2,5602.9
9266.6,5919.7
7149.4,6754.4
6904.7,7800
6956.5,8272.1
7449.2,8339.2
7680.2,8284.9
9990.7,8275.7
9127.4,8257.1
8496.6,8107.3
7708.6,7868.5
7714.3,8257.8
7861.2,9474.4
8169.9,11051.7
10374.2,11218.8
9414.6,11127.6
8017.9,10618.1
7512,9898.9
7316.6,8861.8
7321.8,7566.4
7678.4,6645
9591.5,6101.2
9419.4,5870.1
7514.4,5766.5
6742.7,5826.1
7836.3,6179.9
7624.7,7069.6
8349.3,8177
10126.4,8734.3
9831.8,8751
8405.7,8825.1
7707.2,8904.5
7788.3,8924
8088.8,8531.9
8377.6,8602.1
9791,8827.6
9586.6,9745.6
8116.9,11032.2
7662.1,11474.2
8514,11341.2
8519.1,11051.9
7873.5,10569.8
10753.7,9481.5
9866.9,8326.1
8216.5,7304.4
8300.8,6684.9
8649.4,6388.5
9386.6,6312.3
9293,6319.9
10678.4,6567
9838.8,7017.8
8636.3,7816.3
10509.6,8930.9
11795.2,9519.5
10464,9779.5
8704.4,10147.4
9840.2,10041.9
10067,9872.1
8510.8,9823
9426.6,10070
10096.5,10637.8
8354.4,11065.1
8309.5,11241.6
9787.8,10998.2
9800.4,10526.2
7924.2,10017.4
7745.3,9239.1
7800.3,8198
8186.6,7178.1
8091.9,6402.2
9876.6,5966.2
10375.5,5759
8000.1,5644.3
7917.4,5649.4
7738.5,5868.7
7753.1,6309.7
8346.4,7372
11375.6,8515.3
10263.5,9371.9
8532.2,10000
8515.7,10268
7958,10287.9
7918,10012.2
7911.5,10184.1
10351.3,10515.7
9990.1,11594.9
8104.4,12891.9
7866.8,12484.8
8002.6,11920.4
7923,11244.8
8148.7,10121.3
10093.9,8710.9
10093.9,7466.2
7316.9,6621.6
7906.2,6202.8
7613.2,6031.1
8727.3,6012.2
8623.1,6194.9
10289.3,6591.3
10256.3,7524.8
7401.5,8415.6
7658.4,8303.7
7496.4,8112.6
7744.2,8031.8
8526.5,8408.2
10285.7,8540.9
9221.9,8282.1
9406.8,8183.6
8073.3,8524.6
7912.6,10051.1
8022,11997.3
8433,11742.4
9558.5,11404.1
9088.1,10974.8
6997.9,10118.9
7738.5,8771.7
8101.1,7381
8034.2,6559.6
8136.2,6078.1
10035.2,5916
9397.4,5839.7
8006.7,5910.7
7742.5,6347.2
7104.3,7225.3
7159.7,8139.3
8067.7,8114.4
9150.1,7986
8942.7,7925.5
6712.4,7933.4
7123.7,7915
7409.5,7590.9
7722.3,7511.2
7675.3,7877
9992.1,9117.4
9778.9,11049.2
8491.2,11191.4
9287.7,10960.8
8921.7,10585.4
9061.1,9779.6
8688.6,8622.6
10355.6,7402.2
10473.5,6496.8
9973.9,5933.2
9400.7,5674.4
9048.4,5540.3
8815.2,5632.3
9108.5,5988.3
11390.4,6842.4
10125.5,7705.6
9474.6,7565.7
9705.1,7279.2
8585.4,7063.9
8270.6,7137
8546.7,7188.8
9553.1,6968.6
9231.9,6908.5
8278.6,7024.2
8131.3,8155.7
8497.2,10094.1
8672.1,10357
10158,10282.3
9775.6,9876.9
10282.2,9111.6
9330,7883.4
8775,6634.3
9178.7,5773.5
9443.8,5293.8
9490.5,5131.4
9815,5031.4
10331.1,5070.2
8648,5374
9422.5,6281.4
9475.2,7141.9
9797.3,7214.5
9456.7,7092
9177.1,6927.7
10626.8,6919.6
8248,6925.3
8520.5,6730.1
8921.2,6655.9
8988.9,6917.4
8506.6,8381.5
9423,10290.2
8586.3,10331.6
8629.2,10119.9
8815.6,9730
8355.5,9094.2
8552.2,7913.5
9453.8,6644.4
11031.5,5714.5
9485.9,5224.7
9644.7,5016.7
8926.2,4937.3
8396.9,4970.1
8830.2,5300.6
8577.9,6098.6
8785.3,7070
9335.9,7135.4
10859.2,6930.6
8845.9,6826.8
8149.8,6967.2
8137.7,6991
8540.3,6858.4
10823.2,6716.9
12400.4,6909.1
15790.7,7938
17483.1,9867.7
15074.6,10089.6
11894.9,9805.3
11774.6,9478.6
10055.5,8916
9836.3,7929.4
8791.1,6810.8
9145.5,5928.3
12554.2,5366.7
14428.4,5039.1
14183.5,4979.1
14869.5,4934.3
11088.6,5091.5
10101.7,5564
14000.3,6443.3
16635.6,7344.3
11463.4,7857.5
9848.4,8144.5
9014.8,8257.1
9853.9,8334.4
9048,8108.2
9285.5,7862.7
11097.1,7855.1
13164.4,8708.6
15824.4,10471.1
18256.5,10650.7
19741.4,10092.5
15880.8,9518.3
13108.6,8944.4
10309.3,8001.3
10758.5,6970.5
12475.6,6027.6
16172.1,5457.2
16750.3,5145.1
16900.7,4975.6
15497,4983.9
17914.3,5065.4
18913.4,5467.5
19586.4,6272.5
18915.7,7268.2
18230.5,7744
18978.2,8030.2
19828.7,8184.9
20581.5,8474.6
21056.7,8278.3
21680.8,8149
15493.3,8351.6
15348.3,9310.2
12609.1,11116.1
12846.2,11041.5
15789.1,10574.4
13385.5,10073
16971.3,9097.4
19638,7876.4
20415.1,6570.2
17370.2,5659.8
12232.2,5155.9
14092.5,4907
14130.6,4853.2
14793.7,4898.7
18048.8,5145.1
19885.3,5938.3
20549,6961.7
16798.8,7050
15499.9,6919.7
15543.1,6824.4
15959.7,6846.8
17472.5,6975.6
15636,6845.5
14929.8,6835.4
12196.7,7086.6
11298.5,8067.6
10804.8,10377.4
11995.6,10417
14238.5,10126.6
14521.3,9681.3
18906.7,8961.3
17028.5,7702.4
14554.1,6412.6
16189,5506.5
16498.1,5060.7
16320.2,4827.4
13226.7,4768.2
13358.1,4756.7
11164.2,5013.3
10407.2,5769.7
10810.9,6769.6
12565.5,6847.4
17922.2,6667.3
18686,6609.7
17507.6,6693.2
16470.3,6844.4
10889.2,6688.1
16142,6603.9
11671.6,6807.5
14754.9,7886.5
11504.6,10006.5
11662.4,10288.7
13698.9,10119.1
13662.9,9770.6
12100.5,9016.2
10987.4,7811.5
10064.6,6466.2
9807.6,5636.7
11689.5,5117.6
9447.2,4851.9
9254.4,4685
9612.5,4700.3
8824.1,4905.1
9862.2,5530.9
12599.5,6557.8
8950.6,6834.7
8350.7,6760.9
8415.1,6720.2
8697.8,7001
8484,7060.1
9546.1,6909.6
9794.9,6940.1
8217.7,7047.7
8101,8338.5
8411,10368.1
8847.7,10525.9
9660.1,10348.3
11222,10146.3
12343.6,9340
10840.9,8091.6
8425.9,6730.2
8151.4,5871.2
8050.2,5416.7
8368.9,5225.9
9499.4,5158.1
10777,5253.2
8134.7,5565.9
7715.9,6477.9
7955.2,7544.7
7800.9,7506.9
7850,7223.7
9360,7118.4
10660.4,7108.9
9941.1,7160.8
7801.3,6975.5
7556,6854.9
8603.9,7180.3
7906.2,8505.9
8918,10771.8
9673.3,10784.3
8732.8,10581.6
7706.8,10459.2
8062.3,9703.7
8203.1,8612.9
7366.3,7353.7
9501.4,6375
10223.3,5839.7
8635.3,5662.4
7588.5,5535.2
7970.6,5640.7
8257.1,5998.9
8924,6753.9
10041.9,7748.9
10268,7990.9
8408.2,7795.3
7933.4,7647.6
7137,7946.5
6919.6,8052.6
6967.2,7751.6
8257.1,7843.9
8184.9,8613
6846.8,9943.6
6693.2,10975.8
7001,10925.6
7108.9,10717.6
7946.5,10368.7
9086,9665.5
10420.3,8650.5
8620.4,7532.8
8175.3,6590.6
8454.9,6103.3
7736.7,5829.2
7174.3,5724.1
9598.2,5746.3
10537.4,5953.7
8474.4,6426.5
8322.3,7408.7
8337.3,8218.5
8160.6,8739.7
8461.8,8990.8
9464.3,9086
9261.9,9069.6
9098.5,8971.9
8638.3,8759
8176.5,8985.9
8161.7,10216.8
8872.3,11992.6
10388.6,11871
10839.7,11376
8789.1,10748.5
8819.4,9964.8
9467.7,9037.5
8437.6,7856.4
8237.9,6821.3
10961.5,6166
10707.3,5832.5
9423.1,5678.7
9230,5667.5
9726.2,5770.6
9965,6093.3
9044.3,6863.2
10736.8,7986
11036,9009.9
9805.2,9772.3
9578.9,10420.3
9614.2,10651.8
11105.6,10545.6
11468.9,9216.5
11228.5,7334.2
10520.3,6645.8
10596.7,9193.6
9490,10912.6
10073.6,9794.8
9824.7,8403.3
10596,10221.8
10458.6,8851.8
10734.9,7499.6
9781.1,6502.9
9588,5944.5
9310.8,5700.1
9974.099999999999,5597
10190.3,5642.5
10463.3,6039.8
10855.300000000001,6924.8
10174.300000000001,7986.8
10227.699999999999,8389.8
10007.1,8426.3
9044.5,8403.1
9797,8620.4
10666.800000000001,8941.9
10769.800000000001,8665.1
9718,8521.8
9881.4,8765
10003.1,10141
9411.9,12010.6
10193.300000000001,11755.6
11151,11413.8
11064.4,11102.6
9516.1,10342.4
10435,8981.1
9486.3,7580.9
10275.300000000001,6492.7
10202.8,6034.6
11261,5829.5
11576.7,5781.2
10827.199999999999,5910.2
10029.7,6295.3
9552.3,7041
9462.1,8076.9
10652.9,8104.1
11606,7969.5
11400.3,7936.3
10360.3,8175.3
9618.699999999999,8256
9841.9,8205.8
9605.300000000001,8094.9
10833.1,8635.4
11964.6,10197.3
10925.599999999999,12381.9
11035,12045.2
10847.8,11743.6
9506.400000000001,11482.1
9756.800000000001,10664.3
9358.6,9311.9
10815.9,7905.5
11097.6,6899.3
10014,6375.2
9448.7,6159
8333.6,6217
8568.1,6326.6
8610.4,6689.7
10861.8,7521.9
11141.2,8399.9
9305.5,8554.2
9186.9,8528.6
8376.5,8405.3
8635.1,8454.9
9550.5,8574.1
10996.1,8450.1
10595.1,8383.9
8993.2,8715.4
7897.2,9872.3
7708.5,12186.8
7549,12007.3
7944.4,11831.8
10150.8,11517.1
10283.6,10658.7
9203.5,9341.4
9423.3,7843.7
8132.200000000001,6830.6
8753.7,6287.9
8896.5,6060.9
9554.199999999999,5975.5
9351.400000000001,6136.1
7735.3,6522.6
7465.5,7183.4
7276.2,8082.3
7284.8,8134.8
8713.599999999999,7989.8
10011.199999999999,7711.3
11073.7,7736.7
8675.5,7778
7628.9,7594.1
8344.5,7591.6
8872.2,7773.4
10167.6,9129.9
9904.199999999999,11315.4
9484.5,11080.7
8288.4,10834.4
7546.400000000001,10469.3
7522.4,9768
7349.099999999999,8464
7821.2,7123.8
8872,6061.4
9630.7,5515.1
8758.5,5348.3
8178.400000000001,5206.1
7611.9,5279.2
8582.3,5543.8
8919.6,6263.6
9973.2,7183.1
9259.6,7362.6
8015,7212
8507.7,7112.5
8909.4,7174.3
9180.5,7257.7
8162.6,7135.7
8837,6993.6
9725.300000000001,7191.1
8393.8,8550.2
7970.5,10462.8
8321.6,10619
9107.6,10364.5
8540.2,10095
9209.4,9505.8
9427.300000000001,8560.8
8600.2,7379.6
9062.599999999999,6332.2
8602.4,5830.3
8035.6,5498.1
8888.4,5433.3
9314.4,5413.6
9353.400000000001,5554.1
8449.1,5992.1
8796.6,6821
8118.2,7826.9
7942.3,8250.3
7888.900000000001,9020.2
9026.3,9598.2
9361.5,9826.7
8433.9,9839.7
8720.7,9620.4
10262.6,9919.7
11755,10836.1
14240.2,12411.6
13358,12140.6
15317.5,11597.3
10289.4,11049
12575.3,10448.4
11568.199999999999,9404.6
8705.3,8192
10256.2,7158.4
9988.5,6496.7
9582.300000000001,6117.4
8719.5,5965.8
9331.3,5937.7
9686.4,6155.4
9913.2,6463.3
10680.2,7159.4
16723.8,8278.7
18426.699999999997,9399.2
17877,9978.4
14792.4,10537.4
18109.4,11141.1
12256.3,11314.4
10985.8,11380.4
12434,11907.7
15425.400000000001,12951.6
10165.699999999999,14165.3
10547.1,13505.2
9266.5,12712
9410.900000000001,12060.9
10298,10916.6
17297.3,9417
15093.199999999999,7904.2
14116,6815.9
9128.8,6226.2
9277,6034.9
11471.5,5951.2
13395.099999999999,6052.8
14589,6424.9
19620.1,7194.2
19338.3,8260.7
19847.8,8427.3
14318.5,8257.4
15371.1,8300.6
10961,8474.4
10927.2,8646.2
13545,8598.2
16031.1,8500.4
18642.8,8902.1
14224.5,10323.4
10182.400000000001,12518.1
10385.1,12266.4
11687.9,11969.5
11561.6,11616.8
10362.8,10856.5
14278.8,9468.1
15447.8,7864.2
16237.6,6836.1
12795.5,6294.3
11604.699999999999,6107.4
13154.1,6025.4
15213.2,6185
16431.9,6536.6
12529.199999999999,7379.6
10948.699999999999,8316.7
13016.6,8446
12368.5,8085.2
16782,8065.5
16428.7,8322.3
11926.7,8408
13524.9,8271.6
12729,8356.3
11022.5,8810.5
10329.5,10314.4
10943.3,12491.4
10883.199999999999,12279.4
11121.4,12126.1
12881,11669.3
13907.199999999999,10820
15378.800000000001,9393
17953.3,7938.4
17208,6898.7
18436,6322.9
15302.7,6039.5
18044.800000000003,5947.6
14165,6056
14754,6385.2
14082.4,7159.7
11443.1,8207.2
11102.9,8376.7
13265.4,8267.1
12345.400000000001,8109.9
16263,8337.3
16230.5,8489.2
18523.2,8438.4
19178.6,8613.7
18808.199999999997,9148.3
17526.699999999997,10618.2
15179.800000000001,12311.5
17034.6,11843.6
14476.599999999999,11601.1
17101.5,11153.5
20341.9,10326.5
16748.4,8931.7
13872.4,7431.8
10498.699999999999,6375.6
9804.3,5788.8
9817.5,5584.7
12097.6,5487.9
13619.1,5538.9
12219.800000000001,5911.8
10532.8,6649.7
11927.4,7652.5
9607.5,7826.4
9171.9,7842.4
11655.3,7981.8
13384.900000000001,8160.6
9419.8,8245.8
10273.6,8242.1
11184.9,8138
9900.5,8644.1
9979.4,9934.4
13798.800000000001,11807.7
10984.699999999999,11395.5
8732.1,11228.1
11255.8,10902.1
9469.699999999999,10239.1
8485.6,8877.8
8390.3,7441.4
9827,6453.8
9715.199999999999,5869.5
8825,5603.8
8503.9,5514.4
8061.1,5601.4
7931.200000000001,5878.7
7914.900000000001,6510.4
9814.1,7416.7
11161.8,7931.4
8746.5,8206.2
8098,8335.4
7968.1,8461.8
8076.799999999999,8545.1
8598.5,8304.8
11021,8454.9
11003.5,8913.2
11536,10076.2
8701.6,11679.8
8296.5,11576.2
8021.5,11281
8214.2,10941.4
9901.800000000001,10267
9489.7,9170.8
7830,7919.4
7300,6808.2
7404.5,6192.1
8089.8,5831.5
7699.5,5664.6
9546.2,5636.5
9236.6,5855.3
8926.4,6333.2
8420.8,7160
7319.9,8072.5
7813.5,8777.6
7972.400000000001,9111
9917.7,9464.3
9600.9,9644.8
7874.4,9373.8
7845.400000000001,9272
7926.099999999999,9445.9
8206,10746.9
8190.7,12716.9
9289.3,12730.1
9310.199999999999,12144.2
7370.200000000001,11595.6
7076.8,10808
7396,9666.7
5907.3,8350.8
7510.5,7267.1
