TOTAL_CONSUMPTION_API,TOTAL_CONSUMPTION_ORIG
7514.400000000001,18185.5
7161.599999999999,17614.6
6832.4,15735.2
7465.2,13289.4
7480.099999999999,11255.7
8190.7,9645.7
8419.3,8468.4
8075.900000000001,7793.5
6920.2,7442.3
6446.6,7417.7
7977.3,7757.1
7684.7,8225.4
7297.400000000001,8597.3
7159.5,8816
7554.099999999999,9097.3
7416.2,9670.9
6563.2,10089
7229.7,10489.1
7544.400000000001,11331.7
7492.9,12213.8
7747.9,13140.7
7539.700000000001,14077.4
7165.7,13936
7364.599999999999,13307.3
7773.4,12927
7774.9,12664.6
7717.8,11410
7323.7,9713.1
7132.7,8168.1
6807.6,7274.2
6659.900000000001,6741.1
7168.4,6502
7034.9,6359.1
7340.599999999999,6472
7830.099999999999,6838
7939.4,7442.8
7762.599999999999,8015.6
7749.9,8365.3
6887.1,8709.1
7558.8,8967.5
8737.8,9188
7475.4,9176.3
7582.5,9075.7
7547.5,9273.6
7101.4,10071.3
7498.400000000001,10810.7
7340.3,11138.5
7343.099999999999,10903.1
7756.3,11117.5
7594.9,11014.9
8147.299999999999,10154.7
8482.800000000001,8945.8
9461.7,7732.2
9807.6,6944.8
9930.8,6471.2
9203.8,6253.7
7943.6,6150.8
7511.8,6175.2
7631.099999999999,6393.1
8235.3,7047.6
7940,7917.6
7664.6,8550.6
7669.3,9127.8
7810.8,9484.8
8350.2,9786.7
7760.5,9951.4
8902.9,10302.8
7688.6,10612.9
7662.900000000001,11281.3
7930.2,11912.4
8376.199999999999,11797.8
8250.4,11279
9831.199999999999,11054.7
11278.1,10965.7
11151.5,10262.7
10056.199999999999,9107.4
8446.2,8006
7606.8,7101.2
7291.4,6524.3
7612.599999999999,6316.4
8451.300000000001,6143.1
11209.300000000001,6146.6
10032.5,6253.4
7813.6,6864.1
7835.6,7835.1
7384.900000000001,8737.2
7395.1,9439.1
7929.099999999999,9935.1
8352.7,10441.5
9403.300000000001,10938.1
9527.9,11139.3
9216.900000000001,11534.2
7809.5,12113.5
7471.400000000001,13024.9
8421.6,13084.6
9122.9,12531.5
8383.1,12609.5
7799.200000000001,12310.1
8113.400000000001,11143
7797.200000000001,9557.6
8184.400000000001,8247.2
8757.7,7373.4
8773.800000000001,6849.4
8230.3,6529.4
8395.1,6385.1
8176.5,6516.5
7286.1,6975.8
7307.2,7578
7206.6,8132.5
7732.1,8551.3
7842.9,9120.2
8132.8,9554.9
8467.9,10103.2
8822.1,10296.1
8441.5,10659.5
9596.300000000001,11322.6
11102.3,12222.8
9987.400000000001,13160.2
9973,13139.5
10065.900000000001,12749.9
8101.6,13065.3
7372.400000000001,12857.1
7848.8,11724
8672.800000000001,10109.6
8973.099999999999,8703.2
9302.7,7755.5
8879.9,7190.5
9499.4,6850
8775.9,6690
10032.599999999999,6779.8
9560,7211.9
10373.3,7891
10051.8,8420.5
9223.300000000001,8663.9
8703.699999999999,8900
9420.699999999999,9073.2
10097.5,9260.6
8588.599999999999,9212.1
8090,9325.4
7872.900000000001,9557.2
7555.799999999999,10293.9
7355.7,11576.5
7690.599999999999,12020.1
7313.900000000001,12389.1
7803.799999999999,12904.7
8733.099999999999,12781.8
8272.8,11682.6
8102.9,10204.9
7262.1,8922.6
7787.6,7954.4
8293,7300.2
8324,6997.4
8887.099999999999,6752.7
8068,6903.9
8140.9,7349
7763.2,8099
7033.6,8909.8
7964.900000000001,9358
8562.6,10284.3
8490.1,11217.3
7916.2,11829.4
7812.799999999999,12379.8
6944.400000000001,12881.2
6858.4,13449.3
7773.7,14014.7
7713.3,14502.2
7747.5,14163.3
7640.099999999999,13618.6
7652.8,13719.9
6693.6,13495.7
6580.8,12230.9
7684.200000000001,10376.6
7584.799999999999,8780.4
7626.599999999999,7644.1
7510.7,7029
7416.3,6656.7
6620.099999999999,6483.6
6585.5,6588.8
6400.4,6990.5
7564.8,7533.1
7504.8,8096.1
7345.700000000001,8489.2
7517.3,8929.1
6402.2,9437.9
6419,9819.9
7677.9,10124.1
7726.5,10706
7325.1,11513.6
7295.4,12349.3
7560.5,13264.1
6978.1,13269.9
6992,12837.4
7757.599999999999,12869.6
8138.900000000001,12596.9
7811.6,11510.5
7787.1,9985
7608.1,8715.5
6924.5,7731.2
6585.2,7270.5
7932.3,7077.5
8190.2,6897
8391.9,6857.4
8347,7111.7
8494.8,7702.7
7485.7,8469.8
6739.3,9177.5
6942.900000000001,9838.2
6683.3,10486.2
6912.099999999999,10882.8
6938.7,11076.5
6676.1,11220.6
6562,11814.5
6449.900000000001,12511.2
7354.5,13053.7
7548.7,12525.5
7301.7,11975.9
6631.5,11922
7474.200000000001,11354.5
6859.2,10398.6
6668.6,9038.7
7606.1,7913.5
7899.8,7156.7
7821.700000000001,6636.2
7231.3,6293.3
7423.7,6161.4
7236,6101.4
7096.200000000001,6340.6
7967.400000000001,6937.2
7933.400000000001,7899.3
7857.8,8796.4
7403.3,9292
7582.2,9583.9
7146.599999999999,9947.3
7251.2,9927.2
7322.7,10056.9
8099.7,10080.3
8413,10512.1
8506.1,11187.8
7911.2,11300.3
6755.9,10870
6761,11011.8
7606,10833.2
7765.9,9963.6
7626.8,8867
6930.8,7831
7569.099999999999,7028.3
7236.5,6507
7568.3,6228.2
8216.3,6078
7730.299999999999,6049.2
7903.1,6189.3
8261.5,6720.9
7697.9,7701
7372.200000000001,8356.6
7090.3,8799.9
7565.400000000001,9284.8
7469.3,9716.5
7358.4,9697.5
7336.400000000001,9701.2
7041.7,9869.2
6561.9,10144.5
7370.799999999999,10766.5
8438.199999999999,11011.8
8346.8,10932.1
7728.299999999999,11045.1
8416,10752.5
8314.3,10001.9
8449,8866.3
7378.3,7705.5
8743.3,6953.9
9269.199999999999,6505.7
8385.8,6277.2
7787.4,6100
8004.5,6043.9
9207,6167.4
9007.699999999999,6714.1
8566.5,7814
8468.1,8870.4
8288,9839.4
8944.9,10616.8
9668,11495.7
9139.800000000001,11799.2
8153.8,11899.5
9400.6,12200
8917.7,12776.5
9275,13745.5
9293.3,13769.4
8827,13589.2
9248.3,13513.9
8785.699999999999,12833.1
9115.8,11211.9
8794,9467.6
7999.7,8032.2
8189.599999999999,7091.2
9093.199999999999,6592
8695.1,6343.4
8430.6,6260.1
8539.3,6371.4
8352.9,7155.6
8536.1,8000
8022.5,7831.6
8219,7719.9
7572.099999999999,8101.6
8487,8441
9454.4,8803.2
9316,9124.5
8711,9347.3
7565.7,9817.6
8568.4,10888.5
8230.9,12143.7
8325.2,12270.1
7401.4,12225.7
8024.1,13110.2
8078.2,13294.5
9040.3,11968
8943.400000000001,10220.9
8543.4,8788.6
8154.9,7936.9
8973.7,7446
8605.2,7145.6
8016.700000000001,6980.5
8652.800000000001,7026.1
8899.5,7661.2
7770.7,8531.1
6783.8,8687.1
7640.5,8525.7
8262.3,8544.4
8094,8549.4
8183,8608.2
7950.4,8506.2
7889.5,8584.9
8601.1,9080.8
8625.7,9872.3
8008.6,10957.1
8121.700000000001,10931.4
7921.700000000001,10989
7129,11455.3
7060,11207.9
7185.900000000001,9996.3
8313.9,8266.9
8270.5,7034.2
8546.5,6391
8172.9,6049.4
8124.2,5907.1
7494.3,5877.6
8072.7,6130.3
9635,6893
9430.5,7735.1
9063.5,7558.8
8247.8,7423.1
8450,7413.5
8154.3,7530.6
7588.3,7646.4
8667.199999999999,7784.7
8246,8005.1
8017.9,8505
7746.5,9545.2
8138.1,10781.5
7409.3,10928.5
7616.1,10916
8233,11602.9
7580.3,11340.2
7295.200000000001,10070.6
6958.5,8625.1
7068.9,7354.4
7293.9,6671.1
7699.3,6307.6
7807.700000000001,6071.2
8458.8,5973.8
8273.9,6173
8009.6,6838.1
7789.6,7692.2
7060.1,7672.4
7124.200000000001,7602.5
7056.200000000001,7764.2
7386.4,7874.6
8224.1,7988.6
8552.8,7865.8
8210.4,7922.7
7313.3,8155.4
7125.3,8755.3
7893.7,9606.1
7684,9821.4
7892.6,10110.4
7637.3,10605.4
7794.2,10299.1
7450.299999999999,9503.6
7245.7,8324.2
7763,7229.9
7408.2,6581.9
7337.700000000001,6130.3
7191.099999999999,5929.8
7238.5,5835.8
7203.400000000001,5887.6
7294.4,5982.9
8182.400000000001,6624.8
7540.5,7678
7635,8514.2
7830.8,8948.9
7537.1,9483.6
7648.3,9778.4
6854.3,9780.6
6777,9913.9
7794.799999999999,10076.5
7572.8,10812
7491.5,11378.2
7973.9,11269.1
7297,11196.4
7060.599999999999,11234.2
8402.3,10770.8
9813.1,9843.1
10512.6,8661.2
7988.599999999999,7667.5
7667.9,6872.2
7299.2,6381
7017.8,6063.8
7939.9,5918.9
7943.2,5921.2
7801.900000000001,6111.7
7202.2,6772.3
7970.599999999999,7763.6
7498.2,8562.9
7400,9094
8213.1,9481.1
8291.300000000001,9781.1
8434.699999999999,10080.7
10681.7,10006
9833.9,10107
7492.700000000001,10727.3
7300.599999999999,11339.4
7921,11207
8394.4,11467.6
11749.9,11652.6
9013,10940.9
8694.1,9506.8
8810.1,7896.4
8764,6813.7
8806.8,6222.2
7864.7,5907.9
7929.299999999999,5717
7838.2,5749.5
8740.5,6001.8
8046.3,6779.6
7574.6,7773.8
8117.6,7604.9
8744.4,7401.5
8419.9,7323.7
7970.4,7403.1
8386.8,7456
7806.2,7437.3
7374,7502.1
8205.9,7822.4
9686.300000000001,8684.3
8970.6,9853.9
7893.2,9909.9
8001.6,10165.4
8224.6,10789.9
8469.8,10399.6
9162.8,9220.7
8948,7814.2
11170.900000000001,6781.2
10233.5,6190.9
9206.900000000001,5882.7
9729.199999999999,5721.7
9182.199999999999,5716.2
9139.1,5963.8
7897.2,6651.4
8118.599999999999,7551.2
9130.4,7288.1
8336.4,7176.9
8032.3,7223.9
7877.599999999999,7314.9
8127.1,7546.9
8696.4,7673.3
7993.2,7873.6
9518.6,8599.2
9252.400000000001,9560.3
9350.4,10914.7
9996.5,11371
11125.7,12065.7
8553.4,12947.6
8018.6,12708.2
8467.5,11583.4
7755.2,9833.7
7533.4,8518
7534.700000000001,7537.8
8212.9,6940.8
8204.4,6610.9
8313.2,6495
8148.400000000001,6640.5
8248.8,7384
8147.2,8574.3
8456.7,8800.6
8784,8977.5
8380.9,9641.3
8175.1,10360.8
8682.9,11222.2
8736.4,12001.3
7575.3,13098
7418.400000000001,14104.5
9399.9,15453
9598.8,16444.5
7851.400000000001,16284.7
7812,16643.7
7802.8,16217.2
8077.8,15045.2
8334.300000000001,13369.1
6557.1,11149.7
8152.400000000001,9390
8045.8,8267.9
8141,7491
8276.6,7013.1
7858.3,6712.8
7761.1,6768.1
8968,7403.3
7943.599999999999,8328.9
7850.900000000001,8262.2
7818.299999999999,8081.3
7744.9,7938.1
7058.900000000001,7912.6
7403.9,7953.8
8921.1,7826.1
7859.700000000001,7673.8
8020.5,7987.2
7847,8866
7720.4,10035.7
6861.8,10081.6
6566.700000000001,10321
7666.3,10857.4
7558.299999999999,10527.6
7607.9,9521
7659.6,8099.4
7637.2,6993.8
6811.599999999999,6395.8
6623.5,6028.8
7849.4,5816
7736,5807.7
7486.1,6067.6
7118.3,6720.1
7142.6,7766.5
7008.2,7712
6903.7,7546.9
6439.099999999999,7445.3
7549.7,7501.8
6949.9,7497.2
6877,7465.2
7471.099999999999,7636.3
6439.3,7830.2
6632,8548.7
7396,9600.4
7787.2,10010.3
7785.099999999999,10547.3
7932.6,11013.6
7906.1,10915.1
6415.9,10069.2
6068.3,8869.7
6944.9,7787.2
7110.1,6950.7
6987.400000000001,6455.7
7543.099999999999,6156.5
7809.8,6034.2
7114,6005.7
6721.9,6230.1
7569.9,6995.8
7077.7,8105.3
7355.599999999999,9131.4
7283.799999999999,9804.1
7123.2,9999
5995.3,10187.8
5529.400000000001,10301.2
6216,10505.2
7004.900000000001,10867.5
7105.4,11247.7
6560.599999999999,11689.7
6111.9,11537.5
5844.9,11159.2
6353.2,10983.3
7366.2,10565.9
7235.6,9706.6
7449.7,8532.9
7593.700000000001,7432.2
7719.9,6706.1
7492.9,6226.3
7672,5936.8
8410.2,5801.5
7789.900000000001,5755
7725.1,5908.4
7651.799999999999,6566.3
6960.700000000001,7665.7
7068.3,8444.7
6491.5,8822.9
7263.299999999999,9408.2
7469.099999999999,9781
7030.5,9890.7
8075.900000000001,9883.8
7800.5,10341.8
6581.8,10920.8
7316.200000000001,11688.6
7984.7,11776
7286,11554.2
7140.700000000001,11688.1
7163.099999999999,10947.1
7757.599999999999,9544.2
7452.5,8063.1
7228.3,6902
7856.099999999999,6323.4
8133.8,5996.4
8389.3,5758.6
8295.6,5766.5
7740.4,5989.2
7407,6735.1
7646.2,7729
8248.4,7543.4
8166,7336.1
8361.4,7350.5
8183.8,7502.1
7503.8,7567.1
9251.9,7571.1
9118.2,7722
8560.300000000001,8260.9
8248.3,9067.8
7887.3,10014.2
7418.5,10170.1
6488.700000000001,10703.1
6207.799999999999,11110.2
6574,10515.5
6726.5,9323
7185.7,7886
7187.3,6710
7106.299999999999,6150.7
7337,5835.4
6972.4,5679.1
7432,5670.6
8135.5,5876.8
7799.3,6629.9
8060.900000000001,7591.9
7790.6,7372.5
7960,7193.4
7834.2,7226.8
8134.1,7397.1
8356.2,7616
7927.3,7701.3
7557.5,7961.8
7688.7,8579.1
7533.8,9575.4
7336.5,10637.8
7158.2,10631.5
7834.799999999999,10826.5
8115.8,11209.9
8032.5,10760.3
8052,9532.2
8077.3,7978
7491,6828.6
7319.6,6216.7
8366.4,5859.3
8782.7,5679.6
9087.1,5661.8
8889.5,5919.2
9413.199999999999,6630.8
9244.7,7568.5
7736.400000000001,7375.3
7957.5,7231.1
8232.4,7317.8
7696.099999999999,7534.2
7883,7753
7753.3,7979.6
7508.1,8292.6
7506.5,8857.8
7922.2,9850
7973.700000000001,10826
7273.5,10821.1
7243,11081.8
7831.900000000001,11501.5
8035.5,10941.2
7205.900000000001,9791.1
6880.4,8239.1
7917.3,7055.2
7955.8,6311.1
8362.8,5906.9
8450,5730.8
8097.8,5691.9
7572,5939.1
8416,6670.8
8020,7533.2
8113.299999999999,7409.9
7823.599999999999,7400.3
7974.200000000001,7499.3
7421.200000000001,7724.9
7197.4,8033.7
7949.7,8247.4
8124.3,8478.2
8308,9131.9
8266.9,9983.2
7928.8,10613.5
7693.400000000001,10361.8
7648.799999999999,10699.4
8220.7,11193.4
8518,10767.6
8844,9780.2
8267.199999999999,8303.3
7683.6,7034.2
7778,6288.5
8339.9,5904.4
9013.6,5724.3
8382.5,5649.7
8354.5,5859.6
7904.3,6410.6
8543.7,7173.3
7916.599999999999,7451.8
7665.3,7636.1
8366.2,7811.7
8544,8217.6
8557.8,8785.3
9236.400000000001,9326.4
8715.8,9937.6
7476,10808.5
8124.2,11848.1
8529.3,12475
7850.5,12086.1
8346.8,12086.4
7754.7,12293.9
7535.400000000001,11972.1
8135.099999999999,10881.4
7828.8,9472.6
7477.4,8201
7596.7,7252.7
6861.400000000001,6609.1
6584.7,6240.3
6726.6,6005.8
6149.200000000001,5983.4
5967.7,6202.8
7231.400000000001,6875.2
8201.5,8070.8
8378.4,9376.8
8040.8,10564.9
7768.2,11828.6
6709.099999999999,13020.7
6875.8,13938.4
7987.7,14758.9
8037.8,15558.2
8017.7,16055.3
8179.9,16515.3
7697.9,15951.2
7319.5,15333.7
6853.2,15025.3
7993.7,14131.6
8091.1,13045.2
8366.9,11344
7781.7,9802.3
7875.5,8635.7
7236.6,7780.3
6613.1,7216.6
7494.6,6937.2
7315.2,6857.8
7391.5,6985.4
7240.099999999999,7660.4
7149.5,9103.5
6901.400000000001,10949.3
6666.7,12906.3
7474.400000000001,14571.5
7295.799999999999,16159.9
7700.6,17070.4
7976.7,17717.9
7570.9,18128.7
6635.700000000001,18579
6721.900000000001,18810.4
6574.299999999999,18021.8
7642.2,17445.5
7319.3,16948.4
7798.5,15602.5
7681,13722.9
7041,11557.7
6939.3,9743.8
7850.3,8650
7809.5,7937.7
8254.8,7511.7
8924.599999999999,7210.8
9504.6,7306.9
9284.1,8045.2
7109.5,9152.9
7698.7,9157
7955,9238
7759.099999999999,9512.8
7838.7,10208.4
7738.200000000001,10091.2
7303.1,10473.8
7115,10510.5
7886.400000000001,11282.9
7725,12404.5
7831,13234.6
7913.599999999999,12716.5
7909.3,12414.6
7405.2,12449.2
7245.8,11548.8
8233.6,10110.9
8116.2,8415.8
8236.1,7065.6
8291.7,6362
8235.6,5941.4
7858.599999999999,5722.5
8367.6,5638.9
9509,5849
8682.9,6578.5
8071.900000000001,7539.2
8025.1,7370.6
8294.4,7322.1
8628.199999999999,7525.2
8962.1,7611
7977,7743.7
8632.7,7775.1
10221.5,8016.4
10256.7,8530.7
9364.099999999999,9537.8
7648.6,10627.1
7652.5,10565
8359.3,10944
8848.5,11232.1
8218.9,10663.2
9028.5,9409.2
8082.1,7849.1
8261.4,6706.5
8181.2,6009.2
8412.1,5693.1
8328.199999999999,5498.9
8310.8,5482.7
8440.4,5741.1
8468.9,6458.3
8058.099999999999,7474.7
8113.5,7348.9
8599.5,7294.1
8606.699999999999,7537.9
9161,7800.5
9540.8,8255.7
9608,8605.8
10010.4,8915.5
7570.1,8964.9
7864.2,9928.7
7793.2,10778.1
7785.6,10888.8
8592.1,11677.7
8574.6,12050.1
8196.9,11514.9
7513.8,10282.9
7930.8,8561.6
8098.6,7288.3
8094.1,6419.6
8654.8,5953.3
8184.599999999999,5688.2
7946.5,5621.2
7934.5,5823.7
8153.5,6575.9
8369.1,7702.6
7916,7627.4
8242.7,7380.2
7950.2,7236.5
7383,7574.8
7503.1,7980.9
8739.6,8059
7906,8312
7995.3,8444.8
7875.7,9286.8
8618.7,10068.9
7692.2,9906.6
7486.5,10300.7
7796.3,10646.2
7772.6,10256.8
7871,8955.4
7684.1,7594.6
7663.400000000001,6444.4
7396,5828.9
7490.8,5537.8
8675.800000000001,5359.1
10158.8,5353.4
10717.5,5550.7
9948.699999999999,6318.1
8788.6,7378.6
7293.700000000001,7300.9
7279.799999999999,7239.9
8298.6,7110
8417.199999999999,7056.8
8029.3,7120.2
7970.599999999999,7125.9
7843.5,7071.9
7154.6,7447.9
6999.3,8127.6
7870.7,9041.4
7796.7,9296.7
7746.099999999999,9952.1
7650.599999999999,10165.9
7546.400000000001,9875.6
6900.1,9102.6
6678.2,7945.8
7663.900000000001,6854.8
7483,6183.5
7487.8,5823.5
7457.099999999999,5581.4
7474.1,5498
6620.8,5548.5
6555.3,5806.5
7536.5,6571.5
7717.1,7687.3
7781.400000000001,8640.8
7939,9177.5
7442.299999999999,9590.8
6591.2,10033.8
6726.099999999999,9938.9
6917.7,9937.5
7821.3,10055.2
7807.7,10358.6
7561.5,10858.9
7627.8,10742.5
6729.9,10733.6
6765.2,10521.1
7735.599999999999,10008.5
7602.6,9123.8
7585.5,7970.7
7561.2,6925.4
6810.5,6162.1
6609.8,5664.9
6835.9,5394.5
8177.900000000001,5307.7
7468.2,5347.5
6870.2,5561.2
6925.1,6280.4
6743.5,7447.9
6019,8170.7
6692.599999999999,8558.7
7985.7,8807.8
8478.800000000001,8997.7
8428.6,9091.5
8474.2,9017.4
8098.2,9158.6
6871.2,9770
6605.7,10638.2
7141.599999999999,10879.7
6746.8,11152.3
7750,11000.2
7627.6,10193.2
7714.8,8824.5
7201.6,7343
7262.3,6310
7749.099999999999,5748.3
7459.200000000001,5444.7
7753.2,5278.4
7690.900000000001,5279.1
6728,5553.5
7217.1,6312.9
7228.7,7487.6
8267.9,7309.5
8372.199999999999,7074.7
7545.8,6959.7
7847.4,7101.8
8179,7093
8021.599999999999,7013.5
7604.400000000001,6918.9
8062,7196.5
8906.7,8129.9
9001.4,9174
8676.7,9285.8
7561.1,10051.6
7546,10300.6
7580.3,9742.7
8043.3,8571
8280,7203.4
8369.800000000001,6189.1
8555.4,5630.3
8197.8,5379.4
6877.4,5211.1
6890.299999999999,5214.1
8331.1,5522.2
8634.9,6297.4
8666.6,7291.3
8952.199999999999,7181.3
8413.4,7107
7364.599999999999,7441.4
7272.5,8010.5
7803.400000000001,8769.6
8884.1,9420.2
8839.3,9916.2
8510,10199.4
8825.5,11322.4
8030.8,11913.8
7559,11894.4
7714.400000000001,12116.9
7361,12225.1
7275,11556.9
7234.2,10348.6
7354.2,8747.4
7549.5,7306.2
7553.4,6603.1
8523.2,6041.2
8999.6,5779.9
8776.8,5716.3
8673.6,5909.2
9472.1,6663.9
9444.6,7751.2
9302.8,7710.8
9176.9,7546.6
8602.9,7542.3
8896.4,7656.3
8247.6,7685.6
7522.1,7599
8476.5,6712.7
8858.6,7947.3
9701.4,8687.8
9085.5,9798.2
9440,10037.6
9502.7,10596.5
8995.4,10673.4
7916.4,9965.6
7551.9,8650.3
8355.1,7254.1
8111.3,6272.7
8878.4,5737.4
9329.7,5435
8488.7,5288.5
7183.1,5319.8
7237,5571.5
8508.5,6426.7
9111.1,7552.2
9223.3,7516.2
8373.8,7243.6
9277.1,7236.1
8670.1,7315
7582.7,7358.1
9154.5,7095.1
9114.8,7104.1
9116.5,7482.5
9362.8,8204.8
9102.6,8966.3
7984.7,9249
7803.3,10022.5
8976.8,10182.4
9181,9645.1
8558.4,8651.2
8084.4,7265.8
8113.5,6241.5
8025.7,5735.2
7508.5,5346.1
7106.4,5232.5
7540.7,5270.3
7131.2,5535.1
8180.3,6306
8140.1,7519.9
7469.5,7492.6
7058,7273.9
7881.6,7079
7868.5,7081.3
7695.2,7127.2
7764.3,7100
7549,6952.4
7552.2,7254.3
7490.1,7812.9
8435.8,8445.9
8268.2,8782.4
8220.6,9612.1
8259.7,9941.6
8182.2,9521.9
7750.3,8677.8
7785.9,7504.1
7700.8,6661.7
7782.7,6016.1
7859.1,5718.2
7752.5,5550.7
7941.5,5484.8
8386,5550.4
8160.6,5967.3
7785.9,6828.9
7925.7,7838.7
8007.6,8358.8
7696.3,8589.5
7697,8752.1
8503.5,7912.9
8336.1,7719.2
7536,7712.6
7561.1,7898.5
7379.1,8179
7528.8,8770.9
7734.2,9717.2
7948.8,10187.3
8278.4,9919
7532,9472.1
7524.1,8498.7
7240.2,7480.1
7755.4,6619.5
7728.9,5927.9
8300.9,5547.1
8043.2,5320.5
7655.5,5267.6
7329.2,5278.5
7362.1,5530.9
7615.7,6222.9
7402.9,7377.4
8621.7,7985.2
8457.8,8362
8115.3,8758.6
7696.5,9065.5
7646.3,9282.3
7741.2,9219.9
7373.2,9325.2
7843.3,9776.8
7477.9,10321.3
6789,10579
6740.6,10938
7027.2,10717.5
6835.5,9876.2
6795.9,8611.4
7617.1,7139.8
7622.5,6093.4
7079.8,5464.4
6732.9,5200.1
6132.7,5088.9
6531.1,5107.3
6729.3,5389.2
7306.5,6208.7
6576.3,7362.7
6524.8,7139.1
6459.9,6748.8
6273.1,6695.1
6578,6786.5
6616.2,6780.6
7572,6784.1
7239.3,6705.4
6421.7,6892.3
6848.6,7722.6
6524.4,8784.9
6633.7,9198.1
6535.5,9919.7
7618,10054
6707.4,9611.1
6602.4,8445.9
6874.9,7035.6
6723.1,6008.3
6878.6,5516.5
7393.9,5281.1
7877.2,5138.9
8179.5,5196.7
9127.3,5500.8
9763.5,6423.3
7834.3,7487.3
9579.5,7227.9
9342.5,6846.1
8015.5,6709.8
7412,6658.4
7195.3,6641.6
7043.5,6440.4
7133.2,6452.9
7079.4,6699
7163.2,7506.7
7690.1,8566.7
7591.1,8979.8
7092.1,9898.6
7192.8,10056.9
8826.3,9572
7666.6,8347
7685.7,7026.1
8048.1,6011.2
9799.6,5467.1
12563.3,5271.3
9074.4,5186.8
7850.5,5248.3
8014.6,5588.8
7430.2,6465.2
8255.6,7503.4
7789.6,7294.1
7447.4,6935
7355.2,6684.4
8228.5,6545.1
8609.5,6570.3
10222.8,6461.3
11749.6,6509.2
12203,6780.2
12635,7469.4
10420.1,8465.8
10585,8931.3
11871.1,9799.7
9244,9998.2
8014.3,9571.7
8423.9,8445.9
8762.2,7007.9
9688.8,5969.5
8841.7,5427.2
8682.4,5217.5
9881.2,5126.2
10455.5,5176.6
10761.7,5500
11578.9,6411.5
9690,7424.9
8243.8,7199.7
7907.2,6836.4
8973.3,6595.2
10353.1,6577.6
8576.3,6553
9212.4,6489.1
10080.2,6481.3
9604.3,6745
9040.8,7401.5
8609.7,8319.3
8180.8,8756.8
7820.8,9691.1
8270,9868.3
8682.2,9420.7
9195.5,8336.6
8733.1,7049.9
8671.2,6003.1
9697.3,5453.3
9518.9,5211.6
11160.6,5117.3
9763.2,5159.7
9683.7,5420.3
8760.5,6210.8
8922.3,7280.9
8348.6,7215.5
8504.3,7046
8552,6891.6
8927,6756.1
9713.1,6753.6
10210.8,6595.5
10010.2,6647.8
9763.5,6898.7
8267.6,7493.1
8248.7,8194
8990.3,8721.9
8316,9409.4
7469,9528.5
7775.5,9143.9
8504.1,8366.3
9103.2,7254.4
9630.9,6264.1
11777.7,5583.7
11962.5,5169.4
8374.6,5034.5
7587.7,4973.3
7830.6,5068.4
9773.7,5393.8
10624.3,6221.8
9453.8,7464.3
10488.3,8461.4
9888.7,8929.8
7980.7,9271.8
7764.1,9211
7458.1,9167.2
7492.8,8910.5
7252.3,8697.8
7205.1,9029.5
7765.5,9403.6
8116.4,9638.3
9133.8,9912.7
8974.1,9734.1
8840.5,9335.6
8379.3,8503
7522.8,7456.4
7269,6529.1
8119.5,5848.8
5472.5,5526.7
7274.9,5355.2
6957.2,5312.6
7182.9,5416
7744.4,5719.2
6866.2,6572.1
7049.8,7713.3
7447.4,8320.2
7324.3,8789.8
7436.1,9141.6
7304.5,9338.3
7011.9,9458.6
7116.2,9310.5
7067.8,9198.2
7500.4,9209.3
7143.9,9219.6
6891.2,9067.9
6780.8,9537.2
7456.6,9442.6
7726.6,9044
7012,8304.2
7396.3,7109.5
7599.8,6225.8
7209.7,5652.8
7411.2,5283.6
7035.8,5111.6
7588.8,5110.4
7235.1,5205.7
7912.8,5478.2
7671.5,6144.2
7316.4,7193.6
7374.5,8265.8
7368.2,9121.2
7482.4,9600.7
7416.8,9675.9
7937.6,9579.8
7753.8,9347.3
7492.9,9483.3
7458.5,9840.3
7193.7,10123.4
7237.6,10151.6
7622.6,10817.6
7676.4,10608.8
7492.8,9799.4
7772.5,8374.6
7399.6,7109.1
7329.9,6123
7717.2,5574.1
7747.8,5360.7
7580.9,5256.2
7179.6,5358.7
7752.2,5749.5
7750.2,6752.7
8272.9,7805.4
8372.1,7507.3
7990.3,7022.2
7326.5,6823
7226.8,6769.3
8231.8,6756.5
8164.4,6563.5
8226.7,6478.5
9163.7,6632.7
8684,7345.3
7465.5,8403.3
6667.9,9114.1
8079.3,9931.8
8170.8,9999.8
8364.9,9445.6
8254.1,8176.4
8142.6,6840.3
7279.7,5860.7
7000.4,5356.4
8535.6,5085
8525.5,4964.7
8876.5,5033.2
8691,5392.8
8532.3,6142.1
8128.3,7272.9
8012,7284
8806.6,7182.2
8732.5,7213.6
8747.6,7423.2
8559.8,7390.1
8371.7,7144.5
7426.9,7125
7108.2,7379.3
8489.7,8182.2
8721.2,9361.4
8801.5,9732.8
8562.1,10220.1
8149.1,10168.8
8242.8,9647.5
7939.6,8493
7852.2,7104.8
8004.7,6078.7
7343.2,5553.8
7684.1,5348.3
6902.1,5267.5
7045.4,5321.4
7394.1,5680.6
7305.2,6629.1
6422.8,7670.6
7910.9,7610.7
7616.9,7378
7492.4,7151.8
7112.9,7081.6
7023.3,7098.4
8863.2,7003.4
7920,7059.7
8275.6,7485.2
9017.1,8395
9341,9384
8074.2,9773.6
8006.9,10259.5
9017.6,10314.8
8795.6,9725.9
8637.5,8590
9325.5,7221.6
8761.7,6210.1
8554.8,5660.5
8654.3,5409.2
10618.1,5364.4
10225.8,5411.5
8804,5796.7
8509.3,6720.4
8838.2,7822.6
8889.5,7632.2
