Date/Time (LST),Year,Month,Day,Hour,Temperature,Dew Point Temperature,Wind_Speed,Station Pressure,Humidity,Windchill,Weekend,Season
2018-01-01 00:00:00,2018,1,1,0,-23.8,-25.5,11.0,100.08,86.0,-32.20867650891157,0,1
2018-01-01 01:00:00,2018,1,1,1,-22.8,-24.6,11.0,100.07,85.0,-31.005252840776627,0,1
2018-01-01 02:00:00,2018,1,1,2,-22.8,-24.6,12.0,100.06,86.0,-31.425198122739687,0,1
2018-01-01 03:00:00,2018,1,1,3,-23.4,-25.1,11.0,100.06,86.0,-31.727307041657596,0,1
2018-01-01 04:00:00,2018,1,1,4,-21.9,-23.8,7.0,100.03,85.0,-27.86890680299372,0,1
2018-01-01 05:00:00,2018,1,1,5,-20.7,-22.8,7.0,99.98,84.0,-26.473515616141427,0,1
2018-01-01 06:00:00,2018,1,1,6,-21.1,-22.9,9.0,99.95,85.0,-28.044190807180946,0,1
2018-01-01 07:00:00,2018,1,1,7,-20.8,-22.6,12.0,99.93,85.0,-29.002034601003864,0,1
2018-01-01 08:00:00,2018,1,1,8,-20.0,-22.0,15.0,99.91,84.0,-29.076783616344905,0,1
2018-01-01 09:00:00,2018,1,1,9,-17.8,-19.9,17.0,99.88,84.0,-26.939025133302778,0,1
2018-01-01 10:00:00,2018,1,1,10,-15.2,-17.4,17.0,99.9,84.0,-23.700985008386382,0,1
2018-01-01 11:00:00,2018,1,1,11,-13.1,-16.3,22.0,99.89,77.0,-22.183339710727683,0,1
2018-01-01 12:00:00,2018,1,1,12,-11.7,-17.1,28.0,99.83,65.0,-21.435726232558405,0,1
2018-01-01 13:00:00,2018,1,1,13,-11.5,-16.9,26.0,99.76,65.0,-20.85626299034557,0,1
2018-01-01 14:00:00,2018,1,1,14,-12.0,-16.2,25.0,99.73,71.0,-21.330985173728802,0,1
2018-01-01 15:00:00,2018,1,1,15,-11.7,-15.5,35.0,99.73,74.0,-22.427450719288636,0,1
2018-01-01 16:00:00,2018,1,1,16,-11.2,-14.7,28.0,99.76,76.0,-20.787099348039668,0,1
2018-01-01 17:00:00,2018,1,1,17,-11.4,-14.8,31.0,99.82,76.0,-21.491188467476025,0,1
2018-01-01 18:00:00,2018,1,1,18,-12.2,-14.8,26.0,99.91,81.0,-21.758764931240464,0,1
2018-01-01 19:00:00,2018,1,1,19,-12.2,-14.6,21.0,99.95,82.0,-20.841751322055316,0,1
2018-01-01 20:00:00,2018,1,1,20,-12.1,-14.5,22.0,99.97,82.0,-20.911663880980697,0,1
2018-01-01 21:00:00,2018,1,1,21,-12.0,-14.4,21.0,99.99,82.0,-20.588380441042503,0,1
2018-01-01 22:00:00,2018,1,1,22,-12.3,-14.3,19.0,100.01,85.0,-20.54835231512362,0,1
2018-01-01 23:00:00,2018,1,1,23,-12.1,-14.3,17.0,100.03,84.0,-19.840244859447605,0,1
2018-01-02 00:00:00,2018,1,2,0,-11.8,-14.3,24.0,99.99,81.0,-20.899096341388884,0,1
2018-01-02 01:00:00,2018,1,2,1,-11.5,-14.6,28.0,99.94,78.0,-21.176275478750913,0,1
2018-01-02 02:00:00,2018,1,2,2,-11.6,-14.8,34.0,99.94,77.0,-22.164753028236476,0,1
2018-01-02 03:00:00,2018,1,2,3,-11.6,-14.9,28.0,99.94,76.0,-21.30600085565466,0,1
2018-01-02 04:00:00,2018,1,2,4,-11.7,-15.0,30.0,99.94,76.0,-21.738580928686392,0,1
2018-01-02 05:00:00,2018,1,2,5,-12.0,-15.3,35.0,99.92,77.0,-22.82399553381913,0,1
2018-01-02 06:00:00,2018,1,2,6,-13.1,-16.3,32.0,99.93,77.0,-23.861510226042988,0,1
2018-01-02 07:00:00,2018,1,2,7,-14.0,-17.2,34.0,99.91,77.0,-25.329334226131817,0,1
2018-01-02 08:00:00,2018,1,2,8,-14.5,-17.4,33.0,99.84,79.0,-25.845207825740797,0,1
2018-01-02 09:00:00,2018,1,2,9,-13.8,-16.5,32.0,99.77,80.0,-24.779802843728667,0,1
2018-01-02 10:00:00,2018,1,2,10,-12.0,-14.9,35.0,99.7,79.0,-22.82399553381913,0,1
2018-01-02 11:00:00,2018,1,2,11,-11.1,-14.3,42.0,99.68,77.0,-22.458920877630657,0,1
2018-01-02 12:00:00,2018,1,2,12,-10.6,-14.2,45.0,99.56,75.0,-22.101997342805124,0,1
2018-01-02 13:00:00,2018,1,2,13,-9.4,-13.7,44.0,99.46,71.0,-20.381704121476155,0,1
2018-01-02 14:00:00,2018,1,2,14,-9.1,-13.6,48.0,99.4,70.0,-20.362033967802375,0,1
2018-01-02 15:00:00,2018,1,2,15,-9.1,-13.3,41.0,99.41,72.0,-19.66901097672073,0,1
2018-01-02 16:00:00,2018,1,2,16,-8.7,-13.0,35.0,99.37,71.0,-18.46200257398371,0,1
2018-01-02 17:00:00,2018,1,2,17,-9.3,-12.8,41.0,99.34,76.0,-19.936965268168873,0,1
2018-01-02 18:00:00,2018,1,2,18,-9.6,-12.5,34.0,99.36,80.0,-19.527602029990362,0,1
2018-01-02 19:00:00,2018,1,2,19,-9.8,-12.9,35.0,99.37,79.0,-19.916000227262185,0,1
2018-01-02 20:00:00,2018,1,2,20,-10.2,-13.1,27.0,99.34,80.0,-19.33742580430701,0,1
2018-01-02 21:00:00,2018,1,2,21,-10.6,-13.2,26.0,99.28,81.0,-19.695903352052134,0,1
2018-01-02 22:00:00,2018,1,2,22,-11.2,-13.7,25.0,99.24,82.0,-20.30289635322367,0,1
2018-01-02 23:00:00,2018,1,2,23,-12.1,-14.7,15.0,99.23,81.0,-19.335846328227912,0,1
2018-01-03 00:00:00,2018,1,3,0,-12.8,-15.3,9.0,99.19,81.0,-18.208388473043225,0,1
2018-01-03 01:00:00,2018,1,3,1,-10.7,-13.6,27.0,99.11,79.0,-19.984092351974038,0,1
2018-01-03 02:00:00,2018,1,3,2,-10.7,-14.0,28.0,99.08,77.0,-20.13847246352093,0,1
2018-01-03 03:00:00,2018,1,3,3,-10.6,-14.1,25.0,99.06,76.0,-19.531829737844816,0,1
2018-01-03 04:00:00,2018,1,3,4,-10.6,-14.3,27.0,99.04,75.0,-19.85475904244063,0,1
2018-01-03 05:00:00,2018,1,3,5,-9.8,-13.6,31.0,98.97,74.0,-19.397830592839192,0,1
2018-01-03 06:00:00,2018,1,3,6,-9.6,-12.8,20.0,98.96,77.0,-17.355849901782527,0,1
2018-01-03 07:00:00,2018,1,3,7,-11.0,-15.1,26.0,98.96,72.0,-20.21161874684922,0,1
2018-01-03 08:00:00,2018,1,3,8,-11.0,-14.3,18.0,98.94,77.0,-18.697725255982864,0,1
2018-01-03 09:00:00,2018,1,3,9,-10.7,-13.3,13.0,98.88,81.0,-17.064539304263118,0,1
2018-01-03 10:00:00,2018,1,3,10,-9.0,-12.2,22.0,98.84,78.0,-16.969468808765043,0,1
2018-01-03 11:00:00,2018,1,3,11,-8.0,-11.6,26.0,98.78,76.0,-16.34375328587111,0,1
2018-01-03 12:00:00,2018,1,3,12,-7.8,-11.7,28.0,98.7,74.0,-16.37643653331225,0,1
2018-01-03 13:00:00,2018,1,3,13,-7.7,-11.6,27.0,98.6,74.0,-16.104093065971874,0,1
2018-01-03 14:00:00,2018,1,3,14,-7.9,-10.8,30.0,98.52,79.0,-16.780513280371736,0,1
2018-01-03 15:00:00,2018,1,3,15,-7.8,-10.0,25.0,98.47,84.0,-15.933518866076858,0,1
2018-01-03 16:00:00,2018,1,3,16,-7.9,-9.6,21.0,98.46,87.0,-15.394277380279808,0,1
2018-01-03 17:00:00,2018,1,3,17,-7.7,-9.8,25.0,98.47,84.0,-15.805007763513714,0,1
2018-01-03 18:00:00,2018,1,3,18,-7.8,-9.5,22.0,98.55,88.0,-15.443457813068662,0,1
2018-01-03 19:00:00,2018,1,3,19,-8.3,-10.2,23.0,98.61,86.0,-16.250890494399123,0,1
2018-01-03 20:00:00,2018,1,3,20,-9.2,-11.7,17.0,98.62,83.0,-16.22858472011778,0,1
2018-01-03 21:00:00,2018,1,3,21,-10.0,-12.2,17.0,98.59,84.0,-17.224904758553595,0,1
2018-01-03 22:00:00,2018,1,3,22,-10.2,-12.8,17.0,98.56,81.0,-17.473984768162545,0,1
2018-01-03 23:00:00,2018,1,3,23,-10.5,-13.0,15.0,98.52,82.0,-17.362998269875106,0,1
2018-01-04 00:00:00,2018,1,4,0,-10.4,-12.9,14.0,98.57,82.0,-16.977360233175496,0,1
2018-01-04 01:00:00,2018,1,4,1,-10.5,-12.9,15.0,98.49,82.0,-17.362998269875106,0,1
2018-01-04 02:00:00,2018,1,4,2,-10.6,-12.8,14.0,98.52,84.0,-17.22262354618801,0,1
2018-01-04 03:00:00,2018,1,4,3,-10.6,-12.6,14.0,98.52,86.0,-17.22262354618801,0,1
2018-01-04 04:00:00,2018,1,4,4,-10.8,-12.7,12.0,98.44,87.0,-16.886216992324727,0,1
2018-01-04 05:00:00,2018,1,4,5,-10.7,-12.5,11.0,98.43,87.0,-16.443826456343743,0,1
2018-01-04 06:00:00,2018,1,4,6,-11.9,-13.3,3.0,98.51,90.0,-13.455951736953104,0,1
2018-01-04 07:00:00,2018,1,4,7,-12.0,-15.3,18.0,98.51,77.0,-19.948857256364086,0,1
2018-01-04 08:00:00,2018,1,4,8,-12.9,-17.0,22.0,98.5,71.0,-21.929004544778287,0,1
2018-01-04 09:00:00,2018,1,4,9,-13.0,-17.6,26.0,98.43,69.0,-22.790195720834628,0,1
2018-01-04 10:00:00,2018,1,4,10,-12.7,-17.5,25.0,98.38,68.0,-22.230562891670793,0,1
2018-01-04 11:00:00,2018,1,4,11,-12.0,-17.8,21.0,98.39,62.0,-20.588380441042503,0,1
2018-01-04 12:00:00,2018,1,4,12,-12.1,-18.4,28.0,98.39,60.0,-21.954627740173393,0,1
2018-01-04 13:00:00,2018,1,4,13,-11.9,-18.6,22.0,98.37,58.0,-20.6573287150313,0,1
2018-01-04 14:00:00,2018,1,4,14,-12.3,-19.1,28.0,98.33,58.0,-22.214078493980892,0,1
2018-01-04 15:00:00,2018,1,4,15,-13.0,-19.9,28.0,98.33,57.0,-23.122156132307126,0,1
2018-01-04 16:00:00,2018,1,4,16,-13.8,-20.4,21.0,98.37,58.0,-22.868718370157833,0,1
2018-01-04 17:00:00,2018,1,4,17,-15.6,-21.0,23.0,98.41,64.0,-25.568001288141243,0,1
2018-01-04 18:00:00,2018,1,4,18,-16.7,-21.7,20.0,98.41,66.0,-26.314886257637877,0,1
2018-01-04 19:00:00,2018,1,4,19,-17.1,-21.8,23.0,98.45,67.0,-27.482476108773184,0,1
2018-01-04 20:00:00,2018,1,4,20,-17.2,-22.3,22.0,98.47,65.0,-27.397210612690323,0,1
2018-01-04 21:00:00,2018,1,4,21,-17.3,-22.8,18.0,98.48,63.0,-26.579856858384566,0,1
2018-01-04 22:00:00,2018,1,4,22,-17.2,-22.8,26.0,98.47,63.0,-28.20520736620398,0,1
2018-01-04 23:00:00,2018,1,4,23,-17.7,-22.8,25.0,98.5,65.0,-28.65611801982787,0,1
2018-01-05 00:00:00,2018,1,5,0,-18.2,-22.9,19.0,98.51,67.0,-27.96230659505828,0,1
2018-01-05 01:00:00,2018,1,5,1,-18.7,-23.2,19.0,98.53,68.0,-28.590607805222234,0,1
2018-01-05 02:00:00,2018,1,5,2,-19.1,-23.7,16.0,98.57,67.0,-28.2703130143916,0,1
2018-01-05 03:00:00,2018,1,5,3,-19.6,-23.8,15.0,98.62,69.0,-28.583571601756706,0,1
2018-01-05 04:00:00,2018,1,5,4,-19.9,-24.1,11.0,98.64,70.0,-27.515324203185273,0,1
2018-01-05 05:00:00,2018,1,5,5,-20.1,-24.2,15.0,98.66,70.0,-29.20008661999196,0,1
2018-01-05 06:00:00,2018,1,5,6,-20.9,-24.5,9.0,98.71,73.0,-27.807183522020996,0,1
2018-01-05 07:00:00,2018,1,5,7,-20.6,-24.3,11.0,98.78,73.0,-28.357720770879745,0,1
2018-01-05 08:00:00,2018,1,5,8,-20.4,-24.7,14.0,98.84,69.0,-29.240525883801606,0,1
2018-01-05 09:00:00,2018,1,5,9,-20.8,-24.8,10.0,98.89,71.0,-28.16268107067701,0,1
2018-01-05 10:00:00,2018,1,5,10,-18.6,-24.6,16.0,98.94,60.0,-27.650624258556213,0,1
2018-01-05 11:00:00,2018,1,5,11,-17.5,-24.4,24.0,98.99,56.0,-28.199603683812626,0,1
2018-01-05 12:00:00,2018,1,5,12,-16.6,-24.1,21.0,98.97,53.0,-26.415910704337236,0,1
2018-01-05 13:00:00,2018,1,5,13,-16.3,-24.3,24.0,98.95,51.0,-26.662654769618154,0,1
2018-01-05 14:00:00,2018,1,5,14,-16.3,-24.4,35.0,98.99,51.0,-28.50780454208953,0,1
2018-01-05 15:00:00,2018,1,5,15,-16.4,-24.1,29.0,99.03,52.0,-27.704322244196263,0,1
2018-01-05 16:00:00,2018,1,5,16,-16.6,-24.0,30.0,99.11,54.0,-28.13187868572372,0,1
2018-01-05 17:00:00,2018,1,5,17,-17.5,-23.8,19.0,99.15,58.0,-27.082684900828745,0,1
2018-01-05 18:00:00,2018,1,5,18,-18.3,-23.6,13.0,99.22,64.0,-26.330363832573134,0,1
2018-01-05 19:00:00,2018,1,5,19,-19.6,-24.0,12.0,99.27,69.0,-27.548136487962367,0,1
2018-01-05 20:00:00,2018,1,5,20,-19.6,-23.6,14.0,99.3,71.0,-28.25947263175152,0,1
2018-01-05 21:00:00,2018,1,5,21,-20.1,-23.1,8.0,99.31,78.0,-26.34600434693362,0,1
2018-01-05 22:00:00,2018,1,5,22,-19.2,-22.3,5.0,99.32,77.0,-23.370940110212388,0,1
2018-01-05 23:00:00,2018,1,5,23,-18.4,-22.7,18.0,99.32,70.0,-27.956102058803907,0,1
2018-01-06 00:00:00,2018,1,6,0,-19.4,-24.0,17.0,99.33,67.0,-28.9316652101744,1,1
2018-01-06 01:00:00,2018,1,6,1,-20.3,-24.7,12.0,99.39,69.0,-28.396243720569906,1,1
2018-01-06 02:00:00,2018,1,6,2,-21.0,-25.4,10.0,99.47,68.0,-28.40160444449716,1,1
2018-01-06 03:00:00,2018,1,6,3,-21.9,-25.8,9.0,99.57,71.0,-28.992219947820722,1,1
2018-01-06 04:00:00,2018,1,6,4,-23.1,-26.2,9.0,99.61,76.0,-30.414263658780396,1,1
2018-01-06 05:00:00,2018,1,6,5,-23.8,-26.4,10.0,99.66,79.0,-31.74653167797929,1,1
2018-01-06 06:00:00,2018,1,6,6,-23.6,-26.1,10.0,99.72,80.0,-31.50760830415914,1,1
2018-01-06 07:00:00,2018,1,6,7,-23.4,-26.4,14.0,99.78,77.0,-32.91947557898945,1,1
2018-01-06 08:00:00,2018,1,6,8,-23.6,-26.5,14.0,99.86,77.0,-33.16473889200197,1,1
2018-01-06 09:00:00,2018,1,6,9,-22.3,-25.7,12.0,99.95,74.0,-30.819407242305736,1,1
2018-01-06 10:00:00,2018,1,6,10,-19.8,-25.2,17.0,100.05,63.0,-29.42982522939231,1,1
2018-01-06 11:00:00,2018,1,6,11,-18.3,-24.8,17.0,100.1,57.0,-27.561725157325164,1,1
2018-01-06 12:00:00,2018,1,6,12,-16.9,-24.5,21.0,100.11,52.0,-26.795967025856456,1,1
2018-01-06 13:00:00,2018,1,6,13,-16.5,-24.7,22.0,100.11,50.0,-26.507037531867432,1,1
2018-01-06 14:00:00,2018,1,6,14,-16.2,-24.9,23.0,100.12,48.0,-26.33379121639402,1,1
2018-01-06 15:00:00,2018,1,6,15,-16.1,-24.5,14.0,100.2,49.0,-23.96736465403238,1,1
2018-01-06 16:00:00,2018,1,6,16,-16.4,-25.0,16.0,100.29,48.0,-24.9239937328805,1,1
2018-01-06 17:00:00,2018,1,6,17,-17.4,-24.9,10.0,100.36,53.0,-24.100983715734422,1,1
2018-01-06 18:00:00,2018,1,6,18,-18.5,-24.8,7.0,100.39,59.0,-23.91529844024556,1,1
2018-01-06 19:00:00,2018,1,6,19,-20.4,-24.7,8.0,100.42,69.0,-26.698359106046,1,1
2018-01-06 20:00:00,2018,1,6,20,-20.2,-23.9,6.0,100.44,72.0,-25.247526127569436,1,1
2018-01-06 21:00:00,2018,1,6,21,-21.4,-24.2,9.0,100.46,78.0,-28.39970173492086,1,1
2018-01-06 22:00:00,2018,1,6,22,-22.1,-24.5,9.0,100.44,81.0,-29.22922723298067,1,1
2018-01-06 23:00:00,2018,1,6,23,-22.7,-24.8,8.0,100.45,83.0,-29.399745592574252,1,1
2018-01-07 00:00:00,2018,1,7,0,-23.4,-25.4,10.0,100.43,84.0,-31.268684930338985,1,1
2018-01-07 01:00:00,2018,1,7,1,-22.8,-24.6,9.0,100.39,85.0,-30.058752731040478,1,1
2018-01-07 02:00:00,2018,1,7,2,-22.4,-24.2,8.0,100.35,86.0,-29.04739083346187,1,1
2018-01-07 03:00:00,2018,1,7,3,-22.0,-23.8,8.0,100.32,85.0,-28.577584487978697,1,1
2018-01-07 04:00:00,2018,1,7,4,-22.4,-24.5,8.0,100.28,84.0,-29.04739083346187,1,1
2018-01-07 05:00:00,2018,1,7,5,-21.8,-24.2,9.0,100.27,82.0,-28.87371630524075,1,1
2018-01-07 06:00:00,2018,1,7,6,-22.2,-24.7,9.0,100.26,80.0,-29.347730875560643,1,1
2018-01-07 07:00:00,2018,1,7,7,-21.2,-23.7,14.0,100.21,80.0,-30.221579135851698,1,1
2018-01-07 08:00:00,2018,1,7,8,-16.9,-19.5,23.0,100.14,81.0,-27.22721279935559,1,1
2018-01-07 09:00:00,2018,1,7,9,-14.7,-17.4,21.0,100.09,80.0,-24.008887334715496,1,1
2018-01-07 10:00:00,2018,1,7,10,-13.0,-16.6,31.0,99.98,75.0,-23.584546342112866,1,1
2018-01-07 11:00:00,2018,1,7,11,-11.2,-16.0,37.0,99.9,68.0,-22.015942479192557,1,1
2018-01-07 12:00:00,2018,1,7,12,-11.1,-16.2,32.0,99.69,66.0,-21.237817032655336,1,1
2018-01-07 13:00:00,2018,1,7,13,-10.9,-15.9,32.0,99.53,67.0,-20.97544771331657,1,1
2018-01-07 14:00:00,2018,1,7,14,-10.5,-15.1,36.0,99.36,69.0,-20.965211803922244,1,1
2018-01-07 15:00:00,2018,1,7,15,-9.3,-14.9,32.0,99.22,64.0,-18.87649315860645,1,1
2018-01-07 16:00:00,2018,1,7,16,-8.6,-15.3,38.0,99.13,58.0,-18.675581806449124,1,1
2018-01-07 17:00:00,2018,1,7,17,-8.2,-12.9,35.0,99.04,69.0,-17.801094549766226,1,1
2018-01-07 18:00:00,2018,1,7,18,-7.4,-10.9,35.0,99.01,76.0,-16.743641711018245,1,1
2018-01-07 19:00:00,2018,1,7,19,-6.1,-11.1,34.0,98.93,68.0,-14.912587783059656,1,1
2018-01-07 20:00:00,2018,1,7,20,-5.0,-11.0,35.0,98.87,63.0,-13.571283194774303,1,1
2018-01-07 21:00:00,2018,1,7,21,-4.2,-11.0,27.0,98.82,59.0,-11.577427232302679,1,1
2018-01-07 22:00:00,2018,1,7,22,-3.3,-10.2,36.0,98.77,59.0,-11.425357706560956,1,1
2018-01-07 23:00:00,2018,1,7,23,-2.5,-9.0,46.0,98.68,61.0,-11.24261333175332,1,1
2018-01-08 00:00:00,2018,1,8,0,-2.9,-5.4,43.0,98.66,83.0,-11.535921412808639,0,1
2018-01-08 01:00:00,2018,1,8,1,-2.7,-4.4,43.0,98.65,89.0,-11.26686822382988,0,1
2018-01-08 02:00:00,2018,1,8,2,-2.9,-3.9,34.0,98.61,93.0,-10.693146185865873,0,1
2018-01-08 03:00:00,2018,1,8,3,-3.2,-4.3,28.0,98.56,92.0,-10.409069195739857,0,1
2018-01-08 04:00:00,2018,1,8,4,-3.2,-4.2,31.0,98.47,93.0,-10.76272935996224,0,1
2018-01-08 05:00:00,2018,1,8,5,-3.2,-4.2,31.0,98.36,93.0,-10.76272935996224,0,1
2018-01-08 06:00:00,2018,1,8,6,-2.6,-3.5,28.0,98.28,94.0,-9.630716934317373,0,1
2018-01-08 07:00:00,2018,1,8,7,-1.8,-2.4,30.0,98.18,95.0,-8.821509950182413,0,1
2018-01-08 08:00:00,2018,1,8,8,-1.4,-1.9,34.0,98.1,96.0,-8.715282937181286,0,1
2018-01-08 09:00:00,2018,1,8,9,-0.5,-1.2,36.0,98.07,95.0,-7.715414446476012,0,1
2018-01-08 10:00:00,2018,1,8,10,0.6,-0.5,37.0,98.11,92.0,-6.344711227301556,0,1
2018-01-08 11:00:00,2018,1,8,11,0.6,-0.4,40.0,98.12,93.0,-6.593712319435934,0,1
2018-01-08 12:00:00,2018,1,8,12,0.9,-0.4,42.0,98.04,91.0,-6.34836676231461,0,1
2018-01-08 13:00:00,2018,1,8,13,0.9,-0.5,33.0,98.08,91.0,-5.5902981477609845,0,1
2018-01-08 14:00:00,2018,1,8,14,0.8,-0.3,27.0,98.11,92.0,-5.110761755632401,0,1
2018-01-08 15:00:00,2018,1,8,15,0.8,0.0,26.0,98.13,95.0,-4.998014600335318,0,1
2018-01-08 16:00:00,2018,1,8,16,1.0,-0.2,30.0,98.17,92.0,-5.1681969461610855,0,1
2018-01-08 17:00:00,2018,1,8,17,1.1,-0.5,23.0,98.19,89.0,-4.253514951772281,0,1
2018-01-08 18:00:00,2018,1,8,18,1.0,-0.8,26.0,98.28,87.0,-4.740156902936777,0,1
2018-01-08 19:00:00,2018,1,8,19,1.0,-1.0,28.0,98.33,87.0,-4.960603365782459,0,1
2018-01-08 20:00:00,2018,1,8,20,1.0,-1.0,28.0,98.38,87.0,-4.960603365782459,0,1
2018-01-08 21:00:00,2018,1,8,21,1.0,-1.0,27.0,98.42,87.0,-4.85209513656559,0,1
2018-01-08 22:00:00,2018,1,8,22,0.8,-1.4,24.0,98.43,86.0,-4.761132742346921,0,1
2018-01-08 23:00:00,2018,1,8,23,0.6,-1.5,23.0,98.53,86.0,-4.891673225316262,0,1
2018-01-09 00:00:00,2018,1,9,0,1.0,-3.0,17.0,98.61,75.0,-3.5255042300611596,0,1
2018-01-09 01:00:00,2018,1,9,1,0.6,-4.2,24.0,98.68,70.0,-5.017290894712666,0,1
2018-01-09 02:00:00,2018,1,9,2,0.2,-4.9,21.0,98.74,68.0,-5.132756699260825,0,1
2018-01-09 03:00:00,2018,1,9,3,-0.3,-4.6,21.0,98.84,73.0,-5.7661839017928616,0,1
2018-01-09 04:00:00,2018,1,9,4,-0.6,-3.5,26.0,98.91,81.0,-6.803018482125101,0,1
2018-01-09 05:00:00,2018,1,9,5,-1.6,-3.9,17.0,98.97,84.0,-6.763544354977554,0,1
2018-01-09 06:00:00,2018,1,9,6,-2.7,-4.4,14.0,99.07,88.0,-7.534722682193381,0,1
2018-01-09 07:00:00,2018,1,9,7,-2.9,-4.4,15.0,99.16,89.0,-7.991969992699263,0,1
2018-01-09 08:00:00,2018,1,9,8,-2.9,-4.5,14.0,99.27,89.0,-7.779985995205903,0,1
2018-01-09 09:00:00,2018,1,9,9,-3.2,-4.7,12.0,99.37,90.0,-7.678195609728584,0,1
2018-01-09 10:00:00,2018,1,9,10,-2.7,-5.0,13.0,99.47,84.0,-7.311039800778896,0,1
2018-01-09 11:00:00,2018,1,9,11,-1.8,-7.2,19.0,99.54,67.0,-7.3540269016805775,0,1
2018-01-09 12:00:00,2018,1,9,12,-1.5,-7.1,18.0,99.54,66.0,-6.811971252361246,0,1
2018-01-09 13:00:00,2018,1,9,13,-1.6,-7.3,23.0,99.56,65.0,-7.699569628909778,0,1
2018-01-09 14:00:00,2018,1,9,14,-1.5,-7.3,23.0,99.61,65.0,-7.5719379742009805,0,1
2018-01-09 15:00:00,2018,1,9,15,-1.7,-6.7,19.0,99.65,69.0,-7.2283666596477865,0,1
2018-01-09 16:00:00,2018,1,9,16,-1.6,-7.6,16.0,99.72,64.0,-6.581206560153009,0,1
2018-01-09 17:00:00,2018,1,9,17,-2.3,-7.2,9.0,99.77,69.0,-5.765506002146111,0,1
2018-01-09 18:00:00,2018,1,9,18,-2.3,-7.5,4.0,99.82,68.0,-3.6413833850821535,0,1
2018-01-09 19:00:00,2018,1,9,19,-3.1,-7.0,7.0,99.88,74.0,-6.007778208974478,0,1
2018-01-09 20:00:00,2018,1,9,20,-3.2,-6.9,7.0,99.89,76.0,-6.124060807878834,0,1
2018-01-09 21:00:00,2018,1,9,21,-3.7,-7.5,3.0,99.89,75.0,-4.483538600593214,0,1
2018-01-09 22:00:00,2018,1,9,22,-4.7,-7.3,0.0,99.88,82.0,10.19895,0,1
2018-01-09 23:00:00,2018,1,9,23,-5.8,-7.6,3.0,99.92,87.0,-6.781351720880501,0,1
2018-01-10 00:00:00,2018,1,10,0,-7.6,-9.9,8.0,99.89,84.0,-11.66455605058442,0,1
2018-01-10 01:00:00,2018,1,10,1,-7.7,-8.4,4.0,99.9,95.0,-9.670283923335395,0,1
2018-01-10 02:00:00,2018,1,10,2,-8.2,-9.6,7.0,99.89,90.0,-11.93819075309672,0,1
2018-01-10 03:00:00,2018,1,10,3,-6.6,-8.9,11.0,99.83,84.0,-11.509789416990456,0,1
2018-01-10 04:00:00,2018,1,10,4,-7.8,-8.6,4.0,99.75,94.0,-9.781930229599345,0,1
2018-01-10 05:00:00,2018,1,10,5,-7.8,-8.2,7.0,99.7,97.0,-11.47306035747929,0,1
2018-01-10 06:00:00,2018,1,10,6,-7.7,-8.1,9.0,99.63,97.0,-12.164702701464627,0,1
2018-01-10 07:00:00,2018,1,10,7,-7.6,-8.2,8.0,99.59,96.0,-11.66455605058442,0,1
2018-01-10 08:00:00,2018,1,10,8,-8.1,-9.2,11.0,99.52,92.0,-13.31492491919288,0,1
2018-01-10 09:00:00,2018,1,10,9,-6.3,-7.1,11.0,99.51,94.0,-11.14876231654997,0,1
2018-01-10 10:00:00,2018,1,10,10,-5.2,-6.1,8.0,99.51,93.0,-8.845717977685375,0,1
2018-01-10 11:00:00,2018,1,10,11,-2.9,-4.8,10.0,99.37,86.0,-6.779039113773401,0,1
2018-01-10 12:00:00,2018,1,10,12,-0.35,-3.9499999999999997,8.0,100.07,76.0,-3.1493160387018873,0,1
2018-01-10 13:00:00,2018,1,10,13,0.30000000000000004,-3.55,7.0,99.91499999999999,75.5,-2.054169846226315,0,1
2018-01-10 14:00:00,2018,1,10,14,0.7999999999999999,-2.1,8.0,99.765,81.0,-1.7986227954377614,0,1
2018-01-10 15:00:00,2018,1,10,15,0.2,-0.15,5.5,99.72999999999999,98.0,-1.5869890294828466,0,1
2018-01-10 16:00:00,2018,1,10,16,0.09999999999999998,0.04999999999999999,4.5,99.69999999999999,99.5,-1.2309476107109312,0,1
2018-01-10 17:00:00,2018,1,10,17,0.05,0.0,4.0,99.63999999999999,99.0,-1.0176951878793536,0,1
2018-01-10 18:00:00,2018,1,10,18,0.2,0.2,2.5,99.605,100.0,0.17081811339488623,0,1
2018-01-10 19:00:00,2018,1,10,19,1.8,3.4,10.5,99.59,100.0,-1.2850530802374522,0,1
2018-01-10 20:00:00,2018,1,10,20,2.3,2.9,10.5,99.6,91.0,-0.6854988941543767,0,1
2018-01-10 21:00:00,2018,1,10,21,2.45,3.0,11.0,99.58500000000001,90.0,-0.6188052203691687,0,1
2018-01-10 22:00:00,2018,1,10,22,5.1,2.8,17.0,99.53999999999999,86.0,1.580635966922384,0,1
2018-01-10 23:00:00,2018,1,10,23,6.0,4.0,16.0,99.53999999999999,87.0,2.838062528544893,0,1
2018-01-11 00:00:00,2018,1,11,0,6.35,3.3499999999999996,15.0,99.545,81.0,3.4135578446529116,0,1
2018-01-11 01:00:00,2018,1,11,1,6.3,3.65,15.0,99.465,83.0,3.351906342829389,0,1
2018-01-11 02:00:00,2018,1,11,2,6.800000000000001,3.5,16.5,99.47,79.0,3.762851756767671,0,1
