"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 00:00","2018","04","01","00:00","1.6","","-1.9","","78","","","","29","","36","","24.1","","98.26","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 01:00","2018","04","01","01:00","-0.9","","-5.0","","73","","","","30","","33","","24.1","","98.43","","","","-8","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 02:00","2018","04","01","02:00","-1.5","","-6.3","","70","","","","30","","32","","24.1","","98.53","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 03:00","2018","04","01","03:00","-1.8","","-7.6","","65","","","","29","","30","","24.1","","98.69","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 04:00","2018","04","01","04:00","-2.6","","-8.9","","62","","","","28","","15","","24.1","","98.80","","","","-8","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 05:00","2018","04","01","05:00","-3.0","","-8.9","","64","","","","29","","7","","24.1","","98.89","","","","-6","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 06:00","2018","04","01","06:00","-2.8","","-7.1","","72","","","","28","","15","","24.1","","99.00","","","","-8","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 07:00","2018","04","01","07:00","-3.4","","-10.6","","58","","","","28","","22","","24.1","","99.09","","","","-10","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 08:00","2018","04","01","08:00","-2.9","","-11.0","","54","","","","28","","23","","24.1","","99.14","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 09:00","2018","04","01","09:00","-1.9","","-10.6","","51","","","","28","","27","","24.1","","99.16","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 10:00","2018","04","01","10:00","-0.7","","-9.7","","51","","","","27","","25","","24.1","","99.20","","","","-7","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 11:00","2018","04","01","11:00","0.5","","-9.8","","46","","","","29","","24","","24.1","","99.21","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 12:00","2018","04","01","12:00","1.4","","-8.6","","48","","","","26","","28","","24.1","","99.18","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 13:00","2018","04","01","13:00","1.3","","-9.3","","45","","","","27","","27","","24.1","","99.18","","","","","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 14:00","2018","04","01","14:00","0.5","","-9.4","","48","","","","27","","27","","24.1","","99.15","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 15:00","2018","04","01","15:00","1.4","","-8.8","","47","","","","25","","27","","24.1","","99.15","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 16:00","2018","04","01","16:00","0.8","","-10.0","","44","","","","27","","24","","24.1","","99.14","","","","","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 17:00","2018","04","01","17:00","0.9","","-10.1","","44","","","","27","","21","","24.1","","99.12","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 18:00","2018","04","01","18:00","0.1","","-9.7","","48","","","","28","","13","","24.1","","99.11","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 19:00","2018","04","01","19:00","-0.5","","-8.4","","55","","","","18","","4","","24.1","","99.06","","","","-2","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 20:00","2018","04","01","20:00","-1.0","","-7.3","","62","","","","22","","9","","24.1","","99.05","","","","-4","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 21:00","2018","04","01","21:00","-1.6","","-4.7","","80","","","","21","","10","","24.1","","99.09","","","","-5","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 22:00","2018","04","01","22:00","-2.0","","-5.2","","79","","","","24","","7","","24.1","","99.04","","","","-5","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2018-04-01 23:00","2018","04","01","23:00","-2.3","","-5.0","","82","","","","21","","5","","24.1","","99.01","","","","-4","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 00:00","2018","04","02","00:00","-1.8","","-5.3","","77","","","","14","","5","","24.1","","98.93","","","","-4","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 01:00","2018","04","02","01:00","-3.0","","-5.3","","84","","","","14","","7","","24.1","","98.89","","","","-6","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 02:00","2018","04","02","02:00","-3.6","","-4.8","","91","","","","23","","7","","24.1","","98.91","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 03:00","2018","04","02","03:00","-3.5","","-4.7","","91","","","","22","","6","","24.1","","98.90","","","","-6","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 04:00","2018","04","02","04:00","-3.6","","-4.5","","94","","","","23","","6","","24.1","","98.92","","","","-6","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 05:00","2018","04","02","05:00","-4.0","","-4.5","","97","","","","23","","5","","24.1","","98.97","","","","-6","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 06:00","2018","04","02","06:00","-3.9","","-4.6","","95","","","","23","","6","","24.1","","98.99","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 07:00","2018","04","02","07:00","-3.6","","-4.0","","96","","","","25","","6","","24.1","","99.02","","","","-6","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 08:00","2018","04","02","08:00","-1.6","","-4.0","","84","","","","29","","10","","24.1","","99.08","","","","-5","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 09:00","2018","04","02","09:00","-0.1","","-5.6","","66","","","","32","","12","","24.1","","99.11","","","","-4","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 10:00","2018","04","02","10:00","0.9","","-8.0","","52","","","","26","","7","","24.1","","99.11","","","","","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 11:00","2018","04","02","11:00","2.3","","-8.0","","47","","","","24","","17","","24.1","","99.11","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 12:00","2018","04","02","12:00","3.6","","-7.8","","43","","","","28","","18","","24.1","","99.05","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2018-04-02 13:00","2018","04","02","13:00","4.5","","-6.6","","44","","","","23","","16","","24.1","","99.08","","","","","","Mostly Cloudy"
