TOTAL_CONSUMPTION
9833.5
9029.6
8400.8
8025.7
7847.6
7955.4
8156.2
8523.2
9210.4
9680.1
9990.4
10386.9
10854.4
11007.7
11144.7
11462.8
12312.7
13871.5
13679.3
13460.0
12952.0
12237.7
10825.7
9256.2
8174.0
7540.3
7306.6
7259.3
7353.4
7788.3
8372.8
8999.6
9274.8
9364.6
9412.0
9570.7
9489.2
9147.2
9165.9
9571.4
10769.0
12807.1
13217.9
13158.2
12939.1
12282.3
11021.0
9347.3
8119.5
7538.2
7299.8
7161.9
7257.5
7624.7
8149.6
8776.8
9075.8
8918.0
8838.0
8850.2
8945.3
8840.4
8938.2
9381.2
10470.8
12537.1
12594.0
12530.9
12317.1
11868.4
10612.2
8916.0
7795.3
7186.7
6909.5
6860.0
6966.9
7341.4
7957.7
8673.6
8950.9
8802.7
8675.6
8749.1
8698.2
8563.2
8711.5
9198.5
10422.6
12675.4
13119.5
13309.8
13070.0
12527.8
11373.5
9639.8
8537.9
7991.7
7798.3
7696.5
7801.4
8188.5
8770.1
9472.1
9766.2
9781.9
9611.5
9587.6
9533.8
9486.5
9583.2
9889.4
11095.9
13183.3
13493.9
13446.9
13170.4
12576.8
11512.3
10130.0
9197.1
8551.3
8244.6
8142.1
8179.6
8356.7
8705.0
9444.6
10325.9
10928.5
11161.7
11341.4
11321.4
11301.9
11280.0
11524.9
12404.1
14369.4
14338.7
13753.5
13290.6
12783.7
11857.8
10444.7
9312.0
8678.5
8260.6
8137.0
8138.1
8281.6
8592.5
9302.8
10235.5
10643.4
10974.2
11502.7
11853.5
11962.8
11859.3
11929.8
12802.2
14713.5
14587.1
14042.8
13308.2
12168.5
10621.7
8911.7
7682.1
7129.3
6805.1
6711.1
6769.4
7281.4
8165.5
9176.9
8911.6
8440.1
8451.4
8466.4
8500.0
8512.6
8559.0
8859.5
10081.9
12017.3
12047.1
11986.1
11647.7
10908.2
9499.2
7873.2
6821.2
6297.9
6081.0
6039.3
6176.1
6671.7
7603.7
8602.9
8238.9
7586.8
7492.5
7487.1
7575.7
7522.7
7633.4
7994.2
9194.2
11303.9
11586.7
11591.6
11394.2
10773.0
9530.5
7984.7
6972.9
6528.7
6341.2
6316.8
6493.6
6990.0
7938.1
8896.4
8465.5
7766.9
7553.8
7234.0
7265.5
7374.8
7625.1
8250.2
9491.2
11338.3
11408.8
11499.4
11243.0
10565.2
9179.2
7576.6
6602.2
6081.3
5754.4
5670.8
5771.6
6226.7
7211.7
8247.6
7885.2
7229.4
7154.8
7006.9
6905.3
6692.4
6852.8
7361.8
8806.5
10470.4
10619.2
10718.7
10512.8
9940.6
8685.6
7267.4
6007.3
5479.6
5139.5
5039.0
5109.6
5489.0
6413.0
7522.1
7428.1
7334.0
7485.2
7721.0
7768.8
7849.4
8051.7
8588.2
9700.2
11427.1
11756.6
11719.2
11455.2
10889.5
9796.7
8491.5
7688.2
7163.5
6907.8
6873.3
6912.4
7190.9
7670.2
8476.5
9467.5
9906.0
10059.5
10311.3
10442.3
10341.1
10098.6
10528.8
11339.0
12966.1
13331.4
12804.7
12299.3
11682.0
10838.8
9560.4
8573.4
7930.6
7536.8
7485.9
7474.2
7686.6
8097.1
8858.6
9724.4
10099.6
10291.9
10367.5
10534.4
10335.9
10725.6
10989.2
11933.4
13677.7
13627.3
13304.6
12784.7
11851.2
10560.5
8882.1
7731.7
7267.7
7040.9
7046.5
7176.1
7661.0
8627.4
9701.4
9309.0
8806.1
8655.1
8686.0
8637.4
8592.3
8700.2
8945.8
10094.9
12292.5
12500.0
12391.7
12065.0
11255.3
10007.9
8379.7
7323.4
6880.3
6609.9
6566.8
6694.6
7178.0
8096.3
9085.5
8609.6
7937.1
7923.8
7791.7
7784.0
7744.6
7951.1
8305.1
9559.7
11596.8
11970.9
12112.8
12012.1
11460.4
10140.4
8477.7
7462.6
7045.7
6902.2
6843.7
6986.2
7503.0
8457.5
9440.0
9021.1
8422.3
8080.0
7817.5
7826.1
7760.7
7833.8
8232.2
9549.7
11544.4
12068.1
12136.9
12128.8
11429.6
10095.6
8586.3
7605.5
7151.3
6937.1
6847.0
7009.0
7549.7
8479.1
9502.7
9046.0
8454.6
8447.3
8359.9
8324.3
8122.5
8251.3
8773.7
9865.1
11580.6
11914.0
11934.3
11867.1
11279.3
9983.9
8375.9
7360.0
6836.5
6646.7
6468.5
6621.5
7185.8
8089.8
8995.4
8584.7
7936.6
7696.5
7614.6
7420.0
7341.7
7491.4
7840.3
8895.0
10744.6
11120.3
11318.5
11089.9
10525.3
9471.9
8284.0
7578.9
7155.3
6744.6
6392.0
6542.5
6706.3
7271.6
7916.4
8928.0
9228.9
9292.0
9470.3
9509.7
9415.3
9078.0
9095.5
9912.1
11407.7
11805.9
11420.1
10969.3
10325.9
9558.7
8316.8
7318.2
6677.5
6327.0
6115.2
6026.0
6374.1
6633.1
7551.9
8555.7
8845.4
9360.4
9789.6
9657.6
9722.7
10151.5
10768.7
11753.7
12758.0
12564.8
12140.5
11569.1
10474.3
9107.2
7603.9
6410.7
5967.5
5731.7
5646.6
5810.3
6305.3
7232.2
8355.1
8149.2
7813.4
7899.8
8101.0
8115.8
7982.6
8026.4
8434.3
9565.3
11135.4
11339.3
11308.1
11081.6
10438.4
9025.2
7539.5
6515.4
6024.9
5782.1
5726.5
5797.1
6331.9
7152.6
8111.3
7783.9
7231.9
7002.5
7058.2
7374.4
7412.0
7424.9
7929.0
9352.1
10995.1
11118.6
11197.4
11077.3
10465.5
9259.0
7807.8
6822.9
6407.1
6194.0
6212.2
6391.6
6922.8
7875.4
8878.4
8627.3
8149.0
7891.7
7752.9
7689.5
7431.9
7407.2
7887.2
9246.0
10950.5
11508.0
11637.9
11549.3
10911.5
9717.5
8177.1
7184.5
6775.2
6630.8
6596.3
6770.1
7301.9
8226.5
9329.7
8934.1
8287.8
7879.7
7747.1
7727.0
7812.5
8006.9
8372.8
9411.1
11022.8
11397.4
11360.3
11258.7
10644.4
9469.3
7896.8
6909.0
6443.5
6225.2
6248.2
6393.1
6863.8
7610.9
8488.7
8337.7
7990.6
7809.4
7645.9
7560.9
7227.6
7103.2
7374.5
8197.8
9795.8
10475.6
10497.0
10295.5
9854.7
8979.5
7742.3
6824.6
6196.5
5862.4
5738.5
5718.6
5917.7
6481.9
7183.1
8154.5
8682.0
8962.2
9039.3
9287.4
9638.3
9731.0
9932.5
10555.7
11408.8
11364.2
10803.3
10231.2
9693.4
8894.1
7780.0
6876.8
6182.4
5874.9
5763.1
5822.6
6040.6
6464.2
7237.0
8142.0
8514.6
8813.3
8906.0
9049.3
9002.5
9126.8
9381.8
10120.8
11684.5
12301.3
11993.7
11510.4
10684.8
9326.0
7836.8
6646.3
6148.9
5929.6
5859.6
6059.1
6666.1
7495.5
8508.5
8367.0
8018.7
7932.5
7982.4
8192.2
