YEAR,MONTH,DAY,HOUR,TOTAL_CONSUMPTION
2018,10,19,17,8096.9
2018,10,19,18,8724.3
2018,10,19,19,9314.5
2018,10,19,20,9378.8
2018,10,19,21,8932.7
2018,10,19,22,8103.5
2018,10,19,23,6943.9
2018,10,19,24,5922.2
2018,10,20,1,5937.4
2018,10,20,2,5730.4
2018,10,20,3,5524.0
2018,10,20,4,5556.4
2018,10,20,5,5550.5
2018,10,20,6,5940.5
2018,10,20,7,6931.8
2018,10,20,8,7912.8
2018,10,20,9,8575.1
2018,10,20,10,8575.4
2018,10,20,11,8871.7
2018,10,20,12,9195.5
2018,10,20,13,9132.7
2018,10,20,14,8565.1
2018,10,20,15,8734.0
2018,10,20,16,9365.0
2018,10,20,17,10087.7
2018,10,20,18,10374.2
2018,10,20,19,10187.3
2018,10,20,20,9874.3
2018,10,20,21,9248.0
2018,10,20,22,8524.3
2018,10,20,23,7666.2
2018,10,20,24,6721.9
2018,10,21,1,5727.9
2018,10,21,2,5364.2
2018,10,21,3,5230.1
2018,10,21,4,5177.0
2018,10,21,5,5357.2
2018,10,21,6,5749.9
2018,10,21,7,6565.3
2018,10,21,8,7671.5
2018,10,21,9,8365.7
2018,10,21,10,8628.5
2018,10,21,11,8837.8
2018,10,21,12,8991.2
2018,10,21,13,8833.3
2018,10,21,14,8874.0
2018,10,21,15,9119.2
2018,10,21,16,9857.3
2018,10,21,17,10707.1
2018,10,21,18,11043.0
2018,10,21,19,11100.0
2018,10,21,20,10813.0
2018,10,21,21,10033.4
2018,10,21,22,8602.3
2018,10,21,23,7028.5
2018,10,21,24,5975.5
2018,10,22,1,5405.5
2018,10,22,2,5165.8
2018,10,22,3,5086.9
2018,10,22,4,5156.4
2018,10,22,5,5601.8
2018,10,22,6,6435.2
2018,10,22,7,7519.8
2018,10,22,8,7316.4
2018,10,22,9,6942.7
2018,10,22,10,6604.7
2018,10,22,11,6486.4
2018,10,22,12,6407.9
2018,10,22,13,6317.2
2018,10,22,14,6279.0
2018,10,22,15,6518.0
2018,10,22,16,7260.1
2018,10,22,17,8231.6
2018,10,22,18,9022.1
2018,10,22,19,9804.0
2018,10,22,20,9770.9
2018,10,22,21,9250.6
2018,10,22,22,8099.1
2018,10,22,23,6631.0
2018,10,22,24,5732.4
2018,10,23,1,5268.4
2018,10,23,2,5033.9
2018,10,23,3,4996.5
2018,10,23,4,5003.9
2018,10,23,5,5456.5
2018,10,23,6,6336.8
2018,10,23,7,7485.1
2018,10,23,8,7374.5
2018,10,23,9,6994.3
2018,10,23,10,6672.8
2018,10,23,11,6737.4
2018,10,23,12,6659.8
2018,10,23,13,6448.2
2018,10,23,14,6396.6
2018,10,23,15,6582.4
2018,10,23,16,7647.5
2018,10,23,17,8663.2
2018,10,23,18,9227.9
2018,10,23,19,9834.2
2018,10,23,20,9943.2
2018,10,23,21,9417.8
2018,10,23,22,8197.1
2018,10,23,23,6806.7
2018,10,23,24,5757.2
2018,10,24,1,5259.0
2018,10,24,2,5056.3
2018,10,24,3,5092.1
2018,10,24,4,5149.6
2018,10,24,5,5673.9
2018,10,24,6,6567.0
2018,10,24,7,7668.3
2018,10,24,8,7368.2
2018,10,24,9,6809.0
2018,10,24,10,6643.5
2018,10,24,11,6714.5
2018,10,24,12,6775.6
2018,10,24,13,6568.1
2018,10,24,14,6647.5
2018,10,24,15,7030.4
2018,10,24,16,8045.9
2018,10,24,17,9235.4
2018,10,24,18,9610.1
2018,10,24,19,10053.3
2018,10,24,20,10032.3
2018,10,24,21,9561.7
2018,10,24,22,8375.0
2018,10,24,23,6824.6
2018,10,24,24,5928.5
2018,10,25,1,5463.0
2018,10,25,2,5222.5
2018,10,25,3,5139.3
2018,10,25,4,5241.8
2018,10,25,5,5711.1
2018,10,25,6,6611.4
2018,10,25,7,7619.5
2018,10,25,8,7482.4
2018,10,25,9,7092.0
2018,10,25,10,6948.8
2018,10,25,11,6862.1
2018,10,25,12,6668.1
2018,10,25,13,6522.0
2018,10,25,14,6416.6
2018,10,25,15,6656.5
2018,10,25,16,7249.1
2018,10,25,17,8189.7
2018,10,25,18,8971.3
2018,10,25,19,9674.3
2018,10,25,20,9787.6
2018,10,25,21,9367.8
2018,10,25,22,8234.3
2018,10,25,23,6840.5
2018,10,25,24,5876.5
2018,10,26,1,5318.2
2018,10,26,2,5059.1
2018,10,26,3,5014.0
2018,10,26,4,5117.0
2018,10,26,5,5552.6
2018,10,26,6,6446.5
2018,10,26,7,7523.3
2018,10,26,8,7416.8
2018,10,26,9,7111.8
2018,10,26,10,6995.0
2018,10,26,11,6756.6
2018,10,26,12,6690.0
2018,10,26,13,6394.3
2018,10,26,14,6490.5
2018,10,26,15,6917.2
2018,10,26,16,7733.5
2018,10,26,17,8793.9
2018,10,26,18,9314.1
2018,10,26,19,9607.3
2018,10,26,20,9524.6
2018,10,26,21,9126.5
2018,10,26,22,8174.4
2018,10,26,23,7135.0
2018,10,26,24,6158.7
2018,10,27,1,5653.5
2018,10,27,2,5323.7
2018,10,27,3,5215.5
2018,10,27,4,5215.1
2018,10,27,5,5493.7
2018,10,27,6,5921.6
2018,10,27,7,6857.5
2018,10,27,8,7937.6
2018,10,27,9,8680.8
2018,10,27,10,9084.9
2018,10,27,11,9481.8
2018,10,27,12,9468.1
2018,10,27,13,9457.1
2018,10,27,14,9346.2
2018,10,27,15,9347.2
2018,10,27,16,9940.5
2018,10,27,17,10556.7
2018,10,27,18,10796.7
2018,10,27,19,10610.2
2018,10,27,20,10177.9
2018,10,27,21,9534.7
2018,10,27,22,8608.9
2018,10,27,23,7599.4
2018,10,27,24,6700.9
2018,10,28,1,5983.4
2018,10,28,2,5595.5
2018,10,28,3,5404.4
2018,10,28,4,5371.6
2018,10,28,5,5554.1
2018,10,28,6,5926.6
2018,10,28,7,6640.5
2018,10,28,8,7753.8
2018,10,28,9,8519.3
2018,10,28,10,9107.3
2018,10,28,11,9405.6
2018,10,28,12,9573.4
2018,10,28,13,9475.9
2018,10,28,14,9456.3
2018,10,28,15,9789.1
2018,10,28,16,10495.0
2018,10,28,17,11142.7
2018,10,28,18,11231.4
2018,10,28,19,11014.4
2018,10,28,20,10649.1
2018,10,28,21,9899.6
2018,10,28,22,8615.7
2018,10,28,23,7082.5
2018,10,28,24,6044.5
2018,10,29,1,5358.5
2018,10,29,2,5133.3
2018,10,29,3,5013.8
2018,10,29,4,5096.5
2018,10,29,5,5579.0
2018,10,29,6,6483.2
2018,10,29,7,7623.9
2018,10,29,8,7492.9
2018,10,29,9,7077.2
2018,10,29,10,6952.7
2018,10,29,11,6930.0
2018,10,29,12,7004.5
2018,10,29,13,6627.3
2018,10,29,14,6454.9
2018,10,29,15,6794.2
2018,10,29,16,7482.3
2018,10,29,17,8640.9
2018,10,29,18,9480.9
2018,10,29,19,10095.7
2018,10,29,20,10205.5
2018,10,29,21,9595.6
2018,10,29,22,8394.4
2018,10,29,23,6971.1
2018,10,29,24,5919.4
2018,10,30,1,5463.8
2018,10,30,2,5273.1
2018,10,30,3,5248.6
2018,10,30,4,5324.1
2018,10,30,5,5835.4
2018,10,30,6,6701.8
2018,10,30,7,7780.8
2018,10,30,8,7458.5
2018,10,30,9,6971.0
2018,10,30,10,6556.4
2018,10,30,11,6290.3
2018,10,30,12,6200.2
2018,10,30,13,5983.1
2018,10,30,14,5946.8
2018,10,30,15,6183.5
2018,10,30,16,6987.8
2018,10,30,17,8140.8
2018,10,30,18,9191.5
2018,10,30,19,9731.8
2018,10,30,20,9749.5
2018,10,30,21,9333.9
2018,10,30,22,8150.6
2018,10,30,23,6660.8
2018,10,30,24,5617.2
2018,10,31,1,5076.0
2018,10,31,2,4861.9
2018,10,31,3,4742.8
2018,10,31,4,4801.8
2018,10,31,5,5223.7
2018,10,31,6,6131.3
2018,10,31,7,7276.2
2018,10,31,8,7193.7
2018,10,31,9,7028.8
2018,10,31,10,6928.5
2018,10,31,11,6908.4
2018,10,31,12,6982.1
2018,10,31,13,6755.8
2018,10,31,14,6714.9
2018,10,31,15,7204.5
2018,10,31,16,8167.8
2018,10,31,17,9049.4
2018,10,31,18,9217.4
2018,10,31,19,9305.9
2018,10,31,20,9269.4
2018,10,31,21,8798.7
2018,10,31,22,7802.8
2018,10,31,23,6525.5
2018,10,31,24,5580.7
2018,11,1,1,5161.4
2018,11,1,2,4925.8
2018,11,1,3,4835.3
2018,11,1,4,4915.8
2018,11,1,5,5369.4
2018,11,1,6,6212.6
2018,11,1,7,7307.5
2018,11,1,8,7237.6
2018,11,1,9,6984.8
2018,11,1,10,6840.6
2018,11,1,11,6746.9
2018,11,1,12,6794.5
2018,11,1,13,6772.8
2018,11,1,14,6883.8
2018,11,1,15,7235.5
2018,11,1,16,8252.5
2018,11,1,17,9450.0
2018,11,1,18,9862.6
2018,11,1,19,10049.6
2018,11,1,20,10096.9
2018,11,1,21,9651.1
2018,11,1,22,8386.8
2018,11,1,23,7051.4
2018,11,1,24,6026.9
2018,11,2,1,5493.1
2018,11,2,2,5314.4
2018,11,2,3,5187.0
2018,11,2,4,5247.7
2018,11,2,5,5658.6
2018,11,2,6,6515.0
2018,11,2,7,7482.0
2018,11,2,8,7622.6
2018,11,2,9,7559.4
2018,11,2,10,7432.0
2018,11,2,11,7364.1
2018,11,2,12,7378.7
2018,11,2,13,7295.7
2018,11,2,14,7334.0
2018,11,2,15,7578.2
2018,11,2,16,8298.0
2018,11,2,17,9202.8
2018,11,2,18,9697.6
2018,11,2,19,9791.1
2018,11,2,20,9661.8
2018,11,2,21,9167.5
2018,11,2,22,8408.4
2018,11,2,23,7209.6
2018,11,2,24,6228.3
2018,11,3,1,5645.4
2018,11,3,2,5347.2
2018,11,3,3,5211.3
2018,11,3,4,5207.6
2018,11,3,5,5452.0
2018,11,3,6,5925.2
2018,11,3,7,6713.0
2018,11,3,8,7676.4
2018,11,3,9,8239.6
2018,11,3,10,8533.9
2018,11,3,11,8753.9
2018,11,3,12,8792.4
2018,11,3,13,8881.7
2018,11,3,14,8838.0
2018,11,3,15,8902.9
2018,11,3,16,9435.3
2018,11,3,17,10125.6
2018,11,3,18,10526.1
2018,11,3,19,10330.1
2018,11,3,20,9874.2
2018,11,3,21,9459.0
2018,11,3,22,8820.7
2018,11,3,23,7797.5
2018,11,3,24,6702.6
2018,11,4,1,5944.2
2018,11,4,2,5563.7
2018,11,4,3,5371.3
2018,11,4,4,5360.8
2018,11,4,5,5522.1
2018,11,4,6,5856.6
2018,11,4,7,6432.5
2018,11,4,8,7492.8
2018,11,4,9,8371.4
2018,11,4,10,8515.5
2018,11,4,11,8465.4
2018,11,4,12,8485.1
2018,11,4,13,8885.0
2018,11,4,14,8812.0
2018,11,4,15,8895.8
2018,11,4,16,9249.2
2018,11,4,17,10461.7
2018,11,4,18,11984.3
2018,11,4,19,11785.9
2018,11,4,20,11271.9
2018,11,4,21,10696.5
2018,11,4,22,9629.9
2018,11,4,23,8240.3
2018,11,4,24,6844.2
2018,11,5,1,5798.8
2018,11,5,2,5312.8
2018,11,5,3,5159.8
2018,11,5,4,5005.1
2018,11,5,5,5179.2
2018,11,5,6,5693.0
2018,11,5,7,6635.7
2018,11,5,8,7772.5
2018,11,5,9,7387.0
2018,11,5,10,7029.5
2018,11,5,11,7007.4
2018,11,5,12,7065.6
2018,11,5,13,7005.1
2018,11,5,14,6872.7
2018,11,5,15,6785.2
2018,11,5,16,7151.1
2018,11,5,17,8298.3
2018,11,5,18,9866.1
2018,11,5,19,10014.5
2018,11,5,20,9936.7
2018,11,5,21,9736.1
2018,11,5,22,8897.2
2018,11,5,23,7721.3
2018,11,5,24,6336.4
2018,11,6,1,5421.9
2018,11,6,2,4982.4
2018,11,6,3,4773.3
2018,11,6,4,4734.4
2018,11,6,5,4844.6
2018,11,6,6,5341.6
2018,11,6,7,6404.3
2018,11,6,8,7399.6
2018,11,6,9,7047.8
2018,11,6,10,6705.8
2018,11,6,11,6674.2
2018,11,6,12,6385.7
2018,11,6,13,6257.4
2018,11,6,14,6300.5
2018,11,6,15,6392.3
2018,11,6,16,6880.7
2018,11,6,17,8124.1
2018,11,6,18,9879.3
2018,11,6,19,10007.7
2018,11,6,20,9902.4
2018,11,6,21,9771.0
2018,11,6,22,9171.3
2018,11,6,23,7982.4
2018,11,6,24,6586.9
2018,11,7,1,5696.0
2018,11,7,2,5170.6
2018,11,7,3,4966.9
2018,11,7,4,4881.1
2018,11,7,5,5053.2
2018,11,7,6,5515.0
2018,11,7,7,6474.9
2018,11,7,8,7329.9
2018,11,7,9,6807.5
2018,11,7,10,6342.4
2018,11,7,11,6368.7
2018,11,7,12,6627.2
2018,11,7,13,6536.0
2018,11,7,14,6633.9
2018,11,7,15,6863.6
2018,11,7,16,7424.5
2018,11,7,17,8434.2
2018,11,7,18,9933.2
2018,11,7,19,10172.4
2018,11,7,20,10162.9
2018,11,7,21,10080.7
2018,11,7,22,9419.2
2018,11,7,23,8213.4
2018,11,7,24,6707.8
2018,11,8,1,5821.2
2018,11,8,2,5370.4
2018,11,8,3,5190.7
2018,11,8,4,5103.1
2018,11,8,5,5294.3
2018,11,8,6,5763.6
2018,11,8,7,6697.8
2018,11,8,8,7717.2
2018,11,8,9,7317.1
2018,11,8,10,6904.9
2018,11,8,11,6956.1
2018,11,8,12,6861.0
2018,11,8,13,6894.9
2018,11,8,14,6752.3
2018,11,8,15,6802.9
2018,11,8,16,7206.4
2018,11,8,17,8306.8
2018,11,8,18,9894.5
2018,11,8,19,10116.9
2018,11,8,20,10146.6
2018,11,8,21,10004.8
2018,11,8,22,9448.6
2018,11,8,23,8333.6
2018,11,8,24,6885.6
2018,11,9,1,5875.7
2018,11,9,2,5488.7
2018,11,9,3,5257.5
2018,11,9,4,5192.9
2018,11,9,5,5292.1
2018,11,9,6,5773.0
2018,11,9,7,6672.1
2018,11,9,8,7747.8
2018,11,9,9,7640.3
2018,11,9,10,7375.2
2018,11,9,11,7374.6
2018,11,9,12,7531.3
2018,11,9,13,7485.1
2018,11,9,14,7407.4
2018,11,9,15,7486.1
2018,11,9,16,7883.0
2018,11,9,17,9099.1
2018,11,9,18,10153.5
2018,11,9,19,10143.6
2018,11,9,20,10011.7
2018,11,9,21,9967.4
2018,11,9,22,9429.2
2018,11,9,23,8553.8
2018,11,9,24,7404.9
2018,11,10,1,6577.1
2018,11,10,2,6034.9
2018,11,10,3,5790.4
2018,11,10,4,5680.4
2018,11,10,5,5801.9
2018,11,10,6,6060.6
2018,11,10,7,6597.7
2018,11,10,8,7580.9
2018,11,10,9,8315.1
2018,11,10,10,8671.2
2018,11,10,11,9070.1
2018,11,10,12,9390.9
2018,11,10,13,9532.3
2018,11,10,14,9436.7
2018,11,10,15,9441.5
2018,11,10,16,9483.5
2018,11,10,17,10097.9
2018,11,10,18,11224.2
2018,11,10,19,11183.9
2018,11,10,20,10815.1
2018,11,10,21,10404.6
2018,11,10,22,9739.1
2018,11,10,23,8855.6
2018,11,10,24,7742.7
2018,11,11,1,6761.9
2018,11,11,2,6141.6
2018,11,11,3,5811.4
2018,11,11,4,5649.9
2018,11,11,5,5690.1
2018,11,11,6,5893.0
2018,11,11,7,6243.4
2018,11,11,8,7179.6
2018,11,11,9,8002.0
2018,11,11,10,8458.0
2018,11,11,11,8655.1
2018,11,11,12,8689.2
2018,11,11,13,8966.3
2018,11,11,14,9057.6
2018,11,11,15,9061.5
2018,11,11,16,9492.1
2018,11,11,17,10769.4
2018,11,11,18,11951.2
2018,11,11,19,11723.0
2018,11,11,20,11392.2
2018,11,11,21,10909.1
2018,11,11,22,9981.3
2018,11,11,23,8732.1
2018,11,11,24,7246.7
2018,11,12,1,6146.1
2018,11,12,2,5671.2
2018,11,12,3,5432.2
2018,11,12,4,5377.9
2018,11,12,5,5572.2
2018,11,12,6,5947.1
2018,11,12,7,6817.7
2018,11,12,8,7752.2
2018,11,12,9,7511.3
2018,11,12,10,7072.8
2018,11,12,11,6941.3
2018,11,12,12,6968.7
2018,11,12,13,7045.2
2018,11,12,14,6953.2
2018,11,12,15,7070.0
2018,11,12,16,7636.7
2018,11,12,17,8948.1
2018,11,12,18,10469.7
2018,11,12,19,10451.1
2018,11,12,20,10417.7
2018,11,12,21,10273.3
2018,11,12,22,9526.8
2018,11,12,23,8264.6
2018,11,12,24,6864.3
2018,11,13,1,5897.5
2018,11,13,2,5419.2
2018,11,13,3,5228.2
2018,11,13,4,5220.5
2018,11,13,5,5306.9
2018,11,13,6,5869.0
2018,11,13,7,6806.9
2018,11,13,8,7750.2
2018,11,13,9,7430.3
2018,11,13,10,7013.3
2018,11,13,11,6965.3
2018,11,13,12,7090.7
2018,11,13,13,7185.5
2018,11,13,14,7134.4
2018,11,13,15,7131.0
2018,11,13,16,7579.0
2018,11,13,17,8793.2
2018,11,13,18,10558.1
2018,11,13,19,10598.8
2018,11,13,20,10688.7
2018,11,13,21,10678.9
2018,11,13,22,10075.2
2018,11,13,23,8855.1
2018,11,13,24,7542.5
2018,11,14,1,6499.6
2018,11,14,2,5914.9
2018,11,14,3,5724.4
2018,11,14,4,5664.9
2018,11,14,5,5856.1
2018,11,14,6,6376.3
2018,11,14,7,7383.2
2018,11,14,8,8272.9
2018,11,14,9,7799.9
2018,11,14,10,7315.2
2018,11,14,11,7013.4
2018,11,14,12,6953.6
2018,11,14,13,6960.4
2018,11,14,14,6965.8
2018,11,14,15,7100.6
2018,11,14,16,7706.7
2018,11,14,17,8932.5
2018,11,14,18,10557.7
2018,11,14,19,10878.7
2018,11,14,20,10867.9
2018,11,14,21,10825.2
2018,11,14,22,10076.3
2018,11,14,23,8910.9
2018,11,14,24,7459.2
2018,11,15,1,6426.2
2018,11,15,2,5967.8
2018,11,15,3,5843.6
2018,11,15,4,5842.6
2018,11,15,5,6041.2
2018,11,15,6,6502.5
2018,11,15,7,7450.8
2018,11,15,8,8372.1
2018,11,15,9,8072.0
2018,11,15,10,7635.6
2018,11,15,11,7581.0
2018,11,15,12,7604.6
2018,11,15,13,7539.4
2018,11,15,14,7526.9
2018,11,15,15,7718.8
2018,11,15,16,8164.4
2018,11,15,17,9399.7
2018,11,15,18,10809.8
2018,11,15,19,11009.3
2018,11,15,20,11157.2
2018,11,15,21,10871.2
2018,11,15,22,10089.8
2018,11,15,23,8855.4
2018,11,15,24,7477.6
2018,11,16,1,6431.1
2018,11,16,2,5901.0
2018,11,16,3,5616.0
2018,11,16,4,5566.5
2018,11,16,5,5691.7
2018,11,16,6,6155.7
2018,11,16,7,7038.1
2018,11,16,8,7990.3
2018,11,16,9,7805.9
2018,11,16,10,7568.5
2018,11,16,11,7510.3
2018,11,16,12,7517.1
2018,11,16,13,7481.9
2018,11,16,14,7468.7
2018,11,16,15,7549.4
2018,11,16,16,7985.4
2018,11,16,17,9211.5
2018,11,16,18,10610.9
2018,11,16,19,10739.4
2018,11,16,20,10546.4
2018,11,16,21,10332.7
2018,11,16,22,9705.5
2018,11,16,23,8785.3
2018,11,16,24,7551.8
2018,11,17,1,6605.9
2018,11,17,2,5985.4
2018,11,17,3,5756.8
2018,11,17,4,5608.9
2018,11,17,5,5670.8
2018,11,17,6,5902.1
2018,11,17,7,6433.5
2018,11,17,8,7326.5
2018,11,17,9,8222.0
2018,11,17,10,8774.6
2018,11,17,11,9069.4
2018,11,17,12,9379.1
2018,11,17,13,9541.5
2018,11,17,14,9176.7
2018,11,17,15,9276.2
2018,11,17,16,9439.6
2018,11,17,17,10207.4
2018,11,17,18,11355.0
2018,11,17,19,11285.9
2018,11,17,20,10827.2
2018,11,17,21,10419.5
2018,11,17,22,9792.5
2018,11,17,23,8964.2
2018,11,17,24,7800.8
2018,11,18,1,6816.2
2018,11,18,2,6194.5
2018,11,18,3,5894.9
2018,11,18,4,5729.8
2018,11,18,5,5790.2
2018,11,18,6,5922.9
2018,11,18,7,6380.1
2018,11,18,8,7226.8
2018,11,18,9,8236.9
2018,11,18,10,8783.4
2018,11,18,11,9149.7
2018,11,18,12,9418.1
2018,11,18,13,9797.0
2018,11,18,14,9791.1
2018,11,18,15,9849.5
2018,11,18,16,10132.0
2018,11,18,17,11044.8
2018,11,18,18,12487.3
2018,11,18,19,12198.7
2018,11,18,20,11807.2
2018,11,18,21,11269.6
2018,11,18,22,10193.4
2018,11,18,23,8946.5
2018,11,18,24,7486.2
2018,11,19,1,6273.4
2018,11,19,2,5862.1
2018,11,19,3,5686.9
2018,11,19,4,5652.8
2018,11,19,5,5850.8
2018,11,19,6,6349.0
2018,11,19,7,7346.7
2018,11,19,8,8231.8
2018,11,19,9,7682.8
2018,11,19,10,7165.9
2018,11,19,11,6920.2
2018,11,19,12,6831.4
2018,11,19,13,6758.8
2018,11,19,14,6708.9
2018,11,19,15,6726.5
2018,11,19,16,7287.2
2018,11,19,17,8707.3
2018,11,19,18,10785.6
2018,11,19,19,11011.2
2018,11,19,20,10895.1
2018,11,19,21,10735.9
2018,11,19,22,10056.3
2018,11,19,23,8739.4
2018,11,19,24,7181.2
2018,11,20,1,6310.6
2018,11,20,2,5814.7
2018,11,20,3,5610.4
2018,11,20,4,5562.3
2018,11,20,5,5737.1
2018,11,20,6,6271.1
2018,11,20,7,7115.0
2018,11,20,8,8164.4
2018,11,20,9,7969.8
2018,11,20,10,7537.4
2018,11,20,11,7319.3
2018,11,20,12,7039.3
2018,11,20,13,6930.8
2018,11,20,14,6799.2
2018,11,20,15,6873.2
2018,11,20,16,7492.1
2018,11,20,17,9076.6
2018,11,20,18,10891.5
2018,11,20,19,11075.9
2018,11,20,20,11196.3
2018,11,20,21,10935.0
2018,11,20,22,10286.9
2018,11,20,23,9091.7
2018,11,20,24,7606.0
2018,11,21,1,6582.9
2018,11,21,2,6012.7
2018,11,21,3,5892.0
2018,11,21,4,5792.0
2018,11,21,5,5939.1
2018,11,21,6,6449.4
2018,11,21,7,7357.7
2018,11,21,8,8226.7
2018,11,21,9,8067.7
2018,11,21,10,7678.4
2018,11,21,11,7479.1
2018,11,21,12,7263.5
2018,11,21,13,7165.3
2018,11,21,14,7028.2
2018,11,21,15,7254.5
2018,11,21,16,7942.6
2018,11,21,17,9400.3
2018,11,21,18,11209.1
2018,11,21,19,11441.0
2018,11,21,20,11539.0
2018,11,21,21,11423.1
2018,11,21,22,10810.7
2018,11,21,23,9652.6
2018,11,21,24,8063.5
2018,11,22,1,7148.8
2018,11,22,2,6688.7
2018,11,22,3,6549.1
2018,11,22,4,6572.4
2018,11,22,5,6784.4
2018,11,22,6,7211.7
2018,11,22,7,8177.0
2018,11,22,8,9163.7
2018,11,22,9,8625.5
2018,11,22,10,8097.8
2018,11,22,11,7864.4
2018,11,22,12,7714.2
2018,11,22,13,7606.3
2018,11,22,14,7538.6
2018,11,22,15,7493.9
2018,11,22,16,8008.4
2018,11,22,17,9410.8
2018,11,22,18,11320.7
2018,11,22,19,11510.2
2018,11,22,20,11602.1
2018,11,22,21,11658.7
2018,11,22,22,10931.5
2018,11,22,23,9705.6
2018,11,22,24,8098.1
2018,11,23,1,7095.5
2018,11,23,2,6588.0
2018,11,23,3,6410.0
2018,11,23,4,6335.5
2018,11,23,5,6455.4
2018,11,23,6,6889.2
2018,11,23,7,7661.3
2018,11,23,8,8684.0
2018,11,23,9,8420.6
2018,11,23,10,7872.3
2018,11,23,11,7543.5
2018,11,23,12,7289.4
2018,11,23,13,7097.4
2018,11,23,14,6940.9
2018,11,23,15,6927.6
2018,11,23,16,7480.6
2018,11,23,17,8592.8
2018,11,23,18,10248.4
2018,11,23,19,10504.5
2018,11,23,20,10565.7
2018,11,23,21,10422.4
2018,11,23,22,9919.5
2018,11,23,23,9009.6
2018,11,23,24,7785.1
2018,11,24,1,6811.4
2018,11,24,2,6211.8
2018,11,24,3,5888.2
2018,11,24,4,5744.9
2018,11,24,5,5815.2
2018,11,24,6,6073.1
2018,11,24,7,6524.3
2018,11,24,8,7465.5
2018,11,24,9,8339.6
2018,11,24,10,8821.7
2018,11,24,11,9241.8
2018,11,24,12,9457.8
2018,11,24,13,9580.8
2018,11,24,14,9683.5
2018,11,24,15,9696.3
2018,11,24,16,9877.0
2018,11,24,17,10601.2
2018,11,24,18,11491.5
2018,11,24,19,11196.7
2018,11,24,20,10718.9
2018,11,24,21,10281.4
2018,11,24,22,9687.3
2018,11,24,23,8774.9
2018,11,24,24,7565.3
2018,11,25,1,6512.5
2018,11,25,2,5870.6
2018,11,25,3,5485.1
2018,11,25,4,5300.9
2018,11,25,5,5321.9
2018,11,25,6,5493.2
2018,11,25,7,5824.0
2018,11,25,8,6667.9
2018,11,25,9,7755.7
2018,11,25,10,8470.8
2018,11,25,11,8872.4
2018,11,25,12,9083.1
2018,11,25,13,9454.3
2018,11,25,14,9536.6
2018,11,25,15,9663.5
2018,11,25,16,9961.0
2018,11,25,17,11094.0
2018,11,25,18,12483.3
2018,11,25,19,12106.8
2018,11,25,20,11568.9
2018,11,25,21,11079.1
2018,11,25,22,10208.2
2018,11,25,23,9007.2
2018,11,25,24,7359.4
2018,11,26,1,6233.5
2018,11,26,2,5678.2
2018,11,26,3,5438.3
2018,11,26,4,5334.1
2018,11,26,5,5474.6
2018,11,26,6,5969.6
2018,11,26,7,7033.7
2018,11,26,8,8079.3
2018,11,26,9,7905.0
2018,11,26,10,7516.9
2018,11,26,11,7440.5
2018,11,26,12,7722.1
2018,11,26,13,7791.3
2018,11,26,14,7806.4
2018,11,26,15,7775.1
2018,11,26,16,8180.3
2018,11,26,17,9450.9
2018,11,26,18,10983.4
2018,11,26,19,11031.3
2018,11,26,20,10908.7
2018,11,26,21,10847.0
2018,11,26,22,10249.5
2018,11,26,23,8961.3
2018,11,26,24,7469.1
2018,11,27,1,6306.8
2018,11,27,2,5827.5
2018,11,27,3,5635.1
2018,11,27,4,5591.4
2018,11,27,5,5665.6
2018,11,27,6,6244.8
2018,11,27,7,7127.5
2018,11,27,8,8170.8
2018,11,27,9,7993.1
2018,11,27,10,7641.4
2018,11,27,11,7617.2
2018,11,27,12,7679.6
2018,11,27,13,7712.6
2018,11,27,14,7749.3
2018,11,27,15,7787.2
2018,11,27,16,8287.1
2018,11,27,17,9820.8
2018,11,27,18,11362.3
2018,11,27,19,11347.1
2018,11,27,20,11399.0
2018,11,27,21,11195.9
2018,11,27,22,10579.8
2018,11,27,23,9315.3
2018,11,27,24,7723.5
2018,11,28,1,6653.5
2018,11,28,2,6111.0
2018,11,28,3,5890.0
2018,11,28,4,5831.4
2018,11,28,5,5968.2
2018,11,28,6,6514.9
2018,11,28,7,7343.7
2018,11,28,8,8364.9
2018,11,28,9,8031.6
2018,11,28,10,7530.1
2018,11,28,11,7359.3
2018,11,28,12,7318.3
2018,11,28,13,7268.6
2018,11,28,14,7029.6
2018,11,28,15,7249.6
2018,11,28,16,7922.9
2018,11,28,17,9373.9
2018,11,28,18,11058.7
2018,11,28,19,11171.9
2018,11,28,20,11189.7
2018,11,28,21,11094.3
2018,11,28,22,10413.7
2018,11,28,23,9137.0
2018,11,28,24,7546.1
2018,11,29,1,6496.0
2018,11,29,2,5965.6
2018,11,29,3,5776.2
2018,11,29,4,5691.1
2018,11,29,5,5902.0
2018,11,29,6,6392.0
2018,11,29,7,7280.9
2018,11,29,8,8254.1
2018,11,29,9,8120.5
2018,11,29,10,7654.0
2018,11,29,11,7495.8
2018,11,29,12,7493.7
2018,11,29,13,7332.8
2018,11,29,14,7200.5
2018,11,29,15,7210.5
2018,11,29,16,7646.0
2018,11,29,17,8928.6
2018,11,29,18,10804.7
2018,11,29,19,11021.8
2018,11,29,20,11058.9
2018,11,29,21,11094.1
2018,11,29,22,10511.2
2018,11,29,23,9267.5
2018,11,29,24,7661.5
2018,11,30,1,6525.7
2018,11,30,2,5950.2
2018,11,30,3,5738.6
2018,11,30,4,5711.0
2018,11,30,5,5817.8
